Symbol,Jurkat,IM-9,Raji,THP-1
GAGE2C,517.3469522,3385.518825,13.06813534,90.32682896
GAGE4,517.3469522,3385.518825,13.06813534,90.32682896
GAGE5,517.3469522,3385.518825,13.06813534,90.32682896
GAGE6,517.3469522,3385.518825,13.06813534,90.32682896
GAGE7,517.3469522,3385.518825,13.06813534,90.32682896
C9,368.1706087,5.357903977,6.706638931,5.448379341
FCER2,10.4943659,7417.720092,941.8004373,300.4484595
FCER2,14.69916843,6037.043338,682.0424445,32.91374261
CD3G,5436.448668,23.32406231,59.74617749,29.5020433
ELANE,10.53134108,16.6238902,17.80550918,29692.85109
LTA,9.927186172,2634.988358,828.5642055,21.59958606
CCR2,80.28170331,65.32376708,57.68273117,6125.81285
ALDH1A2,839.7037748,24.97290678,39.65904596,21.1265499
ALDH1A2,3246.698872,19.61946313,25.89388672,27.26377454
LOC101928635,3246.698872,19.61946313,25.89388672,27.26377454
CDKN2A,21.76840619,214.1551596,1335.311385,20.19657522
UGT2B17,7.01020582,1043.649924,46.25161151,10.28447943
SIX6,901.4046696,31.69518912,21.00705581,16.30104307
VCX2,18.38886833,1295.669102,40.63003219,59.90551769
LTB,126.7711309,261.6249366,4682.112373,142.3917227
PRTN3,21.28635373,37.73448706,69.33336349,24270.08666
HOXD13,1193.107807,5.49109556,4.642898993,3.638464299
HOXD13,631.3269293,6.94898079,8.994275731,7.661123832
PIR,5.323445843,1585.901958,9.487330889,1182.072579
ENTPD1,91.15813302,5484.430701,75.82451159,307.6673268
METTL7A,156.3764324,112.3692099,6140.055619,327.7950505
CCL22,16.66669985,2815.594197,2819.280938,27.12229953
BMP8B,6.455947726,48.41693983,14.5707188,2251.414075
LAPTM4B,8023.54625,5.418495242,53.32939864,4176.402563
HIC1,4.629960513,276.6096195,4.818977502,3.151473069
GPR15,121.0789778,4787.933271,129.4618337,381.1101183
CAPN2,119.3721774,72.07515826,77.89630587,8724.098027
ID1,7536.522837,174.6178735,29.44615709,1375.550627
CADM1,580.6734858,6050.978612,18.58497428,528.40165
AKR1C3,885.3116199,68.14221629,6.96298518,75.08498817
IRS2,376.9053643,21.91366115,25.75841116,4329.465221
TUBB6,43.29116621,32.92435283,595.2413998,8051.897914
FERMT2,1210.877464,2659.21978,1.913403934,115.6898808
CBR1,4.66189743,868.8860202,6.04011075,396.1567418
CA2,6.50224692,15.40331559,9.49760706,24480.18389
PPAP2B,6.685011445,352.0718384,5.46465777,10.00963161
IGHM,20.35184132,3148.507136,29602.45666,720.5572164
CHI3L1,9.682859897,10.06230783,17.52784807,25978.49273
CHI3L1,13.35885814,19.53186421,13.41021304,25791.13722
GPM6A,21.78184539,1910.778698,217.0814032,48.31891877
ENTPD1,62.91701042,6226.657957,220.1946518,306.5267425
ENTPD1,13.18692624,5430.304954,17.37500714,184.794833
HDGFRP3,3129.350086,623.4229224,4.743919397,25.55110081
BMP7,16.86193256,67.4266559,1131.812424,74.06179597
BMP7,31.87556133,17.01187777,2771.072607,98.47293446
PNMA2,3711.131042,83.57669805,55.11433683,81.81759793
GATA3,703.5130484,4.321784777,1.083414262,3.770148518
GATA3,6295.501678,146.2320921,60.98550009,148.2381048
CES1,6.798046591,28.73840999,17.14171704,4593.265477
LOC100653057,6.798046591,28.73840999,17.14171704,4593.265477
CD74,14.93237303,23175.39904,28707.33441,2863.082947
EYA2,10.01249516,527.9550784,12.28537586,18.06962959
HLA-DRB4,7.951664347,2952.832641,137.4568245,8.284019226
GAS2L1,1166.839336,26.47971525,13.32064611,179.5856628
MYCN,793.0435832,26.20475674,18.39426498,8.594880248
CHRDL1,3636.796407,84.07717713,94.84933906,46.64000293
PHLDA2,6.38646874,33.47201242,5.453705446,658.1225734
FAM65B,126.57928,126.6319175,2775.244807,49.74598455
LAT,3281.551119,51.37370335,99.56512462,134.3732637
HOXA10-HOXA9,5.788061864,4.418791879,7.614184601,1398.22216
HOXA9,5.788061864,4.418791879,7.614184601,1398.22216
MIR196B,5.788061864,4.418791879,7.614184601,1398.22216
CD300A,30.81887028,2782.117979,36.310825,498.3032912
MAGEA3,176.9217992,19899.33137,38.34222946,1465.944941
MAGEA6,176.9217992,19899.33137,38.34222946,1465.944941
ASCL1,7.590824921,1161.049782,6.633614379,82.15856813
ASCL1,49.6673053,2918.664297,11.55264237,182.0969974
TCL1A,23.21272242,40.43551859,8857.448554,49.92136237
CD247,2586.563727,39.2732261,110.5956742,106.2558337
FOXA2,18.74428209,866.1737756,20.80095247,25.50609033
SH2D1A,4169.229236,21.94410854,63.11105138,28.97553187
SHOX2,69.72913833,120.0119572,48.15497186,5626.859153
PLA2G4A,14.54612008,1008.735954,6.354311767,880.5075487
MS4A3,14.89043864,28.50859116,12.42936522,9801.790673
RGS13,22.39751944,1.79810941,15101.93245,43.28641658
MAGEA10,12.98938042,4235.342003,17.63856547,31.37322414
IGHV5-78,20.56746563,29.65525703,1249.209881,42.79603363
MAGEA12,407.6520427,8758.318045,52.5121955,416.6296158
FUT7,5.089278323,5.274102004,50.58671984,944.409575
CTAG1A,4.950508373,5065.207582,15.31932229,30.00661175
CTAG1B,4.950508373,5065.207582,15.31932229,30.00661175
TNFSF11,17.4612822,3425.113178,34.17668943,149.600273
CLEC11A,247.8233912,27.68206408,107.3330759,7705.119901
PON2,6.765897157,1895.66413,6.547745913,826.9048092
ST3GAL6,8.441933343,1532.570628,3.195893924,847.9585229
LEF1,2366.528144,404.6559569,15.23892983,110.3455471
HLA-DRA,10.18119641,20929.70952,21208.18212,1535.864905
LAT,3232.479744,24.45734474,69.47246162,277.335258
LILRA2,4.242813029,6.615707834,10.9073464,496.9136247
TNFSF11,16.30818583,1457.913957,9.548265707,61.40816956
SH2D1A,815.8320318,19.66743537,36.14855282,17.97522753
SH2D1A,1892.630461,111.1901608,131.4674985,22.76819537
SH2D1A,1446.96458,18.83040281,20.32811632,22.23325651
BMP7,19.36120929,41.84553881,813.3915368,63.83744049
IL1R2,20.62949487,12.93123092,936.4794459,9.534057677
B3GALNT1,2.540513521,2.228837241,6.976101739,482.0239945
RET,39.04108055,34.27392852,88.81465887,4229.264039
GABARAPL1,247.018137,9.931380031,5.397892005,8.045200533
GABARAPL3,247.018137,9.931380031,5.397892005,8.045200533
DPP4,6.570785884,569.1080138,4.72861796,88.2391267
ETV4,15.13018216,1027.014658,15.60225088,46.68997774
IGHM,8.213960413,44.84521622,3311.80522,7.877687414
IGHA1,9.143958108,27.34226129,3526.230235,9.01074682
IGHA2,9.143958108,27.34226129,3526.230235,9.01074682
IGHD,9.143958108,27.34226129,3526.230235,9.01074682
IGHG1,9.143958108,27.34226129,3526.230235,9.01074682
IGHG3,9.143958108,27.34226129,3526.230235,9.01074682
IGHG4,9.143958108,27.34226129,3526.230235,9.01074682
IGHM,9.143958108,27.34226129,3526.230235,9.01074682
IGHV4-31,9.143958108,27.34226129,3526.230235,9.01074682
IGHG1,8.956606416,7.897726975,453.6371605,10.80405727
IGHM,8.956606416,7.897726975,453.6371605,10.80405727
IGK,21.50201978,299.4490894,1750.903974,62.97435849
IGKC,21.50201978,299.4490894,1750.903974,62.97435849
IGK,12.01089405,155.3052504,29692.85109,112.5761592
IGKC,12.01089405,155.3052504,29692.85109,112.5761592
CTAG1A,6.765897157,6237.598536,13.74810823,74.25153246
CTAG1B,6.765897157,6237.598536,13.74810823,74.25153246
FYB,4132.0923,93.24880807,49.7328445,657.7266311
PXDN,2511.05672,52.82318661,47.47445627,71.12612897
PXDN,1559.089948,22.11154192,61.71537705,52.92448897
SDC2,65.44833553,2.886485269,3.779520271,2978.728894
SERPINB1,5.197809683,5.859546687,16.76892892,760.4902485
MYO1B,1768.088599,51.07617718,17.32316336,37.48609596
IGJ,5.476067092,3991.487119,18469.74047,837.6617524
CHN1,1682.447528,27.06836527,41.40119799,23.23320424
QKI,7.697707257,90.42363742,38.38558518,2312.735668
HLA-DQA1,12.17036205,12352.70714,10971.41361,300.3842929
HLA-DQA2,12.17036205,12352.70714,10971.41361,300.3842929
LOC100509457,12.17036205,12352.70714,10971.41361,300.3842929
Sep-10,9.020514918,4072.613404,13.34710328,86.89963896
MFAP4,359.7287839,13.24662804,9.421672143,15.03577776
OBSL1,11.25034423,6.803123236,13.14794941,879.8893113
IGHM,42.49929738,3053.457302,18544.98379,364.4115458
NACC2,18.50900802,2.796967718,37.26576659,1905.510495
HLA-DQB1,4.617568008,5593.579818,5264.097005,287.7896168
LOC101060835,4.617568008,5593.579818,5264.097005,287.7896168
AIF1,7048.477592,16.07546137,36.80465365,2819.280938
TRIM22,30.93688792,6672.902075,1027.205215,236.0601852
SHANK2,20.18723724,8.291347513,572.9953347,32.47278062
TMEM158,26.2760998,8.807461696,7.506646468,788.2110716
ST3GAL6,11.46284759,1368.746793,6.71085754,796.608241
TUSC3,1094.623613,144.6677018,15.43764751,15.75600471
SOSTDC1,2667.375671,27.47790603,6.519462917,11.99542245
CD3D,18593.48461,54.60501673,50.81179146,39.651539
SOX4,3162.749046,104.0266092,106.6998782,54.84622814
PRSS12,24.55861046,8.295117765,6.300169897,1434.361995
IRAK3,14.91632533,1.662231811,9.060131531,2008.020699
THSD7A,49.73620351,49.87891879,31.19571189,2226.170795
LYZ,12.82535179,8.904212758,11.8319681,8573.416754
ZAP70,2619.622726,38.77807254,8.574360721,29.56364333
LAPTM4B,15049.48028,6.33876598,11.05429437,8975.824302
NCF1,12.72745694,198.660182,3915.194101,325.5526247
LST1,159.7606487,30.34107197,123.3059557,4409.096024
TKTL1,27250.49202,17.64398221,15.82959801,13.02212835
MAGEA4,65.57972348,11044.81275,64.33158126,773.5498995
ALOX5,37.55200028,16.52813473,1331.503439,152.1998618
FCGR1B,12.81896332,15.63867491,20.19934316,6019.336384
AZU1,12.93767167,18.63413541,25.02786766,34222.67576
MAGEA2,162.3166302,4319.144845,47.10009754,222.5364754
MAGEA2B,162.3166302,4319.144845,47.10009754,222.5364754
MAGEA6,253.2964834,18959.22484,14.94977861,1130.530176
P2RY10,7.907985255,1698.381634,207.4629991,54.54184577
HOXA10-HOXA9,29.94140714,25.86375773,14.31754979,2995.071751
HOXA9,29.94140714,25.86375773,14.31754979,2995.071751
MIR196B,29.94140714,25.86375773,14.31754979,2995.071751
IGKC,37.06827459,5286.649211,23409.54799,1039.135945
THSD7A,22.39905727,35.96125705,61.27506078,3211.863721
AIF1,8354.377667,14.52559416,38.22655551,4202.704683
IGK,11.62645769,2370.862606,23.89104811,971.6424453
IGKC,11.62645769,2370.862606,23.89104811,971.6424453
SMARCA1,292.683088,4.140166436,3.638464299,2.394596728
TSHR,343.2012165,4.962172611,2.2482628,10.06230783
CTAG2,9.838026909,2392.967276,8.872028132,17.71097953
CD1E,362.5108794,3.593521854,6.619181785,11.59622167
BCL6,20.29009437,7.158975013,2451.474223,86.32065481
NLRP3,7.285339716,3.969694561,6.09298328,926.431282
TRDV3,68.77230714,670.5994457,8.922694073,64.72584629
TKTL1,27367.97365,73.76156059,116.8072928,64.26233265
IGKV1-37,13.15136915,885.5639007,24.99845331,17.32316336
IGKV1-37,13.15136915,885.5639007,24.99845331,17.32316336
IGKV1D-37,13.15136915,885.5639007,24.99845331,17.32316336
IGKV1D-37,13.15136915,885.5639007,24.99845331,17.32316336
IGHG1,13.73541863,13.87602905,747.7805692,22.7250739
IGHM,13.73541863,13.87602905,747.7805692,22.7250739
IGK,29.03512868,2732.096524,108.6008034,309.2401042
IGKC,29.03512868,2732.096524,108.6008034,309.2401042
ECRP,19.7815013,27.64161254,29.74456658,3415.861793
RGS1,7.633511655,494.0328795,1433.605129,50.83219445
ST14,6.56209166,5.457103301,1300.394507,1578.571518
TAL1,1233.902765,43.09369977,28.68997144,24.15208649
FCGR1A,102.435666,60.1613977,17.61202568,5350.056252
FCGR1B,102.435666,60.1613977,17.61202568,5350.056252
FCGR1C,102.435666,60.1613977,17.61202568,5350.056252
CD300A,3.321519768,933.4903649,4.324877273,59.38160729
TRAT1,926.2525131,266.5907827,4.72732922,19.65987494
IGH,6.961500371,10.41442628,484.8850468,7.13476721
IGHA1,6.961500371,10.41442628,484.8850468,7.13476721
IGHA2,6.961500371,10.41442628,484.8850468,7.13476721
IGHG1,6.961500371,10.41442628,484.8850468,7.13476721
IGHG2,6.961500371,10.41442628,484.8850468,7.13476721
IGHG3,6.961500371,10.41442628,484.8850468,7.13476721
IGHM,6.961500371,10.41442628,484.8850468,7.13476721
IGHV4-31,6.961500371,10.41442628,484.8850468,7.13476721
LOC102725526,6.961500371,10.41442628,484.8850468,7.13476721
CTAG1A,16.64165438,1467.693779,8.052413098,29.87451359
CTAG1B,16.64165438,1467.693779,8.052413098,29.87451359
IL6R,6.96876993,9.237924519,17.84666006,1606.571281
S100A6,3.519220872,170.0375409,4.535912662,13860.10299
RAB31,10.68881367,64.0155935,42.06640773,3205.726987
RAB31,7.474389755,24.02383086,8.898312835,2024.227869
RAB31,18.95077928,74.14656917,18.11659409,4330.416973
RNF130,5469.292952,13.72666761,16.8158598,3381.246898
NGFRAP1,12979.11368,47.38507433,27.89963886,11268.02982
TSPAN13,4561.339103,75.5524557,135.0246896,290.264603
RBM47,18.6903368,2762.125899,28.99709686,794.647793
SLC12A7,4108.98618,91.53589349,87.35549745,191.7030723
LHFP,82.14448587,109.2834781,1798.221414,12.92059008
LEPREL1,11.90657038,7474.710641,17.32559635,28.01024455
OGN,760.3564003,4.183515607,5.291624169,5.938183994
PNMAL1,784.2759318,13.18872923,13.25698891,27.21766808
CERS4,6.152310293,262.6192239,568.1891755,5.644327367
DNAJC12,126.6638157,683.6101462,3344.492107,22.23087159
FHOD3,12.32645622,1419.535179,242.6486404,12.65557151
PLEKHA1,776.8420757,26.38195643,20.56263478,19.55575154
OSBPL10,36.63821454,43.17254512,4454.994158,63.902857
GIMAP4,1598.767836,25.73280838,11.73548057,21.90188625
ZDHHC14,44.34607569,93.91639873,2914.819606,266.1553034
TSPAN12,7.116158188,1349.488937,5.631256379,127.2625589
C3orf14,8.030999205,279.6720397,7.564908425,2676.933045
TRPM4,6.334192427,7.971729351,8.624597454,697.1444513
EBI3,8.446552786,7843.967248,3283.956713,146.5545698
ELL3,213.3889915,1145.926605,8775.841632,158.8456981
ELL3,96.18591862,468.0497964,5658.455436,127.3379176
BCL11B,4460.876203,326.7118825,43.39902178,70.43534365
ELOVL4,1554.471685,6.572398528,7.305088833,5.900506557
Mar-01,8.102601753,13.60594666,667.5961025,31.2831935
MS4A4A,2.47686412,3.160703288,8.419896245,496.9931805
PTPLA,3701.533001,32.16371861,44.39433611,1208.752662
ATP8A2,649.9715271,35.22673102,37.50470815,12.36679716
CACNA2D3,13.48927838,4.409680363,28.75164642,2455.092616
TREM2,17.4433336,33.29464791,13.77159647,3990.169154
DHRS9,76.10837451,86.57963809,109.5287311,9450.51473
NUDT11,1924.257009,28.01305611,32.58114751,161.4506143
TRHDE,9.892119914,6.518027793,8.174587629,2076.882297
DDX25,2093.429489,55.63444648,79.73299167,62.41224095
HS3ST3A1,8.063279982,2015.038555,22.81696262,75.95209354
XAGE1B,15.75399179,320.4793079,31.51681065,5336.044386
XAGE1E,15.75399179,320.4793079,31.51681065,5336.044386
STAP1,17.21741771,3004.443773,4868.309518,100.5037923
VPREB3,100.6532145,99.53602575,6555.584263,84.76184589
CCDC169-SOHLH2,50.36072728,2958.611241,56.80262811,153.5383151
SOHLH2,50.36072728,2958.611241,56.80262811,153.5383151
CLEC2D,40.85489951,61.79461168,2715.218419,51.93976694
CCDC102B,4.01643724,236.5477473,4.476107001,10.90413916
KIAA0125,7.791956175,12.5246586,1126.920311,8.5009301
ATP8B4,57.30182106,69.37001413,39.89247942,2692.297706
UBASH3A,1105.485585,6.757892805,7.562702544,4.281601531
CYP39A1,30.40773347,2.583004532,673.0396645,21.96500711
KCNK12,47.01340994,7.931963747,1313.736727,10.59642943
SLC25A21,14.39748611,640.014384,24.8042833,23.497349
CCR10,28.41483732,1811.631721,16.29402989,39.92471653
CAB39L,14.60866007,13.99057643,377.5133883,20.28273716
IL26,201.8114186,16.4568741,7.395157413,3.237400845
LEF1,9411.536905,2013.958408,9.838026909,473.2147009
VPS37B,2080.269529,5.679412391,6.059385035,597.3012938
FAM46A,152.3037372,77.88908748,63.60834113,14299.55229
COL8A2,16.60398381,7.247991667,10.50802833,2124.820476
