,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene23,3,6,2,0,0,1,6,0,2,0,0,0,2,2,2,0,0,0,0,1,6,0,0,0,0,0,4,0,0,0,0,0,6,3,0,3,0,0,4,2,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,7,0,0,5,5,0,1,1,0,0,0,0,0,0,2,0,1,0,3,0,0,3,0,9,1,1
Gene24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene25,0,2,10,1,0,7,2,1,2,0,5,7,0,2,1,1,0,9,0,1,1,0,0,0,0,1,0,7,0,1,7,0,0,2,0,1,2,0,12,0,0,2,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,1,1,1,0,0,0,0,7,0,0,0,1,0,1,2,1,2,1,0,9,2,5
Gene26,0,0,0,1,0,0,2,1,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,6,1,3,1,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,4,0,0,0,0,0,0,0,2,1,7,0,0,0,1,0,0,0,0
Gene27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28,1,0,4,2,0,3,1,4,0,0,0,0,0,1,1,6,0,0,0,2,5,0,6,8,0,0,0,3,1,2,3,0,3,0,0,0,0,0,2,6,7,4,1,11,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,1,2,9,3,14,0,9,2,1,0,0,0,4,1,0,3,2,1,0,4,0,2,0,0,2,10,0,0,0,6,6,0,0,1
Gene29,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,4,1,0,1,0,2,0,0,0,0,1
Gene30,0,0,0,1,0,19,20,2,2,0,1,2,19,59,0,1,3,12,9,0,28,0,4,17,5,0,1,2,9,0,5,1,2,17,0,12,2,1,1,6,0,0,5,67,0,0,3,17,12,4,0,0,0,2,3,0,0,3,1,0,9,0,0,0,0,0,1,13,6,2,6,0,0,35,7,5,0,58,9,5,1,2,2,7,3,0,0,6,1,0,0,8,7,8,1,0,0,9,0,3
Gene31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,1,76,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,3,1,1,1,4,0,4,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0
Gene32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gene34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene38,0,2,0,1,1,0,7,0,0,2,0,0,2,0,1,1,4,0,0,1,0,0,0,0,0,0,11,2,0,1,1,0,0,2,0,0,8,0,0,4,0,4,1,3,0,0,0,0,0,2,0,0,1,1,0,0,6,0,0,0,1,0,0,0,0,0,4,0,1,4,0,0,0,0,1,1,2,0,2,6,0,1,0,0,0,0,9,0,0,4,0,1,0,0,0,1,0,0,0,10
Gene39,0,4,0,0,0,0,19,0,0,3,0,3,3,0,0,2,4,2,4,0,1,0,0,1,0,1,17,0,1,3,4,0,0,0,1,8,14,0,0,4,0,13,2,6,0,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,19,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,0,1,0,0,4,0,2,2,4,6,1,0,0
Gene40,0,3,0,2,0,0,3,0,0,0,0,0,0,1,0,0,3,2,0,0,14,0,0,0,0,0,1,3,12,0,0,0,9,0,4,0,4,1,6,0,3,8,2,2,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1,16,1,1,0,1,0,0,0,0,0,4,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,3,1,0,0,0,1,0,0
Gene41,4,12,65,0,1,4,2,2,2,0,6,3,119,0,1,2,1,0,2,1,28,0,57,16,0,3,0,2,3,2,17,1,81,1,0,2,1,0,1,4,1,13,82,3,5,0,1,0,2,1,0,1,4,0,1,0,0,4,0,0,1,0,15,0,2,0,5,1,12,1,13,0,77,1,0,0,0,0,1,4,4,3,19,4,1,0,0,4,10,4,17,3,101,1,0,2,0,10,5,6
Gene42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Gene43,2,1,1,0,0,1,0,0,4,0,0,0,2,1,1,0,0,1,4,0,2,0,0,0,0,0,0,1,4,2,7,2,0,0,0,0,0,0,0,0,0,10,0,4,0,0,1,8,1,0,0,0,2,1,1,0,0,0,0,0,0,0,7,0,0,0,3,0,2,4,0,0,1,2,0,0,0,3,0,0,1,0,3,0,0,0,0,4,1,0,0,2,4,1,9,4,0,0,3,5
Gene44,1,1,5,3,0,12,1,1,9,0,10,0,0,34,1,0,0,6,4,0,0,0,13,57,2,0,6,0,9,1,0,0,0,6,0,1,3,2,2,1,0,3,0,13,1,0,0,21,1,0,0,0,0,11,2,0,0,0,0,11,0,0,18,23,0,1,0,2,5,0,0,0,15,70,5,0,0,0,0,0,0,7,0,40,1,0,0,0,2,1,0,2,0,6,0,0,1,2,2,1
Gene45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene46,0,1,2,0,0,4,1,2,0,0,0,0,0,2,1,1,1,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,2,3,2,0,0,0,1,4,4,1,1,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,0,0,2,0,0,0,1,0,0,6,0,0,0,0,2,1,0,0,0,2,0,3,0,0,1,0,0,1,0,2,0,5,3,2,3,0,0
Gene47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,4,0,1,0,0,1,2,0,1,0,0,0,0,1,1,1,0,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,1,0,1,0,0,0,2,0,0,0,0,4,0,3,0,0,4,0,0,0,1,0,0,0,0,0,4,0
Gene48,0,2,7,6,0,2,6,2,5,0,2,5,0,1,1,1,3,0,0,3,9,2,0,2,0,3,12,1,0,6,8,0,0,0,1,19,0,0,1,2,5,15,7,10,2,2,0,3,5,1,0,1,0,2,1,5,0,0,0,0,0,2,2,0,0,0,0,2,4,0,0,0,2,1,2,2,0,3,11,1,0,10,0,1,2,1,0,0,1,0,5,27,5,0,2,9,1,0,1,3
Gene49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene50,2,4,0,9,0,14,27,2,17,0,0,0,1,3,5,14,0,2,4,5,8,2,1,10,2,14,22,1,10,3,2,0,11,16,4,39,8,3,1,7,0,0,6,107,42,18,1,2,29,0,5,2,0,38,1,3,4,0,0,0,1,0,0,0,9,10,14,7,6,7,2,0,6,32,4,0,0,1,3,0,2,0,9,3,0,2,1,0,13,2,17,5,7,7,0,10,2,0,12,5
Gene51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene52,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,3,2,2,0,0,0,0,0,3,0,0
Gene53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene54,3,0,44,1,0,2,4,0,0,0,3,0,35,0,0,1,4,0,0,0,2,0,8,0,0,0,2,0,0,1,4,1,5,3,6,1,0,1,1,2,1,1,30,0,0,1,0,0,2,0,0,3,0,2,7,0,0,0,0,1,0,0,6,0,0,2,0,0,1,1,1,0,14,1,3,2,0,0,0,0,0,0,13,0,0,1,0,0,4,0,4,8,5,0,7,0,6,0,0,3
Gene55,1,4,16,1,0,1,154,10,12,1,5,2,6,1,2,5,34,1,4,18,24,2,11,11,6,1,27,1,44,12,11,0,29,2,4,20,43,5,36,16,1,20,11,18,16,3,11,35,13,2,0,1,6,4,2,2,30,0,1,0,6,1,11,3,12,0,12,8,54,32,4,1,50,35,2,1,8,15,8,5,3,3,12,0,0,12,5,0,9,11,8,17,23,5,0,28,13,8,6,7
Gene56,0,1,0,0,0,0,1,0,13,0,1,0,0,0,2,3,0,0,12,0,5,0,1,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,1,16,1,0,0,2,7,0,0,0,0,14,5,0,1,1,0,0,0,0,0,6,0,0,0,2,0,0,1,0,0,3,0
Gene57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene59,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,0,0,0,10,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0
Gene60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gene61,0,9,0,1,0,3,2,0,8,1,0,1,0,0,1,0,10,0,4,0,0,0,0,2,0,1,1,0,5,0,0,0,0,1,0,0,3,0,1,1,0,9,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,0,16,0,0,0,0,8,0,1,0,2,18,1,9,1,0,0,3,1,6
Gene62,0,4,17,0,0,2,2,0,2,0,0,1,5,0,2,5,0,0,1,0,1,0,2,0,0,0,7,1,8,4,3,0,3,0,0,1,1,0,3,0,1,5,3,14,0,0,0,9,2,0,3,0,2,0,0,0,1,0,0,0,0,0,3,2,0,4,1,0,5,3,0,0,9,0,0,0,0,1,1,3,4,5,7,0,0,2,0,1,0,2,0,2,8,1,0,1,0,1,0,4
Gene63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
