,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene23,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,4,0,0,0,3,0,3,3,0,0,16,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,5,0,8,2,0,0,4,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0
Gene24,1,0,0,10,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,3,0,20,2,0,0,2,0,0,3,0,0,2,0,1,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,5,0,0,9,1,2,1,0,2,0,5,0,1,0,3,0,2,0,1,2
Gene25,10,10,2,144,0,0,4,4,2,3,2,1,0,121,3,0,0,8,2,1,0,0,2,44,13,5,0,5,0,2,14,1,18,140,6,0,8,0,5,6,0,8,0,319,7,1,0,0,8,15,0,2,5,34,0,5,2,7,9,6,4,1,0,11,0,0,1,0,8,3,0,0,6,70,3,0,1,0,6,4,0,0,3,34,9,0,11,0,42,0,2,1,17,9,0,0,6,0,1,1
Gene26,8,3,0,16,0,0,3,0,1,23,0,0,2,30,7,12,0,8,0,3,3,0,35,35,2,2,0,0,0,11,1,0,10,38,4,2,0,3,5,2,0,12,9,23,9,0,0,14,21,4,1,1,1,3,8,6,0,13,7,24,4,27,0,4,1,38,5,11,6,16,1,6,10,22,10,1,0,4,0,0,0,0,12,9,30,2,7,1,3,0,1,35,38,1,2,1,0,0,0,9
Gene27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28,6,12,0,8,2,1,6,0,1,9,2,0,3,3,0,12,1,8,0,7,0,0,4,1,4,1,2,1,1,3,9,0,11,6,0,3,5,0,5,0,9,8,0,3,1,8,1,8,5,3,4,5,1,6,3,7,6,3,4,3,1,0,0,1,0,3,9,0,1,1,1,0,15,10,0,0,0,0,0,4,1,0,7,1,4,0,3,0,9,0,7,2,14,0,10,0,8,0,0,2
Gene29,0,2,1,0,0,0,3,6,13,0,3,0,1,0,0,1,0,1,2,0,2,0,2,3,1,0,0,5,5,0,3,1,17,18,7,0,0,0,2,0,5,1,5,2,18,0,0,0,14,1,3,2,0,0,5,1,0,3,17,0,0,0,0,0,24,0,0,3,4,0,0,0,5,1,0,0,0,0,0,1,0,0,13,0,2,0,0,0,16,1,2,0,8,0,6,0,0,0,3,0
Gene30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene31,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,7,0,1,0,0,0,0,5,4,0,0,0,0,0
Gene32,18,2,0,0,0,0,0,1,2,1,17,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,1,1,0,13,0,5,2,0,0,0,0,13,2,6,11,0,11,0,0,0,5,0,0,0,0,2,0,0,1,0,0,1,3,7,3,0,0,0,1,0,4,0,0,1,0,4,0,0,0,0,1,4,0,3,2,6,0,0,0,0,0,6,0,5,2,1,2,0,0,0,0,1,0
Gene33,1,3,4,2,0,0,17,0,0,1,0,0,0,0,6,0,1,0,2,1,0,0,0,0,1,0,11,6,0,0,0,0,3,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,0,17,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gene34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene36,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene37,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Gene40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene42,0,6,1,11,3,0,8,2,7,2,23,5,0,3,2,6,0,16,0,3,3,10,16,0,6,0,4,28,1,5,8,3,24,3,1,1,0,6,2,13,8,100,6,14,9,6,0,12,8,4,3,5,2,0,1,13,9,18,2,9,1,3,3,1,1,5,28,1,0,5,3,16,31,7,6,0,0,3,3,9,2,1,25,5,16,0,6,1,12,0,9,22,29,1,6,7,0,0,1,0
Gene43,1,9,2,0,3,0,1,9,1,0,6,0,5,8,1,0,2,44,0,4,1,0,9,0,3,0,2,10,2,5,5,0,21,2,0,0,0,2,0,0,2,3,0,3,0,0,0,8,14,0,1,0,1,0,1,2,2,33,0,0,0,8,2,9,0,3,0,15,0,1,2,1,6,0,0,0,4,9,0,1,0,0,34,2,3,0,1,2,0,0,13,2,23,0,4,0,0,2,0,0
Gene44,7,0,0,0,7,0,1,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,2,0,3,1,0,0,0,1,0,0,0,4,1,0,0,0,1,1,3,3,4,1,26,0,0,0,0,0,1,2,0,0,4,0,2,0,0,2,0,0,1,0,11,2,2,0,1,1,1,0,1,0,7,0,0,0,0,0,0,0,0,1,27,0,0,0,0,1,3,0,0,0,32,0,0,0,0,2
Gene45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0
Gene46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene47,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6
Gene48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene49,629,0,1,4,1,0,8,0,0,7,44,0,17,5,0,6,7,3,2,3,66,0,35,0,16,10,0,0,4,10,24,0,19,5,5,3,0,0,0,20,18,11,0,0,1,10,4,2,3,3,3,0,3,24,0,38,4,3,2,0,72,2,5,0,1,9,1,0,0,0,9,4,16,0,0,0,4,0,4,0,76,4,15,15,0,0,2,0,12,0,37,0,11,0,0,4,4,0,0,0
Gene50,2,3,1,5,8,2,28,0,0,2,4,0,4,8,4,1,1,1,0,0,0,7,2,2,1,4,0,0,0,2,0,1,1,7,2,0,0,3,0,0,0,12,1,0,1,10,0,12,0,3,3,4,0,0,3,3,1,5,2,1,5,11,0,2,1,7,1,1,2,1,0,0,4,6,0,2,0,0,0,1,1,1,0,0,8,0,0,0,2,2,15,12,0,6,1,0,0,0,0,3
Gene51,9,1,0,8,3,0,4,0,2,6,7,1,5,0,6,0,3,10,0,48,0,2,31,2,0,5,22,2,1,36,4,0,2,1,23,1,4,6,11,13,4,17,0,7,8,2,1,2,8,13,4,1,0,0,3,4,11,25,0,23,3,0,1,0,1,1,90,0,12,18,9,0,2,2,2,3,10,1,0,0,1,0,47,3,0,0,0,1,12,1,25,2,3,0,10,26,3,1,0,5
Gene52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene54,1,3,0,1,1,0,3,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,2,0,0,14,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,1
Gene55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2
Gene56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene59,0,2,0,0,4,1,6,9,1,4,5,0,3,10,8,0,3,30,0,2,0,1,0,6,1,2,0,17,1,1,8,0,7,0,4,1,1,4,0,2,2,7,0,3,1,1,1,25,3,3,1,0,0,1,0,5,1,9,2,4,0,2,4,0,0,1,0,5,0,0,0,2,1,1,1,0,3,13,5,0,1,2,2,9,2,0,3,3,11,1,10,1,9,1,2,3,1,0,3,5
Gene60,1,0,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,16,1,0,1,0,0,2,0,0,0,31,0,0,0,5,2,0,1,5,0,11,0,0,0,0,1,2,5,0,1,6,4,0,0,0,1,2,0,0,0,1,2,0,11,1,0,2,0,0,0,19,0,0,0,7,2,0,0,0,6,6,0,0,0,0,1,4,1,0,2,3
Gene61,14,1,0,5,1,0,2,0,0,0,3,0,0,3,1,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,6,4,2,8,0,0,0,0,0,0,8,0,0,3,4,3,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,11,0,3,0,0,0,0,0,0,1,11,3,0,0,0,4,0,3,0,13,2,1,0,0,0,0,0
Gene62,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,5,1,0,0,0,1,0,0,0,0,3,0,4,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Gene63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
