,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene13,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,4,0,0,0,2,0,1,0,0,0,2,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,4,0,0,2,1,6,0,0
Gene14,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,1,7,0,0,7,0,0,2,1,2,0,3,0,0,4,0,0,0,0,0,3,8,0,0,0,0,0,0,0,1,11,2,0,0,29,0,3,3,0,0,10,0,0,1,7,1,0,0,0,1,36,0,0,0,3,0,0,0,2,1,4,5,4,0
Gene15,0,13,0,0,5,3,0,0,0,1,1,1,0,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,5,5,0,0,1,2,0,1,6,0,13,0,4,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,3,0,6,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,3,1,0,0,2
Gene16,1,0,0,4,0,2,2,0,2,0,15,2,0,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,3,10,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,13,3,3,0,2,3,2,2,0,0,3,3,0,1,0,5,1,2,0,2,1,7,3,0,1,0,1,0,0,0
Gene17,2,6,6,4,21,1,20,3,0,22,68,14,4,4,19,0,147,2,1,14,6,4,2,5,21,0,23,23,6,96,15,63,29,1,4,0,66,6,0,51,34,7,25,2,3,19,5,0,3,22,6,2,34,7,25,0,249,1,8,79,3,4,9,2,9,2,168,1,9,38,22,9,44,7,35,3,289,14,5,29,5,0,12,12,15,3,238,2,0,114,7,0,61,6,71,18,66,4,18,51
Gene18,0,0,1,1,2,0,0,2,0,2,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,1,0,0,4,0,13,0,0,4,0,0,3,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,4,0,0,0,0,3,0,0,5,1,0,4,1,1,4,0,0,0,6,0,2,0,0,1,0,0,1,0,7,0,1,0,0,1,0,2,0,0,0,0,0
Gene19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,2,0,1,0,0,0,0,0,3,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,2,2,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,23,2,2,1,1,0
Gene21,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,4,0,1,0,2,0,1,0,0,1,0,0,3,0,0,5,3,0,3,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0
Gene22,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,5,0,8,1,0,0,0,0,2,0,0,1,6,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,1,10,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0
Gene23,0,23,1,0,0,0,3,0,0,0,8,15,0,0,16,1,2,0,0,1,0,0,0,2,2,1,0,1,2,0,0,35,1,0,2,0,1,0,0,2,15,17,0,27,0,0,0,0,0,0,0,9,0,0,0,0,6,0,12,0,1,2,0,1,8,0,1,0,1,0,18,21,3,0,16,0,11,0,0,1,4,1,2,13,2,1,4,0,0,2,3,0,2,1,7,8,0,1,3,0
Gene24,0,0,0,0,0,8,0,0,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,0,0,0,0,20,3,1,0,0
Gene25,1,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,21,1,1,0,0,0,0,0,1,0,0,0,0,1,1,6,1,0,2,0,0,26,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,1,2,0,0,2,1,0,0,0,0,0,3,0,0,5,1,3,0,0,0,11,4,0,1,6,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Gene26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene29,8,6,2,23,4,4,4,18,7,2,114,15,4,19,7,2,9,15,0,4,5,3,0,27,5,2,1,16,9,24,2,23,6,12,2,17,2,62,0,4,76,53,4,39,2,25,2,5,1,0,10,0,7,22,7,13,20,5,0,11,8,24,1,48,3,1,11,12,5,1,163,61,24,47,2,7,8,25,3,5,10,3,0,68,1,4,15,13,1,19,9,6,3,38,12,40,8,34,6,0
Gene30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene31,0,3,0,0,0,2,0,0,0,0,4,1,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,8,1,0,1,3,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0
Gene32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gene33,0,0,0,1,0,0,0,0,0,0,3,7,0,0,5,0,5,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,3,0,0,0,0,2,6,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gene34,0,0,0,0,1,0,0,0,0,1,12,2,1,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,7,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,6,0,3,0,3,1,2,5,0,1,7,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,1,0,0,3,0,2,0,2,0,1
Gene35,0,0,2,0,2,7,8,2,0,11,21,4,0,8,13,0,25,3,2,1,0,1,0,3,0,0,1,35,23,3,1,25,10,0,0,0,23,14,1,8,10,0,5,6,1,14,8,2,9,0,5,12,1,10,1,1,32,2,2,8,4,3,2,1,0,1,98,0,3,2,15,2,47,8,2,5,12,33,0,0,0,3,0,15,17,11,53,0,3,27,1,1,1,10,17,1,67,12,1,5
Gene36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene37,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,1,6,0,0,1,0,0,1,0,1,0,0,2,1,4,0,4,1,0,0,2,1,7,0,0,2,3,3,0,0,0,1,0,0,0,0,0,8,0,2,0,1,1,2,0,0,0,0,1,1,1,0,5,0,4,1,0,1,0,7,0,0,0,0,3,0,0,1,0,1,1,3,0,0,3,0,0,6,2,8,0,1,6,0,1
Gene38,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0
Gene39,4,0,4,55,0,24,0,0,16,4,185,3,9,31,8,27,33,1,49,2,15,0,4,143,1,39,0,10,139,3,8,16,2,6,3,15,1,23,7,10,173,19,14,156,0,63,2,2,48,2,72,2,25,35,4,24,6,1,37,20,16,14,13,8,0,9,7,1,32,0,174,1,84,205,1,38,8,7,28,7,21,0,12,53,0,17,3,2,21,21,37,0,58,92,8,35,13,8,63,7
Gene40,0,5,1,1,1,9,6,10,0,0,74,9,1,3,0,2,124,6,14,8,0,0,0,2,1,17,15,56,4,12,10,0,5,1,0,6,38,126,1,0,10,0,2,10,0,322,0,16,4,0,41,3,4,1,0,24,26,5,6,10,3,0,8,1,9,0,68,2,26,7,44,0,3,11,18,23,24,7,0,1,23,0,0,3,1,27,50,0,10,14,24,3,2,8,10,88,8,17,6,5
Gene41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
Gene42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene43,1,0,0,0,20,0,7,0,0,5,31,0,3,0,43,2,2,0,0,0,4,0,0,6,11,0,2,3,0,8,3,0,0,0,20,6,0,0,0,6,21,5,4,0,5,7,0,0,0,1,5,5,0,1,64,0,4,0,2,10,1,0,5,1,48,0,10,1,1,0,11,1,6,0,45,1,20,1,0,4,2,0,5,7,69,2,8,1,0,19,0,1,20,1,48,0,2,8,5,0
Gene44,0,0,5,2,5,0,1,1,14,0,6,13,0,5,16,0,3,0,18,0,6,0,0,0,0,1,0,9,46,19,3,8,3,1,1,4,4,2,3,4,4,9,4,6,0,17,2,0,5,0,15,2,5,2,0,0,6,2,9,3,6,3,4,1,2,3,1,4,6,0,18,3,12,7,2,4,16,11,8,8,3,0,1,3,0,0,9,0,2,7,10,2,26,2,5,3,3,2,66,3
Gene45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene46,0,2,3,0,1,0,0,0,3,0,5,0,0,4,11,0,3,0,6,0,1,2,0,0,1,0,1,4,1,1,0,5,3,3,0,2,0,3,6,6,0,12,0,3,0,0,0,1,5,1,0,2,0,1,0,0,5,0,12,1,0,0,4,0,0,0,4,0,17,0,7,3,2,0,0,0,2,6,1,2,0,0,0,0,0,0,2,0,0,11,0,2,4,2,2,0,0,5,17,6
Gene47,1,6,0,0,7,11,0,2,9,0,20,14,0,1,42,7,8,2,6,1,0,4,1,3,3,32,0,11,41,18,2,24,0,0,7,53,0,22,4,8,3,13,3,5,5,114,0,8,23,1,0,4,22,2,0,1,2,1,43,4,7,9,4,24,9,0,3,7,118,3,15,12,8,7,3,29,2,19,8,1,0,1,3,3,7,18,3,11,6,0,15,7,18,11,3,33,0,35,67,6
Gene48,0,0,0,1,1,0,0,0,6,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,3,1,0,1,13,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,23,1,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,1,10,0
Gene49,0,2,0,1,0,0,0,0,0,0,3,0,0,1,3,3,9,0,0,0,4,0,0,5,0,0,0,0,0,2,0,6,0,1,0,3,0,0,0,2,5,3,0,23,0,1,0,0,0,1,3,0,0,7,0,0,0,0,0,3,16,1,0,8,0,0,1,0,7,0,1,0,0,6,0,0,10,0,2,1,0,0,0,0,0,6,0,0,0,3,1,0,0,9,1,1,1,0,1,1
Gene50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gene52,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,0
Gene53,7,2,1,1,1,33,9,4,1,0,67,0,1,3,4,0,25,3,2,2,1,0,0,9,4,0,1,15,2,0,11,1,6,0,0,5,19,33,0,1,25,16,0,0,0,10,0,4,0,0,7,0,1,10,14,0,9,3,0,6,7,2,0,4,1,0,16,0,1,0,43,1,9,11,1,2,20,3,2,0,9,2,0,21,0,0,12,3,0,3,5,0,5,3,1,2,48,5,11,2
Gene54,1,2,8,22,0,6,3,34,5,0,83,32,30,53,39,0,37,13,24,10,0,1,1,239,1,4,5,12,15,27,0,13,9,44,0,2,5,12,13,13,3,34,23,245,3,57,4,8,1,0,6,4,16,44,7,2,12,9,12,0,0,3,19,90,19,0,11,11,20,2,19,2,6,75,5,10,23,10,9,5,26,0,77,46,0,13,9,15,3,4,29,13,26,393,4,17,7,13,46,0
Gene55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,15,0
Gene56,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,0,5,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,1,1,1,0,0,4,0,0
Gene57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,2
Gene58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Gene59,0,2,0,1,0,13,1,7,0,1,8,9,3,0,0,2,7,0,5,1,0,1,0,0,1,12,0,1,27,28,0,7,0,0,1,9,0,2,14,0,2,10,0,6,2,47,0,0,22,0,8,1,7,6,1,11,0,6,21,5,3,0,0,13,1,5,2,1,12,0,15,0,7,9,1,40,7,3,15,11,0,0,0,4,1,24,0,5,3,12,8,0,6,16,1,22,6,8,26,1
Gene60,0,0,0,0,5,0,0,2,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,15,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0
Gene61,0,3,0,0,2,5,0,3,1,2,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,3,0,3,2,0,3,1,0,1,4,1,2,2,0,2,6,0,0,0,51,0,1,4,0,0,0,0,0,11,7,1,2,1,0,0,0,1,0,1,1,0,0,12,0,3,12,1,4,0,10,2,4,0,0,0,0,1,0,0,5,0,0,1,0,0,0,8,0,2,24,0,1,3,0
Gene62,0,0,3,10,2,7,0,13,1,21,38,2,4,27,16,1,1,11,3,12,1,5,0,63,0,1,0,3,6,16,0,13,2,28,0,37,1,24,1,23,4,10,3,164,1,47,0,7,21,20,8,0,7,56,6,8,1,0,5,3,5,20,3,5,1,7,22,13,7,9,27,0,69,75,0,20,11,0,0,14,2,2,3,80,5,26,3,9,0,123,4,0,9,61,2,32,4,3,23,59
Gene63,7,100,0,5,3,135,54,4,10,45,64,60,0,13,1,29,109,21,7,27,0,32,0,57,2,65,53,20,35,67,0,400,2,11,5,43,158,92,1,23,49,94,34,21,2,149,21,2,8,16,7,20,6,39,4,112,311,4,21,71,3,30,4,22,8,0,342,11,29,18,124,35,58,47,4,75,334,47,4,110,2,33,6,69,0,185,41,8,0,233,19,54,32,38,4,133,67,83,13,32
