,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene11,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,5,0,0,5,1,0,1,1,0,0
Gene12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gene13,8,6,2,7,1,4,4,2,5,2,11,0,0,0,3,17,2,0,8,3,5,8,0,1,0,10,4,3,6,0,0,2,9,7,0,2,9,2,45,15,41,4,0,27,0,10,9,10,12,16,15,8,24,8,0,0,4,0,14,8,0,4,7,0,0,1,1,4,2,3,3,15,10,0,0,0,0,1,4,0,5,1,12,0,12,16,3,3,4,1,8,1,15,4,1,5,8,8,2,14
Gene14,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,2,0,0,0,1,0,0,2,0,0
Gene15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene17,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,1,0,1,2,0,0,0,0,0,0,1,0,5,3,0,1,0,0,1,0,6,1,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,0,0,0,1,4,0,0,0,0,0,0,1,0,0,2,0,0,0,1
Gene18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene19,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,1,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,10,8,1,7,2,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,7,0,0,0,8,1,0,0,0,0,4,0,1,14,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,1,1,4,0,0
Gene20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene21,7,0,0,1,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,4,0,0,0,0,1,0,2,1,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
Gene22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene23,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5,0,4,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,7,0,0,0,1,0,1
Gene24,22,5,0,1,1,1,0,9,0,2,6,0,0,1,0,13,0,3,9,5,1,0,0,12,1,0,5,16,6,0,4,0,8,15,3,7,8,0,57,0,16,0,3,2,1,19,10,50,3,13,5,2,9,2,0,23,0,8,0,0,0,1,27,0,2,0,0,4,3,15,3,16,24,0,0,0,1,4,2,11,8,1,13,0,9,6,27,1,0,1,0,0,8,7,12,2,3,24,4,5
Gene25,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,1,2,0,1,0,0,0,0,0
Gene26,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2,2,0,1,4,4,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,4,1,1,1,0,0,4,1,0,0,0,1,0,0,4,0,7,0,0,0,3,0,0,8,1,0,2,4,2,0,0,0,1,0,0,0,0
Gene27,0,5,1,1,0,0,11,0,0,0,0,0,0,0,1,9,0,0,0,1,0,3,0,1,0,11,0,0,1,0,0,2,0,1,1,6,4,1,12,3,8,0,0,0,0,11,0,0,2,1,0,2,3,8,2,0,0,0,19,0,0,1,1,0,1,0,0,0,2,0,1,5,8,0,4,0,3,1,1,0,0,4,3,1,10,1,17,1,0,0,1,0,1,0,0,0,0,0,3,6
Gene28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene29,4,5,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,21,0,1,0,26,1,0,3,1,0,5,4,0,1,29,0,1,4,1,0,69,1,0,0,1,0,0,0,0,7,29,0,1,8,8,4,0,1,0,2,4,3,0,0,51,1,0,0,0,0,5,1,2,5,51,0,0,0,0,0,5,0,16,4,2,0,1,0,0,0,0,4,0,2,2,2,1,0,0,0,16,0
Gene30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene31,10,10,1,2,4,1,4,0,4,3,12,3,5,6,4,3,1,6,6,2,7,5,1,0,11,16,11,2,0,0,0,0,24,1,1,6,11,4,49,13,21,8,0,9,0,1,5,6,7,3,4,2,6,8,0,2,6,3,2,2,1,1,1,0,0,0,2,1,0,1,2,5,16,1,2,3,2,5,1,3,1,2,19,3,8,26,10,1,6,1,3,2,3,0,16,3,8,12,4,9
Gene32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,13,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0
Gene33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,16,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,6,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0
Gene34,26,8,0,1,12,53,3,0,0,0,4,4,0,3,86,43,1,0,9,1,2,4,4,6,14,9,20,13,0,0,2,0,7,3,118,13,7,11,78,7,41,1,0,19,18,34,9,28,0,4,1,6,6,4,0,33,1,1,8,7,1,0,10,3,37,17,0,0,5,1,3,23,29,0,11,8,0,2,1,6,6,2,0,2,156,18,34,11,1,0,6,7,3,4,324,6,2,10,2,19
Gene35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene37,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,2,0,11,10,5,0,1,0,0,2,2,0,0,13,4,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,9,0,3,0,0,0,8,10,0,0,1,1,0,0,2,0,7,2,0,0,1
Gene38,0,1,0,0,0,3,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,1,2,0,0,0,5
Gene39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gene40,18,2,0,9,0,2,1,0,0,0,3,1,0,9,0,9,0,0,0,0,4,0,0,16,0,0,7,8,0,0,0,2,1,5,0,0,0,0,19,0,6,3,0,11,0,11,0,0,4,13,8,0,4,15,0,3,0,0,0,1,0,1,0,7,0,1,3,4,0,0,8,0,4,0,0,2,2,0,0,0,0,0,0,1,8,0,8,2,0,1,8,0,1,13,0,0,0,1,1,7
Gene41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gene42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene43,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,1,2,0,0,0,0,0,0,5,0,1,0,1,0,2,1,0,1,0,0,0,2,1,3,3,0,0,0,5,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,2,0,0,3,0,0,4,1,0,0,0,1,0,5,0,0,0,2,0,0,1,0,0,0,2,1,0,1
Gene44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gene47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene49,0,1,0,1,0,11,3,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,2,2,0,4,0,0,0,1,0,0,0,1,0,5,1,0,9,0,1,0,0,0,0,11,0,1,3,1,1,0,0,2,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,3,0,1,0,0,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1
Gene50,11,12,2,6,10,17,1,0,0,8,1,1,0,0,4,32,0,8,14,8,2,1,4,4,0,0,2,18,14,0,0,2,2,1,4,4,2,5,59,0,15,8,1,15,1,11,0,27,22,9,9,8,6,4,0,11,2,0,12,1,0,3,11,0,0,13,0,3,13,2,6,5,8,0,1,3,0,1,6,13,26,5,5,1,5,29,22,4,0,1,3,3,9,5,5,3,19,10,6,29
Gene51,10,4,1,0,0,7,1,7,6,2,1,0,0,1,0,13,1,11,2,0,6,2,0,1,1,6,1,24,1,0,1,4,13,1,0,2,11,21,76,13,0,3,1,8,1,14,5,47,11,1,1,0,7,2,4,15,14,13,5,1,0,0,4,0,1,2,1,3,10,0,2,13,9,1,6,7,1,24,3,1,4,2,1,0,5,4,8,11,0,1,9,1,8,3,15,6,1,42,2,15
Gene52,5,1,0,2,0,7,5,0,0,3,3,2,1,8,1,3,1,3,5,0,0,8,0,3,0,2,0,0,0,2,0,3,5,6,0,5,15,0,40,15,23,0,1,9,0,1,2,4,1,5,1,1,2,17,0,6,4,0,0,1,2,2,4,30,0,0,1,1,0,1,1,0,1,6,10,0,13,7,1,4,1,0,0,2,2,2,23,1,0,5,2,3,4,15,0,0,0,0,0,0
Gene53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene54,0,2,0,2,1,0,2,0,1,2,9,2,2,3,2,6,0,4,7,5,0,1,2,6,3,0,1,0,7,0,0,2,43,6,4,2,10,4,45,9,8,1,1,2,2,0,1,4,2,5,0,0,5,3,0,0,0,0,5,2,3,10,12,6,4,4,3,6,4,0,0,2,21,8,13,1,0,2,0,1,3,0,8,0,14,4,2,3,2,9,5,1,10,4,6,2,3,4,0,5
Gene55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gene56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene57,9,0,1,0,0,1,2,0,0,0,19,5,0,1,4,21,0,0,1,8,11,0,0,2,0,9,1,0,0,0,0,1,2,1,2,2,0,1,18,1,14,1,0,1,0,17,2,15,0,0,9,1,0,0,0,0,1,1,0,0,0,0,2,0,3,18,0,0,0,0,12,1,1,0,0,4,0,0,0,0,24,0,0,0,0,5,2,0,0,3,4,0,2,0,2,7,0,0,0,1
Gene58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene59,1,0,0,0,2,4,9,0,0,0,1,0,0,2,0,4,0,0,6,0,7,6,5,2,0,0,0,0,1,0,0,1,5,0,2,0,8,0,10,0,2,0,0,3,0,8,5,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,3,0,1,2,5,0,0,1,19,0,2,0,3,0,2,2,0,2,1,3,0,5
Gene60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Gene61,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene62,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,0
Gene63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
