,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14,0,15,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,4,0,6,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2
Gene15,1,1,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
Gene16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene17,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene18,0,4,19,6,2,3,0,1,1,2,6,10,5,57,5,1,1,1,0,8,19,0,0,44,1,0,13,0,2,15,0,2,2,22,2,0,2,9,0,6,8,2,11,26,4,3,1,0,0,3,1,9,0,31,7,1,2,3,9,2,0,0,7,84,0,1,3,1,1,0,5,3,3,19,7,0,29,2,8,3,9,2,2,14,3,1,1,0,0,4,0,1,12,14,1,1,0,0,3,1
Gene19,6,4,3,0,2,2,0,0,1,0,24,21,0,8,0,11,3,2,0,4,74,5,4,13,0,7,14,2,0,15,8,2,2,0,2,0,1,11,1,12,107,1,3,5,1,6,4,0,1,0,0,1,0,1,1,2,2,0,3,7,6,4,9,11,2,1,7,1,9,3,112,1,9,3,1,0,18,0,3,21,8,2,6,3,1,0,6,0,1,5,7,1,5,10,2,0,3,9,1,0
Gene20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,9,0,0,0,3,0,1,0,0,0,1
Gene21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene24,1,0,2,0,2,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Gene25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28,0,4,3,0,1,0,0,0,0,0,0,15,0,2,0,0,1,0,0,0,2,0,1,1,1,0,3,0,0,0,0,6,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,2,10,0,0,4,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,3,0,1,2,2,0,1,0,0,0,0,1,1
Gene29,1,2,4,10,1,28,1,27,8,1,6,4,9,36,2,10,1,13,1,3,18,9,3,32,0,17,8,34,0,15,3,15,0,23,2,1,6,77,0,7,7,3,13,5,0,6,1,77,2,1,3,2,0,18,9,50,0,10,21,2,8,7,13,58,16,0,2,27,3,0,79,2,15,9,0,2,14,12,0,22,17,9,6,63,0,2,1,18,1,19,9,1,6,24,0,1,2,45,0,1
Gene30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gene31,0,8,7,0,0,1,0,0,0,0,1,20,1,0,0,0,0,0,0,0,5,31,2,2,0,0,0,5,0,11,0,0,0,0,0,0,0,8,1,1,2,1,0,1,5,4,0,0,0,0,0,4,0,3,6,5,0,11,1,0,1,4,1,0,7,0,1,1,0,2,0,1,0,0,0,0,2,0,6,5,3,2,0,0,0,0,2,0,0,3,2,0,0,0,6,0,2,0,0,0
Gene32,5,2,6,2,0,34,0,1,0,0,1,6,0,27,0,9,5,0,0,2,4,2,0,30,3,87,2,2,7,6,0,9,6,4,0,11,1,11,0,2,27,4,2,51,1,5,0,4,0,5,6,1,0,3,15,26,0,3,0,0,7,1,27,60,4,3,7,1,0,0,36,1,2,5,4,2,10,0,4,12,1,2,0,21,1,0,11,0,1,0,3,2,7,9,0,1,0,3,1,1
Gene33,0,0,0,1,0,5,0,9,1,0,1,0,1,4,0,0,0,1,0,0,1,1,1,6,0,0,1,0,0,0,0,1,1,0,6,0,2,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,3,0,0,2,2,9,0,0,2,2,11,1,0,0,3,0,1,3,0,0,0,2,0,1,6,0,0,0,0,5,0,1,0,0,0,0,0,0
Gene34,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,6,0,0,3,0,3,3,1,0,1,0,0,3,0,1,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,2,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,4,4,0,10,2,1,0,0,2,0,0,0,9,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
Gene35,1,3,7,0,0,4,1,1,14,0,6,1,0,13,0,1,0,2,1,1,3,5,3,3,0,8,3,1,1,0,4,1,2,0,9,3,0,5,0,0,3,1,0,1,0,3,3,0,0,0,0,2,0,0,2,1,5,0,6,0,2,2,1,3,1,1,5,0,1,1,16,8,1,4,4,3,11,0,0,2,4,5,1,2,0,0,4,0,0,2,5,0,7,2,0,0,0,2,0,1
Gene36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,4,0,1,4,0,2,0,1,0,0,2,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0
Gene37,0,0,7,0,2,5,1,1,0,0,0,5,1,9,0,14,3,0,1,3,18,7,1,9,0,2,2,0,1,1,2,8,3,2,1,1,4,8,2,3,5,5,2,13,7,4,0,3,0,2,0,2,0,1,6,7,2,0,4,0,0,3,3,10,1,0,0,1,2,4,3,0,0,0,2,0,12,1,1,4,0,2,3,1,0,0,2,0,1,2,1,1,6,4,3,0,0,1,1,1
Gene38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene39,2,0,0,0,0,4,0,1,2,2,0,7,0,3,0,4,0,2,0,0,11,1,0,1,5,1,3,1,2,2,8,2,0,0,0,4,1,26,0,2,3,1,5,2,0,0,0,8,0,0,0,4,0,0,11,2,12,4,1,4,0,13,1,12,0,0,0,44,1,0,14,0,3,1,1,0,5,8,2,2,0,0,0,13,0,0,0,6,0,10,1,1,0,3,5,0,0,6,0,1
Gene40,1,6,0,0,1,5,1,0,1,0,1,7,0,3,0,4,1,0,0,0,0,0,8,3,0,5,1,0,0,3,1,0,2,2,0,0,5,1,2,0,1,0,3,5,0,2,0,1,1,1,2,1,0,4,0,1,2,6,3,0,3,0,3,7,2,0,0,1,1,0,2,2,1,1,1,1,5,0,1,1,3,0,0,1,1,0,3,1,0,0,0,1,5,0,2,0,0,1,1,5
Gene41,0,4,0,0,0,0,0,0,0,0,0,8,0,5,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
Gene42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,1,1,0,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0
Gene43,6,1,0,2,1,4,0,0,0,0,2,5,0,5,0,1,3,0,1,0,14,2,0,2,0,2,0,0,0,5,2,2,1,1,1,1,0,1,0,0,10,0,4,5,1,4,0,1,0,0,4,0,0,3,0,2,0,3,0,3,6,0,1,1,1,3,0,1,0,3,14,0,0,0,0,1,1,0,2,0,3,1,0,0,0,0,0,0,0,1,10,0,3,3,4,3,0,1,0,0
Gene44,6,1,35,1,0,3,2,5,5,0,5,25,11,16,0,4,1,0,0,6,2,28,0,32,7,6,7,0,0,0,1,4,7,3,5,1,1,4,0,3,3,2,17,13,0,1,0,1,1,0,6,1,0,1,6,8,5,13,7,0,6,3,1,3,5,1,0,0,0,1,12,1,5,5,2,1,6,0,2,3,3,0,0,6,6,1,5,2,0,3,3,2,23,8,0,0,1,0,5,2
Gene45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene47,0,16,1,0,0,0,3,0,0,0,6,60,1,1,0,0,0,0,1,4,0,2,0,4,0,4,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,8,0,0,1,1,2,1,3,0,1,0,0,2,5,0,0,1,0,0,8,1,0,0,1,0,16,0,0,4,0,7,0,0,0,0,0,0,0,1,3,15,4,0,0,0,0,2,0,0
Gene48,6,1,15,1,0,6,0,2,1,1,3,4,3,7,0,6,1,1,0,0,11,1,0,3,0,2,10,0,0,1,0,2,2,0,0,0,0,0,0,3,15,1,10,1,0,2,3,0,0,0,0,0,0,9,3,0,0,8,2,0,1,0,16,1,0,0,0,1,1,0,12,1,51,0,1,0,4,0,1,2,3,4,5,1,2,0,0,6,0,10,1,0,29,0,3,5,0,0,0,1
Gene49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene50,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,5,0,0,1,0,5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Gene51,2,1,2,0,0,3,1,1,0,0,4,23,16,10,4,37,5,0,0,7,8,17,3,6,0,7,6,1,3,1,3,2,0,0,1,9,0,33,3,4,12,9,1,0,2,15,0,1,0,0,1,4,0,4,0,15,0,0,13,5,0,0,1,12,1,9,0,4,3,1,21,11,4,1,0,3,26,0,3,2,2,1,1,6,2,16,0,2,3,5,0,3,2,16,0,13,0,0,0,0
Gene52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gene53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene54,0,81,5,2,6,3,1,1,10,1,0,55,0,30,2,34,2,4,0,1,13,65,0,3,1,23,15,1,4,18,3,33,4,3,1,0,3,7,6,9,17,7,0,22,1,5,2,3,0,4,0,16,2,0,13,19,3,8,1,2,1,34,3,9,0,2,2,10,1,6,5,5,5,0,1,5,14,0,4,7,2,8,3,6,0,0,3,0,0,8,3,8,5,16,0,2,0,0,1,1
Gene55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene57,0,1,0,1,1,2,1,38,0,0,2,2,0,4,0,0,0,30,0,1,2,0,0,1,0,5,5,5,1,0,0,0,0,0,0,0,0,24,0,1,1,1,4,0,2,0,0,5,0,0,0,11,0,0,2,3,0,29,3,0,0,0,9,0,0,0,0,13,0,8,8,0,0,1,2,0,3,4,0,1,0,3,9,12,1,0,0,9,0,1,0,1,1,0,0,0,0,5,0,0
Gene58,0,3,1,0,0,15,8,0,0,1,1,1,1,3,1,9,3,0,0,0,1,4,3,6,0,10,2,2,0,19,4,1,0,1,0,0,1,1,0,3,0,0,7,2,0,5,0,0,0,0,0,3,0,0,1,21,0,0,4,0,3,4,1,2,0,0,4,0,0,0,18,0,0,0,0,0,1,0,0,0,0,6,0,8,0,7,3,0,0,0,1,3,3,1,1,6,0,2,0,0
Gene59,0,1,0,0,0,5,1,0,17,1,0,0,1,0,2,1,0,2,0,0,9,2,0,5,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,1,9,0,1,0,0,0,1,9,0,4,1,1,0,0,1,5,0,3,1,0,0,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,3,0,0,5,0,1,1,2,0,2,1,0,2,0,8,0,2,1,0,0,0,0,0,2
Gene60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene61,4,0,1,1,3,1,3,0,0,0,6,17,1,17,0,12,3,0,0,0,10,2,0,1,4,12,3,0,9,6,0,1,0,4,0,0,3,7,1,2,1,0,0,2,0,1,0,4,0,1,2,2,0,2,12,1,1,5,9,3,0,0,0,5,1,0,3,3,0,3,18,1,6,2,2,0,18,0,4,2,5,2,6,5,0,0,2,1,2,5,2,7,1,2,0,1,0,0,1,1
Gene62,0,0,0,0,0,8,0,0,0,0,0,1,0,1,1,13,0,0,0,0,4,0,0,6,0,9,1,0,0,4,0,1,0,0,0,2,0,3,0,5,3,0,2,0,1,5,0,0,0,0,0,0,0,2,0,28,0,0,2,0,0,0,0,1,0,10,0,0,0,0,6,0,1,0,0,0,1,0,0,1,0,0,0,4,1,1,0,0,0,2,2,1,1,2,0,2,2,0,0,0
Gene63,0,19,1,1,1,1,0,9,0,4,3,8,0,1,0,7,0,2,0,6,34,2,0,8,0,11,1,2,1,1,6,5,13,3,3,4,2,25,0,0,5,0,2,9,0,0,2,25,4,3,5,2,1,1,3,2,0,5,1,0,0,6,2,3,0,0,1,28,1,0,6,3,11,0,0,0,1,0,2,0,1,5,0,8,0,0,0,6,1,9,0,2,3,3,1,0,0,3,3,1
