,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene22,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gene24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene25,10,0,34,0,167,18,6,0,4,2,19,0,11,0,27,1,0,2,3,1,31,0,2,3,9,13,9,1,0,4,35,0,1,0,9,161,56,9,4,0,2,11,6,3,290,20,55,8,6,0,6,23,8,13,36,33,30,12,6,4,23,53,0,0,11,4,19,45,13,11,27,0,7,0,14,6,28,1,1,1,2,0,0,8,3,77,21,7,1,10,3,6,7,0,8,53,8,1,17,2
Gene26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gene27,0,0,1,0,9,3,1,0,0,1,1,7,0,1,5,0,0,1,0,4,0,4,4,0,0,0,3,0,2,2,5,0,1,0,8,28,0,1,0,0,0,3,0,0,9,9,1,1,0,0,0,25,15,0,1,0,7,0,16,13,5,1,3,0,0,1,0,36,1,1,4,0,2,0,0,0,0,3,3,0,2,13,0,0,0,35,16,11,0,13,0,0,2,0,0,0,0,4,3,15
Gene28,0,3,11,0,50,25,2,1,1,2,38,0,13,0,10,12,0,2,0,2,1,5,0,0,5,11,1,5,1,2,7,0,1,7,7,41,5,1,2,6,1,6,1,0,54,50,3,6,0,0,13,3,9,4,4,18,0,1,7,2,3,0,6,0,3,4,0,5,5,2,26,6,11,0,0,5,5,1,1,0,15,3,0,1,0,32,12,12,3,18,1,2,1,0,0,37,2,0,12,7
Gene29,0,8,17,5,25,1,16,2,4,1,3,0,1,2,9,3,1,14,0,5,4,1,1,10,0,3,12,1,1,7,6,0,1,11,1,11,12,0,0,0,0,0,0,0,19,21,0,2,0,2,2,3,1,3,3,2,0,7,3,7,1,0,2,4,0,1,1,29,7,17,1,0,4,2,0,8,14,0,0,3,1,0,0,1,2,8,4,0,0,9,6,0,11,1,0,10,1,0,12,13
Gene30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Gene31,0,1,20,1,3,2,121,0,0,0,10,0,0,1,0,5,8,1,0,1,1,1,3,0,0,0,30,0,0,4,14,1,4,11,0,7,19,5,0,0,3,14,5,1,8,6,48,1,0,0,1,9,3,0,1,0,38,0,0,4,4,6,19,1,0,2,22,7,5,0,2,0,1,2,0,1,89,0,0,0,1,3,11,6,0,3,54,1,2,2,0,2,4,0,1,2,37,0,0,2
Gene32,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
Gene33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene34,0,0,1,0,0,1,6,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,5,0,4,0,0,0,0,0,1,5,1,0,0,0,3,0,4,4,13,0,0,2,0,2,0,0,2,8,0,0,0,1,6,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,1,1,0,0,0,2,0,0
Gene35,0,0,0,1,3,0,4,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,16,0,5,1,0,1,0,8,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,5,1,1,1,0,1,2,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,6
Gene36,1,0,13,0,0,0,0,0,2,0,2,0,6,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,2,0,0,0,0,4,0,1,0,0,0,7,7,2,0,0,0,0,1,3,3,0,2,0,0,2,0,6,1,1,0,0,0,0,7,3,0,0,0,0,1,0,3,0,0,0,0,0,0,12,0,0,4,1,0,0,1,1,0,2,0,1,3,0,0,8,0
Gene37,0,3,84,10,46,3,17,2,16,0,5,0,9,0,2,4,0,1,3,5,6,5,6,3,1,2,11,3,6,4,20,0,2,2,5,7,0,16,2,0,7,21,3,0,58,37,2,0,6,0,0,7,4,2,4,2,0,3,5,1,5,1,3,0,0,3,1,20,9,0,2,0,6,0,6,3,1,3,0,4,4,16,12,1,0,39,1,8,8,0,1,2,5,0,0,9,0,14,9,6
Gene38,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,1,0,2,1,11,0,0,0,0,0,1,0,8,1,5,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene39,0,0,11,0,0,0,1,0,0,2,2,0,2,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,13,17,0,1,0,0,0,1,4,0,0,2,0,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Gene40,0,0,6,7,29,19,7,3,0,5,0,4,3,5,12,27,0,1,0,6,0,0,0,6,4,30,0,3,0,4,0,0,0,0,0,104,0,1,0,1,0,3,0,4,42,79,2,1,0,3,0,3,0,6,0,3,0,3,6,0,0,6,0,0,0,2,2,12,0,0,0,0,0,1,10,10,1,0,0,0,0,0,0,5,8,29,0,1,0,4,0,2,0,1,0,40,0,1,0,12
Gene41,0,1,35,0,86,0,27,1,0,15,6,1,6,0,12,2,4,6,0,8,7,5,1,11,7,20,10,5,0,47,2,0,0,2,23,87,0,10,0,7,0,39,0,10,189,38,4,2,0,10,0,13,1,4,4,8,0,0,33,2,6,6,0,0,0,18,0,38,9,11,4,0,4,1,7,4,10,3,4,5,3,1,14,2,16,99,7,2,1,20,0,2,11,0,3,15,3,22,0,52
Gene42,0,0,4,5,34,2,30,2,4,11,2,0,2,3,18,1,0,3,2,2,0,3,1,4,2,0,7,0,14,1,0,0,2,11,9,17,13,4,2,0,5,1,0,9,129,5,3,0,0,0,1,3,4,11,4,0,4,0,19,4,0,2,2,7,3,2,1,29,13,6,1,0,0,3,0,6,1,0,0,0,0,4,0,4,5,13,20,0,0,10,2,0,0,3,2,2,7,1,4,8
Gene43,3,2,6,2,380,1,8,10,23,7,3,1,0,0,80,3,0,2,2,1,3,2,3,1,19,0,5,12,19,1,22,2,0,0,27,9,5,6,2,0,7,12,0,0,646,9,1,9,2,0,7,3,2,5,31,3,1,4,28,6,3,0,1,0,4,1,0,60,11,3,2,0,1,1,33,0,4,12,5,0,11,5,0,2,29,4,3,9,2,1,1,0,1,1,21,1,0,21,21,8
Gene44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene45,1,1,3,0,3,1,0,3,43,1,6,16,5,0,3,0,0,4,0,0,4,2,1,2,0,5,1,41,8,0,4,0,0,1,6,5,0,17,9,0,7,65,0,0,44,8,0,7,4,0,1,58,1,0,2,1,0,2,43,0,11,16,2,0,1,0,3,74,57,8,3,0,0,1,0,0,3,14,5,0,0,2,0,0,0,0,1,1,4,1,2,2,0,0,0,12,3,33,45,4
Gene46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene47,1,0,6,10,16,0,31,2,4,3,4,0,1,3,16,2,0,0,0,0,3,0,5,12,4,3,6,8,1,0,2,0,5,11,2,3,5,7,0,0,2,1,0,4,45,8,7,1,0,0,0,2,6,23,0,8,1,0,2,0,0,5,0,6,1,0,2,5,0,1,2,0,0,2,2,1,12,1,0,0,1,0,4,14,1,11,15,3,1,1,0,0,2,1,1,5,4,3,2,19
Gene48,1,0,22,1,1,0,0,1,11,0,2,1,3,4,0,7,0,0,0,0,0,0,1,3,1,2,0,11,1,0,6,1,4,33,3,121,0,21,0,0,1,18,3,7,23,11,4,1,0,0,0,63,15,9,1,13,0,3,0,3,0,2,0,0,0,0,0,11,4,0,2,4,1,1,0,0,5,7,3,0,25,0,3,0,0,12,1,7,1,0,0,1,0,0,0,9,0,0,5,49
Gene49,10,4,100,0,41,3,20,3,9,2,29,5,13,2,7,15,1,3,5,2,6,3,3,3,9,19,3,21,3,1,15,3,6,19,21,89,10,10,3,1,0,37,8,1,36,83,4,20,4,0,3,22,17,5,10,18,10,1,23,0,11,22,22,4,2,8,0,64,12,7,18,0,6,1,15,33,8,7,3,1,12,6,8,8,0,76,2,0,3,1,16,7,24,0,0,39,3,8,5,9
Gene50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene53,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gene54,0,2,169,4,7,0,36,1,6,6,1,0,2,0,36,6,0,0,2,5,0,1,10,3,11,4,47,1,0,2,1,1,1,0,3,41,4,3,4,0,0,13,0,0,152,19,6,0,0,0,0,0,29,0,16,14,15,3,32,12,2,1,5,0,1,5,27,20,0,3,10,0,15,0,6,15,52,1,1,0,0,1,29,2,3,62,31,2,1,1,0,4,21,0,6,1,8,8,7,4
Gene55,0,0,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0
Gene56,0,0,0,0,13,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gene57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Gene58,0,0,2,0,16,0,20,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,2,7,9,4,0,0,0,0,0,0,0,9,12,0,1,2,0,0,12,1,1,0,0,2,0,3,0,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0,2,0,0,0,0,3,2,1,6,3,10,0,0,0,0,0,1,0,0,1,3,0,6,8
Gene59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene60,5,0,19,0,2,0,11,0,12,0,5,0,4,0,5,0,0,0,0,0,2,1,2,0,0,1,2,0,0,1,2,0,2,1,1,0,4,3,0,0,0,10,3,0,9,15,20,3,0,0,0,9,14,0,0,0,0,0,7,1,1,6,12,0,0,0,21,13,0,0,0,3,2,0,0,0,5,0,0,0,0,1,1,1,0,0,13,0,0,0,0,0,6,0,0,2,2,0,0,1
Gene61,0,0,20,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,12,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,4,0,0,1,0,0,0,0
Gene62,0,4,83,14,4,14,8,0,3,1,9,10,6,2,5,2,1,0,2,0,54,2,5,16,0,1,4,43,5,6,29,3,0,46,0,10,20,17,13,0,12,100,2,19,5,4,9,36,0,0,63,69,30,28,0,2,21,4,29,4,22,5,1,16,7,2,19,17,49,5,8,4,2,6,2,14,10,6,0,0,40,2,6,0,3,38,4,3,6,6,6,37,1,2,0,0,1,11,12,16
Gene63,0,0,4,0,12,0,2,1,5,56,4,0,3,0,0,0,0,0,0,11,1,0,0,0,1,0,2,0,6,2,4,0,0,3,2,0,11,3,0,8,2,0,0,0,9,13,1,3,7,3,2,2,0,2,0,1,0,6,27,17,3,0,1,4,0,0,0,22,19,20,1,0,0,0,3,0,0,0,1,3,2,6,1,0,0,7,2,1,5,15,3,0,5,0,0,0,0,4,2,48
