,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene12,2,3,2,16,19,5,2,75,57,29,1,26,10,3,4,0,2,22,8,0,0,3,12,3,15,3,0,100,71,12,25,24,14,8,12,2,4,9,31,1,10,20,41,2,13,6,4,110,92,5,16,33,19,6,7,1,20,140,19,0,0,23,0,75,2,10,17,10,51,2,0,1,9,35,6,15,2,32,141,8,10,9,12,2,13,28,15,48,148,1,32,10,3,12,15,5,0,3,73,1
Gene13,1,0,0,2,2,2,0,1,0,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,22,11,0,15,0,0,1,0,0,0,0,7,0,20,2,2,0,4,0,0,0,2,0,1,1,2,1,0,1,0,0,0,0,0,4,0,9,2,0,0,0,0,1,4,0,1,3,1,0,0,4,0,0,4,2,16,2,10,15,4,6,2,0,27,5,0,1,0,1,0,3,1,0
Gene14,0,4,1,3,0,2,0,2,1,10,1,7,0,9,6,0,3,0,1,2,1,0,0,1,0,5,0,16,57,4,5,9,0,1,0,6,3,3,19,0,4,7,2,18,1,0,0,4,24,0,5,10,0,6,7,3,0,21,6,1,0,15,0,20,9,4,0,0,0,1,3,1,0,27,0,15,0,1,17,4,0,7,2,1,0,32,11,18,17,7,25,14,0,8,0,0,0,0,27,4
Gene15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene17,0,0,0,2,2,0,0,0,0,10,0,2,2,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,5,2,4,1,1,0,9,0,2,2,1,7,0,0,0,2,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,7,0,3,0,6,1,0,8,1,0,0,1,0,0,44,1,1,7,7,13,3,6,0,4,0,0,0,4,1
Gene18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene19,8,151,49,8,13,1,7,14,51,157,1,223,22,64,5,5,9,0,10,6,5,22,2,16,15,22,0,14,100,45,16,369,5,29,2,24,6,17,59,14,16,244,28,16,21,2,0,5,69,3,12,245,6,0,25,6,1,2,54,8,0,96,3,45,21,45,0,0,24,37,22,10,3,34,2,44,2,5,217,68,7,313,17,1,10,39,37,66,54,4,8,472,2,22,4,2,1,0,97,26
Gene20,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Gene21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene22,1,1,3,32,2,0,0,14,0,4,1,0,0,5,3,0,1,0,0,0,0,0,0,1,1,0,0,3,1,6,0,2,5,7,5,0,3,2,0,0,5,0,10,2,3,1,0,5,3,0,1,5,3,11,3,2,1,7,3,1,0,0,1,44,0,14,0,1,0,1,1,0,6,26,0,0,0,0,1,0,3,0,14,7,2,16,0,22,1,0,5,0,0,28,5,3,0,7,0,5
Gene23,0,2,0,28,35,0,3,16,192,31,2,25,0,120,2,2,1,5,17,0,0,3,0,16,2,7,1,121,313,1,10,4,16,59,0,2,5,9,78,3,11,4,13,10,40,0,10,62,220,0,10,8,7,21,14,20,10,97,183,6,1,4,1,340,4,3,2,2,80,2,8,0,0,157,5,1,9,9,126,22,8,12,4,31,26,28,34,121,326,0,121,12,1,44,9,9,6,58,165,2
Gene24,2,3,0,0,1,0,0,6,0,3,0,2,0,0,45,0,4,0,0,0,0,0,0,0,14,0,0,0,5,0,15,1,0,1,11,1,0,0,0,0,1,0,0,0,45,0,2,2,3,0,6,1,0,1,2,0,2,0,0,0,0,10,0,8,15,0,0,0,2,8,0,0,0,0,5,16,1,0,1,2,2,4,0,0,66,19,1,2,5,3,12,7,8,0,18,1,0,1,0,0
Gene25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene26,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,5,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gene27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0
Gene29,0,2,1,1,1,0,1,1,3,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,10,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,17,11,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,1,0,10,0,0,2,1,1,0,0,0,0,6,2,0,0,0,3,0,0,0,1,0,0,0,0,0
Gene30,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,4,0,1,0,0,0,19,0,0,11,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,2,0,1,1,3,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Gene31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Gene32,0,0,0,0,1,0,3,2,0,6,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,10,0,3,0,0,8,0,0,0,0,1,0,0,0,0
Gene33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene36,1,3,0,3,0,0,3,1,1,1,3,11,0,5,0,2,0,0,4,0,0,0,0,0,5,14,1,4,3,2,7,11,0,1,3,0,1,0,8,0,0,1,0,0,11,2,5,11,7,0,1,6,0,3,0,3,0,0,2,0,0,6,0,15,0,9,2,0,2,0,0,2,0,11,1,7,0,1,1,0,2,7,1,7,1,19,9,1,7,1,11,36,0,1,0,1,0,0,1,3
Gene37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gene38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene39,0,7,1,47,0,0,0,0,7,3,1,20,1,45,0,0,0,3,1,7,0,1,1,4,0,7,4,0,41,3,0,5,1,56,0,0,2,0,20,0,5,0,1,2,0,0,0,1,16,0,0,8,0,3,1,3,11,0,12,0,0,30,0,214,0,4,0,0,0,12,3,0,0,17,0,1,0,0,56,3,0,8,6,42,1,6,2,1,15,1,29,12,6,28,2,2,0,0,6,2
Gene40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,5,0
Gene41,0,0,0,0,2,0,30,0,0,6,2,0,2,13,10,1,49,0,0,10,0,0,5,2,1,2,14,1,1,22,1,4,0,2,0,0,86,0,4,12,6,5,2,2,28,0,12,8,2,10,1,0,5,7,1,0,58,0,2,0,0,2,0,13,0,0,1,0,0,5,10,0,0,13,5,1,21,5,5,18,4,6,0,0,3,30,78,13,0,3,16,0,1,11,6,1,12,0,2,14
Gene42,0,0,2,0,1,0,0,11,4,24,0,1,5,0,0,0,0,2,1,0,0,0,0,0,0,6,0,3,2,4,2,0,0,0,0,1,0,0,40,0,4,4,0,0,6,2,0,5,2,0,17,0,3,3,0,1,1,12,6,1,0,1,0,1,0,0,0,0,7,1,5,0,0,1,2,10,1,6,3,2,0,0,0,0,6,6,2,2,9,0,5,0,2,1,4,0,0,3,38,1
Gene43,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Gene44,0,4,0,0,2,0,0,2,0,4,0,3,0,2,0,0,0,0,0,0,7,3,0,1,3,1,0,0,0,2,2,6,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,1,0,2,11,0,0,1,0,0,0,0,0,0,7,0,35,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,5,12,0,1,9,1,1,0,12,0,9,32,0,1,7,0,0,0,1,0
Gene45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gene46,0,16,2,63,1,2,35,13,2,24,0,17,5,57,26,2,57,0,15,3,3,10,2,11,7,15,41,27,2,1,19,36,3,76,12,6,45,10,0,5,18,92,29,44,4,0,64,3,3,0,5,140,16,1,2,18,124,9,0,0,0,10,0,428,2,2,30,9,15,2,8,6,0,116,6,1,20,4,19,9,2,60,0,11,8,9,271,180,2,0,53,67,6,30,5,13,1,5,4,1
Gene47,0,1,0,9,2,1,0,1,21,0,0,9,2,20,2,0,0,1,7,1,0,0,4,1,0,7,0,15,6,0,3,0,0,8,0,3,1,2,9,3,5,3,2,9,0,0,0,0,7,1,4,7,1,1,0,7,1,2,7,0,0,6,0,20,12,4,0,0,3,5,1,0,0,0,3,2,5,6,53,1,0,10,0,2,2,11,1,45,48,1,12,0,0,4,0,0,0,0,5,0
Gene48,0,0,15,0,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,4,0,3,1,0,0,0,0,0,0
Gene49,4,9,1,2,5,0,2,1,5,26,0,5,4,12,9,5,22,0,4,0,1,0,0,5,4,0,33,1,18,11,2,5,6,8,9,1,1,1,3,6,2,9,9,0,31,0,24,6,10,2,6,8,55,7,0,1,84,0,14,5,1,40,5,20,7,21,27,3,2,0,7,1,1,13,4,5,14,8,2,45,0,8,2,5,19,24,112,15,19,13,17,36,0,3,25,2,3,0,4,32
Gene50,0,9,5,0,2,0,0,2,13,320,0,105,1,0,0,0,1,0,4,20,0,9,6,0,1,0,0,1,11,37,1,44,2,0,1,0,1,0,10,43,2,63,8,0,12,0,0,2,34,12,1,63,3,0,0,1,1,2,11,5,1,89,4,1,2,1,0,0,7,24,7,6,0,1,0,0,5,0,11,39,3,93,2,0,17,4,0,6,6,32,5,151,7,0,6,0,0,0,9,22
Gene51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene52,0,0,0,2,2,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,5,0
Gene53,1,0,0,0,1,0,2,0,11,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,2,2,1,0,0,0,0,2,0,2,2,0,1,0,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,18,1,1,2,10,0,9,0,2,1,0,1,7,3,1,0,0,0,1,0,0,0,14,0,0,1,3
Gene54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene56,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0
Gene57,3,3,10,2,1,0,179,30,0,43,12,4,2,0,0,3,214,1,0,0,6,0,1,0,0,21,37,87,7,8,217,2,6,1,4,5,236,39,9,1,61,1,31,0,1,3,151,72,0,1,29,1,15,1,0,0,313,87,1,0,0,9,0,12,8,2,185,6,2,3,41,0,0,14,0,19,89,6,8,6,21,8,1,1,7,31,219,59,8,9,112,24,1,0,4,3,10,16,6,0
Gene58,5,0,18,1,18,1,15,15,3,38,0,3,9,0,2,1,0,0,14,0,1,2,1,4,0,13,15,3,23,5,4,25,0,0,0,7,11,6,0,0,9,5,1,7,0,18,4,11,0,0,2,5,6,0,0,2,39,4,11,0,0,43,0,30,1,34,5,0,17,26,7,1,2,8,10,34,1,0,12,1,0,0,14,7,10,157,3,18,4,4,22,15,6,5,5,27,0,0,1,3
Gene59,0,1,0,0,0,0,0,0,0,5,0,8,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,38,1,0,7,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,1,1,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,14,0,3,0,0,1,4,0,0,0,3,0,0,2,0
Gene60,0,0,1,15,9,2,4,10,3,5,9,3,7,0,0,5,15,2,5,0,2,0,1,9,6,4,2,28,35,1,6,4,6,2,0,4,7,3,10,0,12,2,0,0,7,2,8,57,7,1,4,0,1,2,0,5,20,34,11,4,3,3,1,4,2,7,7,8,3,4,1,9,0,0,4,27,6,14,26,2,4,2,1,1,15,11,20,73,30,1,33,7,1,28,2,6,0,2,4,0
Gene61,0,0,2,2,10,1,0,2,5,2,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,1,0,0,14,0,2,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,1,3,0,1,0,0,0,7,3,1,0,5,0,0,3,3,0,0,7,1,0,0,0,3,0,0,0,2,8,0,0,9,0,0,10,0,0,14,8,0,1,2,0,2,0,0,0,15,1,3,0,8,1
Gene62,0,6,71,1,20,2,118,6,8,37,0,13,1,1,2,8,76,6,9,7,4,1,4,3,1,10,24,0,3,106,13,3,69,20,5,1,23,14,11,10,8,9,12,7,32,17,97,35,9,0,14,16,80,4,4,6,51,13,11,1,2,53,0,18,2,27,59,1,5,14,50,2,2,66,7,2,13,9,88,56,8,29,18,13,39,59,118,23,33,3,60,19,23,6,20,3,6,1,29,7
Gene63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
