,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
Gene30,6,0,1,0,6,42,0,3,1,29,26,0,0,6,14,13,13,11,5,2,0,2,1,0,0,43,1,1,3,0,0,0,12,0,3,2,3,0,2,5,4,0,22,0,1,12,8,0,14,1,4,0,4,0,3,5,45,0,2,1,0,1,2,13,0,5,23,2,0,0,0,0,5,0,1,1,15,4,1,0,2,0,0,2,0,6,11,3,4,0,0,2,1,1,4,8,4,0,19,8
Gene31,6,0,1,0,2,3,0,10,2,4,2,3,0,0,10,1,7,2,2,0,7,0,2,1,0,7,1,2,0,2,0,0,0,0,0,0,0,5,1,4,10,1,9,2,3,0,7,3,2,0,4,0,3,0,0,2,12,0,1,0,1,0,0,4,1,0,5,6,0,0,13,0,0,0,1,0,1,9,2,0,5,0,0,0,0,0,3,4,1,0,0,0,0,0,0,1,0,1,0,5
Gene32,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene33,2,0,0,1,3,1,0,3,0,0,60,6,16,21,12,6,1,3,1,2,0,2,3,13,0,1,0,15,0,5,0,3,0,3,1,13,7,0,1,1,3,1,107,2,19,0,11,0,0,2,0,0,11,1,0,12,0,1,1,0,3,10,3,4,2,8,0,0,0,0,3,3,5,1,2,0,0,12,0,0,13,2,7,8,1,0,0,5,0,1,0,0,0,6,0,23,0,5,0,1
Gene34,4,0,0,0,1,1,0,2,0,15,0,1,1,0,0,8,0,3,0,7,0,1,0,0,0,17,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,7,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,6,0,5,2,0,2,0,0,2,1,7,2,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,3,2,0,0
Gene35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene37,3,0,2,0,15,28,5,19,3,22,3,15,2,1,34,6,11,39,2,10,0,0,0,0,3,24,10,3,4,5,2,7,2,2,0,2,3,6,2,2,0,5,4,0,13,0,12,18,3,1,0,1,6,0,1,25,24,7,4,1,0,20,5,2,25,4,15,31,0,3,0,0,0,0,6,5,10,31,0,2,1,4,0,0,0,8,6,45,8,1,1,7,0,1,1,11,2,1,0,0
Gene38,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0
Gene39,0,0,0,0,0,2,0,1,0,1,1,0,1,1,5,0,14,8,2,0,0,0,1,1,0,0,0,2,2,0,2,6,0,1,0,0,12,1,7,0,0,1,0,0,3,0,1,4,0,0,0,0,0,2,1,2,14,0,3,1,0,7,0,3,1,0,0,5,0,3,0,0,0,0,1,0,6,9,2,1,2,0,0,0,0,0,0,7,0,2,0,0,0,0,0,4,0,1,2,1
Gene40,0,0,0,0,6,12,0,0,6,0,2,3,0,0,0,5,0,6,0,1,0,1,0,0,0,3,0,5,2,2,3,2,0,0,0,0,1,0,0,0,0,11,4,0,4,5,3,1,8,0,0,0,1,2,0,4,13,0,9,0,0,3,0,5,0,1,0,4,1,0,0,0,2,0,0,3,1,0,3,0,1,0,2,1,0,3,0,0,1,2,0,0,5,4,1,2,0,0,2,2
Gene41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene43,0,0,2,9,20,6,0,20,21,1,0,0,1,6,45,1,8,2,21,0,0,0,1,3,0,6,1,1,2,0,8,3,9,2,6,0,2,0,11,3,3,2,6,0,73,0,2,12,15,0,0,0,9,2,1,2,3,0,10,0,0,7,1,0,6,0,3,3,0,1,2,0,5,2,5,0,1,7,0,1,2,0,0,1,30,1,1,1,28,0,3,0,0,8,6,8,1,0,2,0
Gene44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene45,4,0,0,0,1,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gene46,0,0,0,0,0,4,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
Gene47,5,0,0,0,35,2,0,4,6,12,8,5,3,5,43,5,0,3,2,6,1,4,2,5,2,0,0,1,2,1,0,4,1,4,3,1,0,3,1,2,7,4,25,4,33,0,2,3,7,0,0,0,5,6,7,1,18,0,2,2,0,2,0,7,25,0,2,1,1,0,0,2,5,0,11,0,0,1,0,0,6,0,0,4,0,0,0,4,4,0,1,4,1,6,6,1,0,1,2,6
Gene48,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Gene49,18,3,3,2,122,5,1,31,10,6,16,5,15,1,36,13,0,82,1,4,1,11,14,5,10,11,1,21,19,26,7,22,30,6,23,9,1,27,8,20,14,2,66,1,26,0,8,35,42,1,1,0,153,2,3,27,3,0,1,4,4,10,50,9,32,1,2,33,8,6,1,3,115,1,10,2,2,153,17,6,7,1,3,1,3,9,7,18,9,22,5,5,3,0,5,1,0,11,0,6
Gene50,0,0,6,0,8,11,2,45,32,7,2,9,0,0,4,9,0,50,1,1,0,1,2,1,0,5,1,32,33,11,1,0,1,0,0,8,1,4,8,0,3,7,10,0,2,4,7,10,28,0,0,0,8,2,0,17,11,8,21,0,0,8,4,3,1,5,3,1,3,5,3,0,10,1,0,0,6,82,8,0,0,0,4,1,3,2,1,4,31,11,5,3,0,15,0,15,0,5,1,3
Gene51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene52,1,0,0,1,2,1,0,0,7,74,2,0,7,9,8,4,21,8,3,9,0,0,2,22,0,7,4,0,2,0,1,0,13,5,0,1,13,0,14,3,7,0,0,1,0,0,10,6,11,1,6,0,0,1,0,4,31,0,0,13,0,6,0,4,0,0,7,0,0,5,0,0,13,3,1,1,7,2,1,5,0,0,0,1,1,0,7,0,4,5,2,0,0,22,0,1,4,0,0,11
Gene53,2,0,1,0,13,4,0,18,0,0,7,1,0,1,43,4,0,1,0,6,9,0,7,1,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,2,1,0,49,0,15,0,0,1,8,0,3,0,7,0,7,0,0,0,0,1,0,1,7,1,23,0,0,0,0,0,45,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,11,10,0,5,0,0,0,0,0,0,1,5,0
Gene54,3,0,0,0,4,0,0,3,0,2,0,3,0,1,7,0,0,0,0,0,0,5,0,0,0,3,0,2,0,4,3,5,0,0,0,1,3,0,0,2,3,2,1,0,7,0,4,1,0,0,0,0,1,0,0,1,1,4,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,3,7,3,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,0,0,0,2
Gene55,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gene59,0,1,4,0,2,5,0,6,0,10,7,0,7,1,3,0,11,1,1,0,1,2,0,0,1,3,12,3,2,0,0,1,5,0,0,0,45,0,9,0,0,0,38,0,1,1,57,1,4,0,0,0,6,1,0,1,23,1,1,0,0,0,7,0,0,2,21,8,3,0,0,0,3,1,0,0,14,6,1,0,1,0,0,0,0,0,9,0,3,1,0,0,0,3,3,1,0,6,0,1
Gene60,7,0,7,0,0,1,0,8,26,1,3,0,11,2,6,1,4,3,30,0,2,0,3,0,0,3,1,3,41,0,2,0,46,3,0,0,0,0,6,0,0,0,161,0,5,0,3,0,34,0,1,0,65,0,0,1,3,3,53,0,0,4,23,1,2,0,2,10,0,8,4,0,56,1,0,0,1,13,24,0,0,0,16,0,0,0,1,8,54,0,0,0,4,0,0,0,0,0,10,0
Gene61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene62,1,1,5,0,11,8,1,6,20,11,4,2,0,5,0,2,0,5,9,13,1,0,2,2,0,5,0,9,5,7,4,12,1,2,0,1,4,0,7,5,9,1,26,1,3,1,5,1,23,2,3,2,13,0,0,12,8,0,0,12,0,9,1,26,0,1,1,3,4,1,1,5,6,8,0,0,5,15,0,0,1,0,0,6,0,14,2,1,7,6,2,4,4,7,0,0,0,0,2,5
Gene63,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
