,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,4,0,2,0,4,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Gene12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene13,1,1,0,0,5,1,1,0,2,3,1,1,0,1,3,5,8,0,12,13,0,0,7,0,2,0,4,0,9,19,12,3,0,0,20,0,1,1,12,0,3,0,2,3,0,1,9,0,9,1,3,1,2,5,3,1,7,0,75,0,0,2,0,0,8,0,12,0,6,0,0,0,1,0,1,0,3,0,5,3,4,2,0,0,24,0,1,0,26,0,12,2,0,0,12,6,5,1,1,0
Gene14,3,3,0,5,0,4,5,14,4,77,0,15,0,9,6,9,5,255,1,8,18,0,7,27,1,0,0,297,9,25,3,2,5,33,5,0,1,172,4,5,0,1,1,96,3,1,22,117,0,0,5,2,1,4,0,3,1,17,20,4,0,6,20,21,2,4,6,31,6,5,3,3,9,9,9,2,8,181,3,3,3,8,3,21,4,1,7,267,4,4,13,3,0,7,6,7,1,147,2,13
Gene15,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16,2,15,8,36,4,5,0,0,0,8,0,13,0,48,3,38,5,9,2,1,3,18,23,117,0,6,0,28,11,1,5,3,9,204,0,20,5,32,3,0,3,2,1,284,0,10,5,32,0,2,2,0,2,29,0,1,0,0,18,1,0,2,7,42,3,0,11,12,1,0,0,6,2,42,0,22,15,16,0,5,3,22,2,52,11,15,2,6,15,0,10,35,3,48,7,31,1,19,1,6
Gene17,1,2,0,3,2,8,2,0,0,6,28,6,5,2,2,9,34,18,3,0,36,6,2,17,0,1,0,22,5,0,8,1,5,1,3,0,19,17,5,2,0,0,1,19,1,0,23,17,0,0,39,0,0,3,2,1,12,1,32,0,1,1,6,0,2,1,37,3,2,1,8,1,0,0,3,0,4,21,3,0,24,11,0,4,7,0,16,7,7,0,58,8,0,0,10,1,1,5,1,0
Gene18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Gene19,2,0,0,0,0,0,0,1,0,4,0,2,0,12,3,0,2,1,0,0,0,0,0,4,0,0,0,0,0,2,0,7,3,1,3,2,0,2,0,0,0,1,0,2,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0
Gene20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene21,50,4,0,24,14,4,0,7,13,11,29,15,10,22,11,5,6,13,23,2,49,2,2,127,1,0,0,16,18,11,57,4,15,93,27,4,2,29,45,0,10,8,6,195,32,3,7,9,12,1,162,9,3,9,29,2,2,2,55,2,51,4,19,22,4,0,0,19,24,2,32,3,3,27,25,0,3,66,11,1,27,4,30,22,46,1,2,13,86,0,201,2,0,35,30,1,2,10,38,5
Gene22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene23,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Gene24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene26,5,1,2,2,21,22,4,4,9,24,24,6,1,10,31,15,2,16,41,32,145,11,0,27,1,3,4,6,26,0,22,1,2,2,107,1,9,7,58,0,16,1,0,11,25,18,4,1,27,11,72,0,1,4,16,11,4,1,205,2,0,10,3,3,29,0,18,0,26,2,15,0,1,1,32,5,4,1,51,6,40,3,8,11,63,16,1,2,129,0,134,4,0,2,59,19,3,8,8,1
Gene27,42,0,0,16,14,4,0,1,0,2,1,20,3,25,12,20,29,0,3,18,56,1,17,127,6,0,3,4,0,18,8,1,1,64,23,15,16,1,2,3,10,1,0,88,4,12,23,0,0,8,18,0,0,19,15,1,7,0,3,0,8,1,6,9,11,0,16,0,1,0,14,1,10,32,12,5,9,0,1,7,12,1,2,10,22,2,0,0,4,0,94,0,3,11,14,3,8,3,1,0
Gene28,0,1,0,3,0,0,0,0,0,7,0,1,0,3,0,0,0,3,0,1,0,0,0,7,0,0,0,0,0,1,2,1,0,33,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
Gene29,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Gene30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene31,0,20,0,1,49,0,1,14,1,60,9,22,3,0,16,1,16,40,0,67,9,3,1,2,0,0,5,88,7,49,0,1,3,9,72,0,5,6,1,7,1,12,0,5,15,0,1,14,0,8,1,0,0,3,20,2,1,4,14,7,1,3,11,0,15,0,13,13,1,10,5,3,0,0,8,2,0,30,1,18,2,6,2,16,20,2,0,93,0,3,11,6,0,0,111,0,0,1,0,9
Gene32,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Gene33,1,11,0,0,13,4,3,1,0,43,0,14,0,2,0,31,15,74,3,3,4,1,0,5,0,2,5,54,6,13,3,9,2,9,5,5,24,47,0,0,0,12,1,27,4,15,5,2,1,2,19,1,0,0,1,0,4,1,32,0,2,15,5,1,3,1,34,13,3,0,0,0,11,2,0,8,20,19,4,0,4,18,0,4,1,9,9,74,1,2,35,25,0,2,8,10,2,38,4,1
Gene34,0,7,0,1,11,0,0,0,0,11,0,29,0,0,0,1,4,1,1,23,1,0,0,1,0,0,0,2,3,41,2,0,4,1,11,0,2,0,3,4,0,0,0,3,3,1,0,0,0,18,7,0,0,1,2,0,0,0,4,0,1,0,1,0,13,0,5,0,3,36,1,0,7,0,5,0,0,1,0,2,0,0,1,6,4,3,3,1,0,7,7,1,0,0,49,0,0,0,3,29
Gene35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gene36,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0
Gene37,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,1,0,3,0,0,3,0,1,1,0,0
Gene38,6,1,1,1,3,1,0,0,0,2,0,0,0,1,0,10,1,2,2,2,2,0,0,10,0,0,1,1,2,2,0,0,0,2,4,3,1,0,0,3,0,0,0,5,1,0,2,0,0,1,2,0,0,0,3,2,2,0,0,0,0,0,3,2,0,0,1,0,0,4,1,0,0,3,0,0,0,1,4,1,1,0,0,3,0,0,1,1,0,2,2,0,0,0,0,1,0,2,0,2
Gene39,2,4,0,0,0,0,0,2,0,0,0,16,0,0,0,0,3,7,0,0,0,0,2,0,0,0,0,11,0,0,0,4,0,0,0,0,4,10,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,10,1,0,4,3,0,0,3,0,0,2,0,0
Gene40,5,2,2,6,3,1,0,0,1,4,3,4,0,1,4,3,3,1,2,2,2,0,1,23,1,0,0,1,6,1,4,1,0,3,5,0,2,0,20,0,0,0,0,13,4,0,0,0,4,1,12,0,0,3,2,1,1,0,36,0,2,0,2,0,4,0,0,0,16,0,3,5,1,2,0,0,0,0,37,0,6,0,1,7,7,0,1,0,40,0,4,0,0,1,4,0,0,1,11,1
Gene41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene42,8,2,2,8,1,2,0,0,0,32,7,32,0,2,0,7,1,5,1,28,4,2,2,5,0,1,7,4,1,83,1,54,1,12,1,1,0,17,0,1,4,8,1,11,1,3,0,0,0,1,3,1,0,0,10,7,0,0,16,0,1,12,2,2,2,0,0,0,3,0,11,9,0,5,0,11,1,5,2,4,6,11,0,42,0,1,0,0,0,3,69,10,0,0,3,1,0,4,8,21
Gene43,4,3,4,8,3,9,3,7,1,9,17,45,0,4,7,19,25,40,1,5,4,4,51,10,8,0,1,22,3,48,18,27,16,4,19,3,12,26,4,7,3,9,16,41,11,16,37,9,0,1,33,10,36,1,8,6,0,5,7,2,0,4,82,7,11,4,42,3,6,6,7,1,12,0,6,2,3,9,4,7,9,20,10,4,87,12,4,8,1,2,73,20,6,3,17,6,0,7,1,3
Gene44,3,3,0,6,4,2,3,0,0,25,0,8,0,0,0,8,5,3,0,12,1,3,0,7,0,3,0,4,0,13,0,7,0,3,3,1,14,2,1,0,0,1,1,11,2,0,1,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,2,1,1,0,0,0,0,1,0,1,2,14,5,3,0,3,1,3,0,1,0,21,1,0,2,4,1,2,0,0,3
Gene45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gene46,8,20,0,10,25,2,30,1,0,47,16,27,0,9,1,15,107,9,4,4,37,11,8,53,0,0,9,6,1,30,0,90,2,24,0,0,17,15,9,7,0,22,0,163,0,11,109,2,1,2,28,4,2,40,2,3,25,9,16,0,4,13,18,1,2,0,44,5,0,0,11,12,0,17,0,3,24,4,6,5,1,24,0,20,10,15,88,11,6,1,36,43,1,11,7,1,12,7,6,4
Gene47,0,4,0,0,0,0,2,1,0,1,0,6,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,5,0,10,1,0,0,1,2,1,0,1,0,5,1,2,1,0,1,0,0,0,0,2,10,0,2,0,0,1,0,0,0,1,4,0,2,0,9,0,0,0,1,0,6,0,0,0,0,1,0,0,0,5,0,0,1,3,0,0,7,1,1,4,0,0,1,3,0,0,0,0
Gene48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene49,2,11,0,0,1,0,0,0,2,15,1,24,0,0,0,4,0,0,1,1,0,0,0,2,0,6,0,4,0,21,7,0,4,0,0,0,4,0,3,0,0,0,0,2,2,3,0,0,0,1,5,0,0,0,0,4,0,0,5,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,0,2,5,0,0,0,2,0,0,3,0,11,3,0,1,0,4,0,0,2,0
Gene50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Gene52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,2,0,11,1,0,0,0,0,0,3,0,0
Gene54,2,17,0,0,19,0,20,0,4,7,0,14,0,3,27,2,99,4,4,12,4,4,5,1,12,1,28,8,0,21,3,16,11,5,69,3,117,12,3,6,0,3,0,7,29,2,65,3,0,5,7,2,2,10,23,0,11,0,12,6,1,2,13,0,19,0,59,0,1,6,2,3,4,1,10,0,55,3,6,2,2,16,5,5,69,0,62,3,0,1,10,6,0,1,51,0,22,1,1,1
Gene55,0,1,0,1,0,0,0,1,0,0,0,2,0,5,0,0,1,8,0,0,14,4,2,14,1,0,0,19,0,3,14,7,1,1,0,0,1,10,0,0,1,0,2,55,0,0,5,0,0,0,7,0,2,6,0,0,0,2,7,0,0,0,0,2,0,0,3,2,1,0,0,0,0,2,0,0,0,17,0,0,0,1,0,9,0,0,1,11,0,0,4,1,0,8,4,0,0,3,0,0
Gene56,1,1,5,0,0,0,0,0,1,0,2,0,0,9,0,0,0,5,0,1,3,0,2,15,0,1,2,4,0,6,5,3,2,8,0,0,0,4,1,2,0,0,0,4,0,0,5,0,0,0,13,4,2,5,0,10,5,0,1,0,1,0,2,0,0,0,1,0,0,7,5,0,3,0,4,2,0,2,1,0,0,1,4,2,0,0,0,0,0,0,12,0,0,0,5,0,0,3,10,0
Gene57,1,26,3,1,15,7,0,0,5,4,0,68,1,0,3,30,18,4,33,1,9,1,0,6,2,39,0,3,18,9,0,10,1,6,0,32,2,0,27,0,1,2,0,20,8,4,1,2,9,0,1,0,4,10,8,10,4,0,30,0,0,11,2,0,5,4,7,1,5,1,5,2,0,0,0,6,0,9,4,0,3,7,0,2,17,56,4,2,5,7,0,30,6,0,29,11,6,1,11,0
Gene58,0,0,0,1,18,6,2,0,0,1,2,7,1,0,8,0,0,0,0,0,6,3,0,0,1,0,0,6,0,0,0,4,2,0,10,0,0,0,0,2,0,2,3,12,0,0,0,0,0,0,2,2,0,3,0,0,0,0,1,0,0,42,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,9,2,0,15,1,0,0,1,0,0,2,0,0,1,0,0,3,0,1
Gene59,22,9,6,6,31,6,1,1,0,13,3,16,5,1,7,3,3,8,2,1,34,8,18,20,0,17,0,16,0,2,12,12,0,7,53,7,0,15,4,2,1,2,2,32,12,11,4,2,0,0,20,1,18,10,11,11,2,1,25,2,3,5,9,22,41,0,0,3,1,0,6,6,12,0,5,12,0,4,1,3,7,4,33,6,76,6,4,24,2,2,50,4,1,2,65,2,0,13,2,4
Gene60,4,0,5,15,50,20,13,3,6,2,4,6,0,2,8,49,7,26,20,2,14,2,6,55,4,4,0,28,15,12,4,18,3,20,0,4,6,8,50,2,2,0,8,110,11,24,14,2,2,1,14,0,5,1,72,11,4,6,47,1,12,0,10,1,4,10,17,0,6,0,6,2,7,5,24,8,2,14,11,4,3,0,2,67,33,11,20,16,35,0,253,0,1,13,18,32,0,56,27,1
Gene61,12,0,1,3,6,6,1,0,0,298,14,15,4,21,0,33,0,26,2,110,7,3,4,79,1,22,1,4,4,362,16,22,11,23,10,13,1,8,6,42,3,0,4,66,1,7,2,0,1,13,20,1,8,14,1,15,1,0,12,38,8,4,5,2,4,8,13,3,3,45,30,2,11,10,2,47,4,4,12,32,14,8,5,49,9,53,1,8,18,32,177,6,1,10,15,4,13,15,2,23
Gene62,18,4,0,15,5,6,22,2,0,76,6,1,2,61,0,19,84,25,7,18,16,0,7,66,0,8,5,11,33,10,6,4,4,104,2,0,58,11,5,9,6,2,0,271,2,5,48,1,2,1,23,5,9,50,1,2,19,0,42,3,0,4,15,14,4,1,120,0,4,1,4,0,13,18,1,1,29,15,11,5,4,6,7,117,3,1,56,12,51,3,54,4,0,5,16,0,25,14,15,9
Gene63,0,0,0,0,0,1,0,0,0,6,0,2,0,3,0,13,0,6,0,1,1,0,1,5,0,5,0,1,0,0,1,1,0,12,0,4,0,0,0,0,0,0,0,8,0,6,1,0,0,1,1,0,0,2,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,0,10,0,0,2,0,2,0,0,0,0
