,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene11,0,0,23,0,0,0,0,0,4,4,0,1,0,0,0,5,0,1,8,10,0,0,1,0,0,0,0,0,1,3,0,0,3,0,0,6,3,7,14,9,0,2,5,0,1,0,0,0,48,11,0,5,0,5,0,0,0,0,47,8,0,4,10,0,0,0,0,0,18,5,0,1,14,1,8,0,0,1,1,44,0,1,0,0,7,1,0,2,8,14,3,0,9,1,1,0,3,0,14,2
Gene12,1,1,0,0,0,0,2,1,0,3,3,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,1,0,10,0,1,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,28,0,0,0,1,0,0,0,2,0,7,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,5,1,21,0,0,0,3,0,0,5,3,0,8,0,0,4,2,0,2,0,3,0
Gene13,0,0,2,0,0,8,0,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,1,0,0,7,0,0,0,0,0,14,0,0,1,0,0,5,1,1,2,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,3,0,0,0,3,0,0,5,0,0
Gene14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gene15,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,4,8,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,2,2,4,0,0,0,3,0,0,0,1,0,3,0,1,0,0,0
Gene16,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,0,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1
Gene17,1,0,3,3,0,0,5,4,23,4,1,5,1,13,0,1,0,4,93,0,0,2,2,4,0,0,0,4,13,7,10,0,2,5,1,10,0,0,43,0,9,7,1,4,0,1,0,1,173,9,0,2,3,6,1,0,19,4,258,1,4,34,4,5,6,5,0,1,51,0,5,14,11,0,18,0,6,1,32,8,8,7,8,0,13,0,1,14,31,4,3,3,5,5,6,0,4,2,26,0
Gene18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene19,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,6,1,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,3,0,0,1,3,0,0,0,7,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Gene20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gene21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gene22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene23,1,10,6,0,0,3,6,5,1,18,20,20,0,2,2,1,5,3,45,14,0,15,7,2,0,0,10,1,3,66,8,2,11,0,0,21,0,0,8,16,23,66,2,0,3,1,0,0,246,220,0,13,0,1,4,3,14,6,141,13,3,101,7,0,1,0,0,1,43,48,6,41,1,3,6,0,10,0,55,100,7,34,5,2,32,6,2,9,41,33,1,55,4,2,7,2,5,4,37,84
Gene24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0
Gene25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene26,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,2,0,3,0,0,0,0,1,0,0,0,0,2,2,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,5,0,0,0,0,2
Gene27,1,0,1,0,0,3,6,0,7,0,2,2,0,2,0,5,36,4,17,0,1,1,1,2,0,1,16,0,0,2,2,1,2,0,0,15,4,0,1,0,2,2,3,0,2,0,0,0,8,29,0,0,0,2,1,1,52,6,42,1,0,0,3,0,1,1,2,0,0,0,0,7,2,0,2,1,37,3,3,0,0,6,0,0,1,3,6,5,2,13,0,3,0,0,3,7,11,0,0,1
Gene28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0
Gene29,0,0,2,4,0,1,0,1,0,3,2,0,0,1,0,0,0,3,0,3,0,2,3,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,2,0,0,3,3,0,4,0,0,0,13,1,0,0,1,3,0,4,1,0,1,3,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,4,0,4,0,0,1,3,0,1,0,1,0,0,0,0
Gene30,2,0,0,0,0,0,0,1,7,1,0,0,0,0,2,3,13,4,4,7,0,5,0,1,0,0,0,0,0,1,0,0,2,0,0,22,0,0,10,3,0,0,0,0,0,2,0,6,44,62,2,0,1,0,0,0,17,5,7,1,0,0,0,0,0,0,1,0,0,2,0,6,0,0,2,0,0,2,1,3,0,19,6,0,4,4,1,9,0,6,0,0,0,0,0,2,6,1,1,3
Gene31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene32,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,7,0,2,11,0,0,0,0,0,2,3,0,0,2,0,3,0,0,3,8,13,0,0,0,0,0,0,0,2,1,2,0,3,0,4,0,0,0,0,0,0,0,0,0,3,13,3,1,0,4,3,3,0,2,8,9,0,0,4,1,1,0,1,2,1,0,0,1,1,0,0
Gene33,0,0,13,0,0,4,0,0,0,1,0,0,0,8,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,3,2,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,9,10,0,0,0,8,0,0,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,1
Gene34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
Gene35,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,1,0,0
Gene36,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,5,0,0,0,0,0,0,10,0,0,1,1,0,1,0,0,0,22,1,0,10,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,14,0,0,1,0,0,0,5,2,0,1,1,0,2,0,0,0,0,1
Gene37,14,18,22,3,0,280,0,9,4,1,11,15,2,1,0,158,5,11,26,9,0,10,6,5,3,167,5,1,3,6,4,14,9,0,0,297,2,0,7,2,9,53,12,1,1,58,0,3,51,2,0,4,0,19,1,120,6,2,49,9,16,148,1,4,3,112,2,2,1,1,1,139,5,8,13,38,42,6,14,8,5,46,7,1,3,250,1,23,10,0,0,19,5,7,11,80,6,1,28,1
Gene38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0
Gene40,0,3,0,2,0,3,1,0,6,5,5,7,2,1,0,4,5,3,7,1,0,5,1,1,0,0,5,1,2,10,5,2,1,0,0,3,0,0,2,2,3,7,8,2,2,0,0,0,32,17,0,4,0,2,0,0,5,1,40,1,0,15,2,10,5,2,0,0,4,11,2,11,0,0,2,0,11,2,9,13,3,13,0,6,21,9,0,2,3,12,0,3,0,0,2,2,0,2,16,1
Gene41,1,0,0,5,0,0,2,1,4,0,1,0,0,3,0,5,3,2,5,5,0,0,0,20,1,0,0,0,0,0,6,4,3,2,1,7,0,0,8,1,1,0,0,0,29,5,0,0,9,13,0,0,0,8,4,2,0,5,6,0,0,2,0,27,2,2,0,0,4,2,2,1,0,24,14,3,8,1,1,30,2,3,1,5,11,1,0,4,0,1,0,0,0,3,8,7,5,0,0,4
Gene42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene43,0,0,0,0,4,0,0,0,0,2,1,0,0,1,2,0,0,7,2,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0,1,10,0,0,2,0,0,0,0,4,4,0,2,2,0,1,0,0,0,2,3,0,0,0,1,0,3,6,0,1,1,1,0,1,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,63,0,1,22,0,3,0,0,0,1,6,0,0,0,0,2
Gene44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Gene45,0,11,0,2,1,5,0,1,21,1,3,8,1,8,0,0,2,0,10,2,0,1,0,1,0,0,0,1,1,2,3,0,0,0,1,2,0,0,6,2,1,0,0,3,0,0,2,1,29,5,0,0,3,2,1,0,8,0,39,1,0,0,1,0,1,0,0,0,1,0,0,5,0,5,0,1,3,1,8,0,2,3,2,0,9,0,1,6,2,4,0,3,2,4,0,0,2,0,3,4
Gene46,2,2,1,54,6,35,3,0,24,0,16,11,0,24,5,3,12,0,117,1,0,0,8,33,0,3,3,1,1,3,74,2,16,2,10,33,13,0,20,2,11,5,6,15,41,3,15,0,99,28,5,1,3,163,5,2,17,3,147,5,4,0,2,45,13,12,0,1,30,3,25,20,0,77,31,16,24,2,51,48,16,2,5,9,98,2,0,12,48,10,1,1,2,85,14,5,7,0,43,1
Gene47,13,5,23,1,0,9,2,18,6,9,10,0,0,8,1,0,15,4,5,22,0,3,6,5,0,0,9,4,18,19,0,0,16,0,0,5,2,0,19,2,0,1,13,0,0,0,0,6,79,168,0,0,6,3,0,0,24,1,258,2,1,5,1,10,4,0,4,2,11,8,3,8,0,7,0,0,6,4,36,32,3,3,9,4,8,6,2,29,14,66,2,4,3,6,0,2,42,3,18,5
Gene48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
Gene49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0
Gene52,1,2,2,1,4,6,0,12,79,11,3,3,2,0,7,5,3,13,124,5,0,5,1,2,9,3,8,7,5,8,11,0,6,0,4,23,1,0,144,4,2,4,5,5,14,0,1,2,291,5,1,1,2,8,3,2,6,5,140,1,1,12,2,3,8,9,3,2,90,0,10,11,10,3,25,2,24,21,46,8,19,7,7,0,57,7,1,24,65,13,3,9,1,2,13,4,6,2,42,2
Gene53,0,0,0,1,1,0,0,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,1,7,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,2,0,6,0,0,0,0,0
Gene54,1,2,2,3,3,7,1,8,1,0,2,1,2,1,0,1,0,24,7,6,0,7,0,1,10,0,8,9,0,4,63,0,5,0,1,30,1,3,6,6,14,3,0,1,5,0,2,9,19,13,0,0,5,14,1,2,20,43,31,0,0,11,4,1,0,6,0,3,1,0,5,8,2,1,6,0,2,2,3,14,9,28,0,0,5,2,0,77,1,0,4,1,1,5,1,1,7,5,0,0
Gene55,1,2,11,1,1,1,0,2,1,2,5,9,2,1,0,2,1,2,29,4,1,8,8,3,2,2,3,0,0,3,6,1,23,0,9,2,2,0,0,0,4,8,8,4,37,0,3,3,30,4,0,4,2,4,6,0,4,1,24,0,2,12,9,0,4,0,0,0,2,0,13,12,10,5,23,0,2,0,0,1,6,13,5,0,116,0,0,8,5,8,8,10,0,0,19,1,4,3,2,2
Gene56,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Gene57,0,1,15,1,0,0,6,0,1,0,8,0,4,8,0,0,6,1,4,3,0,1,16,10,0,0,12,0,0,10,2,1,17,1,0,5,0,0,5,3,0,2,6,5,0,0,0,3,9,5,1,0,3,5,1,0,2,0,4,2,1,3,3,9,1,0,1,1,0,1,3,0,12,17,8,0,1,0,0,3,7,6,1,2,1,0,0,5,3,2,7,0,12,6,4,0,7,2,0,8
Gene58,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
Gene59,0,0,2,0,0,0,0,0,0,1,12,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,4,0,1,0,5,5,0,0,0,10,0,0,0,0,2,2,0,0,0,0,2,0,23,9,0,0,0,1,0,0,5,5,4,7,0,0,0,1,2,0,0,0,0,1,0,1,0,3,0,0,0,0,0,21,0,2,1,0,6,1,2,4,4,8,3,2,1,0,3,0,17,1,2,3
Gene60,0,0,0,3,0,1,1,0,0,0,1,0,0,9,0,0,7,4,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,6,4,2,0,0,0,0,0,0,2,0,3,0,0,14,0,0,2,0,6,0,1,7,0,1,0,3,0,0,0,0,4,2,0,3,4,1,0,0,9,2,5,0,0,0,2,0,1,1,5,0,0,1,0,5,2,0,3,0,0,2
Gene61,0,0,0,1,0,0,0,5,0,0,3,3,2,6,0,1,2,8,17,0,0,0,0,1,0,0,0,1,1,0,2,0,4,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,58,3,0,0,0,4,0,1,13,4,12,0,0,5,0,5,0,0,1,0,15,0,2,1,1,7,3,0,0,2,17,0,6,6,0,0,5,0,0,5,2,0,0,0,1,6,9,0,1,0,9,0
Gene62,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0
Gene63,0,4,1,0,1,0,0,1,0,3,0,13,0,5,2,6,0,0,21,0,0,1,14,0,0,0,1,0,0,3,4,0,2,1,0,5,0,0,18,11,1,1,0,0,3,1,0,1,12,10,1,0,0,0,0,0,16,2,72,1,0,3,0,4,0,0,0,0,5,0,0,1,0,3,26,0,2,0,5,5,0,9,0,0,19,2,1,0,0,6,3,0,0,2,2,6,12,1,3,3
