,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene11,76,13,7,0,2,0,1,0,4,12,38,3,21,1,7,0,6,0,36,1,11,0,19,2,8,0,0,0,0,0,5,3,8,2,4,0,0,0,14,0,87,16,4,1,1,0,3,3,0,1,10,0,10,0,8,4,4,0,43,9,12,1,16,0,5,5,3,0,19,2,12,1,4,3,1,13,10,4,46,1,9,16,1,2,0,0,1,1,9,6,6,1,1,11,2,1,1,0,17,0
Gene12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gene13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Gene14,1,0,1,0,0,1,1,0,0,5,0,4,3,3,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,3,1,0,0,3,2,1,0,0,2,0,0,0,0,0,2,0,1,6,6,2,0,5,0,0,1,1,0,0,14,0,0,9,0,0,12,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,2,0,3,0
Gene15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
Gene16,1,4,8,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,3,0,0,1,2,0,1,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,3,49,7,0,0,2,2,1,1,1,0,0,18,0,19,0,0,0,6,2,2,1,5,0,12,1,0,1,1,0,0,0,19,0,2,0,3,3,6,0,2,3,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0
Gene17,3,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,16,0,0,2,2,4,0,3,4,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0
Gene18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene19,9,0,74,1,4,0,2,1,4,4,7,0,31,3,7,7,1,0,17,0,2,0,17,2,4,0,0,0,16,1,2,5,0,0,1,1,0,2,1,0,11,2,14,0,2,0,3,4,10,0,0,2,11,7,1,10,1,0,7,3,6,0,3,0,4,1,1,1,4,7,1,1,5,2,0,5,3,9,19,1,0,13,10,0,0,1,0,0,8,0,0,1,26,2,0,0,6,0,0,0
Gene20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene21,0,0,7,1,1,0,6,0,3,22,5,2,6,0,6,1,10,1,15,0,1,0,8,0,0,0,4,0,5,3,0,4,2,0,0,0,2,3,7,0,1,0,4,3,0,0,4,1,16,2,0,1,6,0,2,1,3,0,5,8,1,0,14,0,2,0,14,0,4,5,0,1,10,0,9,1,20,4,7,4,0,5,4,0,0,0,15,1,17,4,0,3,1,1,0,0,18,0,8,0
Gene22,1,4,8,2,0,0,0,0,0,18,4,0,3,4,0,0,0,1,1,2,1,4,0,0,2,1,3,0,1,0,5,0,1,1,0,0,0,0,0,7,3,1,1,26,0,2,0,0,0,0,1,2,1,7,1,2,4,0,2,18,0,0,2,0,11,0,15,0,0,28,0,0,5,0,0,2,13,0,1,6,0,8,0,0,0,0,29,0,1,0,0,6,15,8,0,2,5,0,0,0
Gene23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene24,5,0,2,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0
Gene25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27,0,12,1,0,0,0,0,8,0,10,0,3,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,12,53,8,2,1,0,0,1,0,0,0,3,0,0,2,1,0,0,0,4,0,3,0,0,2,0,0,0,1,1,0,2,0,0,0,2,0,1,0,0,0,3,0,0,0,0,3,0,0,7,8,8,0,0,0,0,3,5,0,0
Gene28,1,0,19,0,0,1,0,2,3,2,2,0,19,1,1,14,0,0,7,0,0,1,4,2,0,1,0,1,8,11,1,0,6,0,0,3,0,0,20,0,4,0,4,5,5,0,0,2,14,0,8,0,7,2,3,29,0,2,38,4,0,0,23,0,2,18,1,0,12,0,0,3,8,0,0,16,0,3,2,0,0,2,2,12,0,1,0,0,3,0,0,1,1,3,2,4,0,0,15,0
Gene29,1,3,8,1,6,2,5,0,0,5,2,0,1,0,0,8,3,1,3,0,0,2,0,0,0,1,1,0,0,4,0,0,0,0,0,0,2,0,0,0,1,17,0,3,0,0,4,7,0,0,2,2,0,0,6,0,2,1,6,11,3,5,4,0,2,5,1,0,4,17,0,0,2,1,0,2,2,4,0,5,0,0,1,0,0,0,11,8,5,0,3,3,2,8,0,0,4,0,0,0
Gene30,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5
Gene31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gene32,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene33,23,2,14,0,0,3,0,2,13,14,106,2,7,1,1,0,2,1,124,0,6,2,2,1,4,3,0,2,3,0,1,6,0,2,5,2,0,3,11,0,104,5,8,15,0,12,0,19,13,5,7,0,0,0,0,55,0,0,61,17,76,2,2,0,0,2,1,0,16,4,1,3,23,0,1,1,2,5,8,5,2,11,2,0,0,2,0,10,26,4,0,5,3,13,4,0,0,1,5,1
Gene34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene35,0,0,5,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,14,0,0,0,3,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0
Gene36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gene38,15,5,32,4,32,1,1,13,7,30,24,6,16,13,91,0,3,1,15,13,0,13,11,0,57,3,2,3,29,27,4,5,0,2,23,0,0,0,7,1,22,92,0,31,7,0,0,11,25,5,1,0,6,0,22,6,0,8,59,75,16,0,112,0,118,14,9,1,21,42,1,7,11,8,0,1,2,5,36,7,1,2,5,2,4,2,15,0,50,3,1,12,9,6,10,0,4,3,8,0
Gene39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene40,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Gene41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
Gene43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gene44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene45,6,2,2,0,1,0,0,1,0,2,3,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,11,0,3,3,0,0,0,0,2,0,0,3,4,2,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,5,3,1,0,13,0,0,0,1,0,0,6,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,6,0,0,2,2,0,0,0,2,0,0
Gene46,0,9,2,0,0,2,1,2,1,21,2,10,0,0,0,7,13,0,0,0,0,1,4,0,3,9,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,11,0,0,0,1,0,2,1,0,0,0,0,0,1,19,2,0,2,8,2,0,1,0,4,12,21,0,1,11,0,2,0,0,0,34,11,0,0,2,0,11,0,0,0,0,5,0,2,9,0,4,0,0,0,0,3,0,0,0
Gene47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene50,1,2,0,0,0,0,2,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,4,0,0,6,0,0,5,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,3,0
Gene51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene52,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
Gene53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene54,5,0,1,0,11,1,0,0,0,0,9,0,1,0,2,0,0,0,6,0,0,0,0,0,8,0,0,0,1,0,7,2,1,1,10,0,1,3,0,4,3,1,2,0,1,1,0,4,1,0,5,0,2,1,16,4,0,0,6,2,5,0,5,0,16,0,0,1,1,0,1,0,0,2,29,5,0,5,6,2,0,0,0,0,1,1,5,0,2,2,0,0,3,3,7,2,0,0,2,0
Gene55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene56,0,2,55,18,0,0,16,5,0,0,0,2,13,2,1,0,2,0,0,0,0,0,1,6,0,0,0,1,1,0,0,0,2,0,0,0,7,0,1,0,2,1,0,0,1,1,2,0,0,0,0,1,3,1,1,1,5,0,8,0,0,0,5,0,1,7,0,0,0,3,0,1,1,2,0,19,8,8,0,9,0,0,0,10,0,0,13,0,0,2,0,6,0,8,0,0,5,0,0,0
Gene57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene59,0,5,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
Gene60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene62,1,1,4,8,14,0,23,4,4,4,13,1,8,14,7,1,22,1,11,1,10,0,1,3,14,1,6,4,8,0,1,4,2,15,20,0,33,1,0,0,9,6,3,24,7,0,18,0,2,0,0,0,1,3,55,3,27,0,13,5,7,0,2,0,59,1,49,8,10,4,5,0,6,20,25,2,61,6,20,1,2,8,1,8,6,1,76,1,7,1,3,10,5,5,38,0,29,0,1,0
Gene63,0,1,5,0,0,0,0,1,2,14,1,5,8,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,1,4,1,0,0,0,0,0,3,2,1,10,3,0,0,0,0,0,0,1,5,26,0,0,5,0,0,0,0,5,1,13,1,0,5,0,0,2,0,1,0,4,0
