,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
Gene11,1,2,2,1,1,0,4,0,0,2,0,2,7,0,0,2,12,1,0,10,3,1,4,0,0,0,7,0,0,2,0,6,0,0,0,4,2,1,1,0,0,4,1,0,0,0,0,0,1,0,0,4,0,1,0,1,0,2,0,3,1,0,0,2,1,1,6,0,0,0,1,5,0,0,0,1,1,0,4,0,0,7,0,0,0,0,0,0,0,12,3,12,0,0,0,0,11,0,3,0
Gene12,0,0,0,0,28,4,0,0,1,0,3,0,9,0,2,0,0,1,0,1,0,0,0,1,0,0,1,2,0,16,0,0,0,0,2,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,6,0,0,2,0,3,0,1,0,0,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,2,12,1,21,0,0,0,0,0
Gene13,1,0,0,21,1,24,0,0,9,5,4,0,21,0,0,0,0,1,3,10,0,0,1,3,3,0,0,0,0,33,25,0,0,3,3,1,1,1,0,0,4,0,4,53,0,0,1,0,0,2,4,0,0,57,0,1,3,1,0,5,5,0,1,1,2,0,0,0,0,1,0,3,8,4,2,12,2,0,1,2,0,9,0,3,0,3,0,2,0,7,5,9,1,1,1,0,0,0,0,23
Gene14,35,6,17,15,53,37,16,0,2,6,20,0,66,26,6,7,12,2,8,35,13,1,22,3,2,2,0,0,1,29,5,14,0,1,9,17,18,2,0,2,19,1,12,2,4,2,1,1,2,2,34,10,7,15,16,15,2,4,0,24,19,33,0,34,20,22,3,0,3,29,12,0,2,10,18,54,6,4,0,12,14,23,3,2,1,3,14,2,6,16,8,2,59,1,75,0,30,3,4,10
Gene15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gene17,0,1,0,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene18,2,0,4,0,0,3,3,1,3,0,3,1,7,7,0,0,0,1,3,0,5,0,11,0,0,0,4,0,0,0,5,1,3,6,0,0,1,0,2,0,0,4,6,0,0,0,0,0,4,0,9,0,8,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,1,7,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,1,0
Gene19,6,0,0,0,1,6,0,0,44,12,0,0,0,0,0,3,8,0,10,16,1,0,0,3,0,18,2,0,8,7,3,2,0,0,6,0,17,0,10,0,5,4,1,0,0,0,4,0,20,2,1,2,0,4,0,7,2,1,0,42,3,1,0,3,3,10,4,0,3,4,0,1,0,0,2,44,2,0,30,0,1,5,0,0,1,9,15,2,14,4,8,0,2,3,0,0,9,1,1,30
Gene20,2,2,1,1,2,58,9,0,0,0,4,0,4,0,1,15,10,0,0,0,3,0,2,0,1,9,15,7,0,3,0,1,1,1,0,15,30,0,0,0,3,11,3,0,0,10,2,0,2,0,0,15,2,0,0,11,0,16,0,0,3,16,0,0,2,0,2,0,3,1,1,5,0,2,3,33,5,2,0,1,0,5,0,0,4,5,2,0,2,5,4,0,15,0,1,1,18,0,0,2
Gene21,0,0,6,3,0,0,9,0,0,0,0,0,15,5,2,0,5,0,0,0,0,8,6,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,2,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,1,4,3,0,1,1,28,0,0,0,0,0,0,0
Gene22,1,5,1,27,51,35,5,11,10,2,8,3,72,21,4,10,14,92,1,28,11,5,4,5,6,0,39,10,3,58,6,2,0,7,1,1,9,33,9,23,9,13,22,17,0,3,0,11,1,1,2,0,5,19,6,1,1,25,0,36,2,9,1,34,13,3,0,37,11,31,1,1,8,24,13,18,5,8,2,11,3,37,3,30,1,3,2,43,12,26,1,3,23,20,3,1,2,24,0,8
Gene23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene24,0,0,0,15,4,2,0,0,0,0,3,0,2,30,0,0,0,0,0,0,3,0,3,7,0,0,9,0,2,0,0,2,0,8,1,2,0,0,5,0,1,1,0,18,0,0,0,0,2,0,6,0,0,21,0,0,0,0,0,0,6,9,0,18,0,0,0,1,0,0,0,0,0,18,0,1,0,0,0,0,2,1,1,1,0,0,0,1,7,0,1,1,3,4,0,0,1,0,0,0
Gene25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene26,71,7,2,4,6,5,1,0,6,1,42,7,14,1,2,9,6,5,0,1,44,5,2,1,0,6,7,0,0,0,17,17,1,0,0,3,3,0,0,0,8,15,5,4,0,3,2,1,12,0,15,12,0,1,3,0,0,5,0,5,30,142,0,1,3,0,0,1,5,1,3,25,4,2,0,1,11,1,2,1,8,141,2,0,0,0,0,15,4,8,22,33,0,1,11,1,2,8,0,3
Gene27,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0
Gene28,1,1,0,0,10,0,5,0,0,12,1,0,2,1,1,0,2,2,0,23,1,0,0,0,0,1,1,1,0,47,1,6,0,2,0,1,8,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,23,0,0,0,4,0,0,0,1,1,6,3,0,0,1,0,6,0,0,3,16,0,3,0,0,1,0,0,0,0,44,0,1,0,0,1,0,1,1,0,9
Gene29,0,4,0,0,27,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Gene30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Gene31,0,0,0,0,4,0,14,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0
Gene32,2,1,0,3,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,7,0,0,2,2,0,0,8,0,1,2,0,0,0,2,0,0,17,0,0,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,2,7,0,3,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Gene33,1,0,0,0,4,1,2,0,9,0,11,0,3,1,0,4,1,4,3,0,1,1,2,0,0,0,1,8,0,1,7,1,0,0,0,0,5,3,2,0,0,0,3,0,0,0,0,1,13,0,4,0,0,1,1,0,0,20,0,0,1,0,0,0,0,0,0,0,3,0,3,0,8,0,6,1,0,1,3,0,0,1,0,2,0,0,0,46,3,1,3,0,1,1,0,0,2,0,2,0
Gene34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
Gene36,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Gene37,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gene38,0,1,0,0,1,24,9,0,0,3,1,1,1,2,12,3,4,0,0,0,0,0,6,0,0,4,4,0,0,12,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,0,0,20,1,5,0,0,0,2,0,0,1,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,4,0,0,1,0,26,0,7,0,0,0,0,1,1,0,28
Gene39,9,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,7,0,3,1,0,0,0,0,0,9,3,2,1,1,2,0,0,0,1,1,2,2,0,1,1,3,0,2,0,0,1,0,0,0,0,0,0,1,2,3,2,0,3,2,0,0,1,1,0,2,2,3,0,0,0,0,1,0,5,3,2,12,1,0,4,0,0,0,0,0,3,5,1,3,0,5,0,1,0,5,3,0,0
Gene40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene41,4,0,3,5,118,1,12,0,13,0,0,1,12,4,2,2,10,3,4,9,2,0,28,4,15,2,9,0,2,5,0,3,0,0,3,4,0,0,2,2,7,3,4,2,19,2,0,0,6,0,2,1,2,8,20,0,0,5,1,0,2,1,0,2,26,3,0,0,12,1,3,1,9,0,10,5,1,0,3,0,0,13,1,0,8,1,0,11,26,3,0,0,7,0,11,0,3,1,3,0
Gene42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene43,0,1,1,1,3,13,1,0,2,0,6,0,7,0,0,1,0,0,0,0,1,0,3,1,0,6,1,0,3,1,0,1,0,0,1,5,7,0,0,0,0,0,4,6,0,2,0,0,4,1,0,0,0,0,1,1,1,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,5,5,0,2,1,0,4,0,1
Gene44,0,0,62,55,13,10,3,3,0,0,34,2,482,18,2,0,0,35,3,15,3,0,234,47,0,0,0,42,1,3,0,1,25,13,0,3,2,6,0,1,4,2,29,28,0,5,0,1,2,0,5,1,17,3,0,0,6,45,0,0,6,0,15,123,0,1,5,45,5,2,1,0,61,16,0,1,1,16,0,3,5,4,113,7,3,3,4,3,1,5,3,10,204,0,1,3,1,51,0,0
Gene45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene46,0,9,2,0,8,0,0,0,0,0,0,3,0,0,0,0,4,2,3,0,0,7,0,2,0,0,1,0,5,2,0,8,0,0,5,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,3,0,0,0,0,1,0,8,0,0,2,0,0,0,0,1
Gene47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene48,6,0,0,0,4,5,4,0,0,0,9,0,2,0,2,6,0,31,0,2,11,0,1,0,0,2,0,3,0,0,13,0,0,1,0,0,0,2,0,0,11,0,1,1,0,1,1,2,0,0,14,0,0,0,1,0,0,5,0,0,8,1,0,0,0,0,0,3,2,0,4,0,0,0,0,2,0,8,1,0,3,6,1,0,0,0,0,3,1,0,2,1,0,0,1,0,0,3,0,2
Gene49,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
Gene50,0,0,0,0,3,0,0,2,0,0,1,0,6,0,0,0,3,1,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene51,0,1,3,1,31,5,2,1,1,16,6,0,1,0,7,0,1,18,0,14,1,0,0,2,20,0,0,5,5,61,1,1,0,0,12,0,1,13,0,6,0,5,0,0,1,0,0,0,0,1,2,0,0,0,2,1,1,18,0,8,0,2,0,4,3,0,0,4,1,1,0,3,0,0,2,0,2,3,0,17,0,9,0,0,10,0,2,30,1,18,7,0,5,0,28,0,0,28,0,0
Gene52,0,0,1,0,10,0,0,0,0,0,7,4,3,3,1,1,3,8,0,0,5,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,1,4,0,2,0,1,0,2,0,0,0
Gene53,1,0,0,0,5,34,2,0,0,0,8,1,0,6,2,9,5,2,0,1,0,2,5,2,0,7,1,1,1,2,7,0,0,1,0,11,3,1,1,0,0,3,0,3,3,1,2,1,0,0,0,1,0,3,1,3,1,0,0,1,8,0,0,4,3,6,1,1,0,0,0,0,0,3,0,5,0,0,0,0,2,0,0,3,1,12,0,3,2,3,2,0,0,2,0,6,0,3,0,2
Gene54,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
Gene55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene56,0,0,0,0,8,11,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,1,0,0,1,0,2,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0,1,1,3,0,0,0,4,0,2,5,0,0,0,6,2,1,0,0,0,1,0
Gene57,0,1,0,0,13,8,1,0,13,1,0,0,15,0,0,1,4,0,11,0,0,0,3,0,0,0,2,0,14,0,0,0,0,0,2,0,9,0,7,0,3,0,0,0,0,0,0,0,31,0,0,1,0,0,1,1,2,0,5,0,0,1,0,0,1,0,3,0,20,0,0,0,2,0,2,0,3,3,6,4,0,0,0,0,0,0,2,0,14,0,0,1,0,0,10,0,1,0,2,0
Gene58,5,0,1,3,3,0,4,0,0,0,0,0,22,0,0,0,5,0,0,1,3,0,4,0,2,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,1,2,0,2,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,1,0,0,1
Gene59,0,0,0,0,31,6,12,2,23,1,1,0,9,0,0,0,12,0,14,2,5,0,0,0,0,0,17,0,11,7,3,2,0,0,0,4,22,0,11,0,4,0,0,0,4,0,15,0,18,4,0,0,0,0,2,6,7,1,1,7,0,0,0,1,1,0,1,0,19,1,0,1,0,1,1,0,0,1,4,0,0,3,0,3,1,0,2,3,16,1,6,0,0,0,3,0,3,0,5,0
Gene60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene61,0,0,0,6,8,83,0,0,0,4,1,0,11,2,4,7,7,9,3,27,11,1,7,2,2,23,13,1,0,8,5,0,1,0,0,17,3,1,0,13,1,20,0,0,1,13,1,1,3,0,0,17,0,5,1,20,2,5,0,2,0,10,0,1,1,5,0,1,0,0,1,2,8,0,1,61,0,3,0,11,6,24,0,3,7,14,0,0,3,16,0,34,1,1,3,2,0,0,4,3
Gene62,0,0,1,0,2,0,6,0,1,0,0,0,6,0,1,2,2,4,3,0,2,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,14,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,5,6,0,2,2,0,1,2,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Gene63,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1
