,Bcells,CD4_Tcells,CD8_Tcells,NKcells
ENDOG,0,0.818589976,1.545580247,7.935788684
ENDOU,1.075544635,0,0.170229089,0
ENDOV,0.515784719,16.08189562,11.99038126,12.1091477
ENG,5.009868229,10.69855191,23.9434218,2.123997076
ENGASE,4.986147994,10.97751975,10.47129212,8.667835034
ENHO,0,0,0.354295958,0
ENKD1,0,1.655447047,1.553320143,0
ENKUR,0,0.060664411,1.248102636,1.8772311
ENO1,503.210081,901.7348318,838.4941624,831.5743573
ENO1-AS1,0,6.479115798,2.480229751,0
ENO2,26.883667,62.84503204,47.37297126,26.38861185
ENO3,0.740239723,5.18691211,6.762305426,0
ENO4,0.631908025,0.484358722,0.073571044,0
ENOPH1,70.60605576,81.65000383,81.19610718,86.96415323
ENOSF1,1.901204786,20.28531685,16.5822661,12.10563107
ENOX1,0.728530113,0.187272904,4.733893317,0
ENOX2,1.049781157,8.137686854,13.6668542,1.257128543
ENPEP,0,0.308255775,0.078622515,0
ENPP1,4.988618001,7.845119958,7.400349146,5.28439962
ENPP2,0,0.402188815,5.602390522,0
ENPP3,0.819962348,0.008242423,0.002222163,0
ENPP4,1.611442467,3.154776787,8.756353693,5.556034565
ENPP5,4.043531483,6.96064754,3.824160905,17.29161832
ENPP6,2.207310176,2.816571872,2.26207535,2.819121734
ENPP7,0,0.391587649,0.00521196,0
ENSA,82.84705656,97.30780967,89.65937946,73.96948331
ENTHD1,0,3.192828037,0.689699641,0
ENTHD2,0.61108608,3.263643929,3.477039584,18.41445191
ENTPD1,46.6202987,35.21400797,86.08523519,16.88221231
ENTPD2,0,0,0.03320295,0
ENTPD3,1.764834366,0.031878647,0.027968961,0
ENTPD3-AS1,5.659512858,8.545058546,9.359930007,10.66625844
ENTPD4,46.92701296,37.49808226,43.29869687,45.96659775
ENTPD5,8.570092426,2.165072022,13.89358265,0.086776434
ENTPD6,34.56655458,19.72532462,21.66830641,39.90712175
ENTPD7,5.580536469,3.607399616,4.331658951,2.298752099
ENTPD8,0,0,0.05246791,0
ENY2,17.88351082,25.57485496,22.57850743,2.849066294
EOGT,9.651771152,12.38361403,20.48177883,8.008277546
EOMES,0.541247607,7.261354633,86.01964731,46.3565422
EP300,15.24302119,23.81359374,23.1016079,22.57614661
EP400,10.65440546,9.408681921,6.578634257,6.229575522
EP400NL,4.039679231,3.004761659,2.524486271,0.139358832
EPAS1,0,1.518462545,3.187069377,0.960050862
EPB41,49.33408533,44.0783067,60.32479953,22.01531073
EPB41L1,0,0.390690008,0.257793303,0
EPB41L2,2.936147487,0.66513215,1.898837759,0
EPB41L3,0,0.426956072,0.386227409,0
EPB41L4A,3.58471888,3.707114502,2.559076378,1.395454646
EPB41L4A-AS1,50.66816183,34.48035497,31.73888298,11.63509088
EPB41L4B,2.011986094,0.362120229,0.35383387,0
EPB41L5,1.537328559,0.925288379,1.78235449,0
EPB42,0,0.109394457,1.290100469,0.079034877
EPB49,0,4.710842279,2.410384732,0
EPC1,36.08721915,34.74037472,28.4940328,14.42038791
EPC2,5.102377185,2.572681265,8.614297849,1.345841319
EPCAM,0,0.114417746,0.098681638,0
EPDR1,0,0.134488573,0.372659918,0
EPG5,4.184222012,5.652520635,5.048458411,6.411744814
EPGN,6.350636227,9.267999798,9.671538538,4.734616315
EPHA1,0,39.04591897,18.1018155,35.07607337
EPHA1-AS1,2.169880919,11.65672042,7.599536813,5.054358318
EPHA10,19.11036266,24.31526981,27.18889362,15.90313639
EPHA2,0.04274079,0.066906396,0.207303406,0
EPHA3,0.28401935,0.837410437,0.722506256,0.108391741
EPHA4,0,8.172110487,3.528736889,6.013617197
EPHA5,0,0,0.26411434,0
EPHA6,0,0.024060621,0.083044581,0
EPHA7,0,0.097273564,0.552450545,0
EPHA8,0,1.028943467,0.14144923,0
EPHB1,0,0.354315205,0.412127596,0
EPHB2,0,0.477289498,0.166775218,0
EPHB3,0.027901401,0,0.013412675,0
EPHB4,0.16723499,1.457543844,0.339376362,0
EPHB6,4.781844512,6.371578166,6.603943324,1.94816281
EPHX1,0.342394975,0.714632665,0.077796081,0.139031734
EPHX2,7.899603669,50.7875661,24.4324323,0
EPHX3,0,0.118790484,0,0
EPHX4,0,0.093394928,0.568241659,0
EPM2A,0,2.295503821,2.380830775,0.288069952
EPM2AIP1,53.62215003,31.77152539,28.56379509,28.94618736
EPN1,2.725220105,1.60415191,2.859222059,0.886795051
EPN2,4.01965484,5.178001308,2.701044748,1.42778113
EPN2-AS1,0.54769787,3.334261643,1.126013853,0
EPN2-IT1,0,0.517928638,0.329859573,0
EPN3,0,0,0.503271757,0
EPO,0,0,0,0
EPOR,0.134346852,5.993082137,6.595187117,8.305777691
EPPIN,39.42637766,47.84892155,53.4615229,32.83782247
EPPIN-WFDC6,0,0,0.012795484,1.190681565
EPPK1,0,0.077757402,0.180109579,0
EPRS,50.75340569,51.62292403,55.46734935,54.60306467
EPS15,73.83680335,74.43879434,83.21041112,80.75864384
EPS15L1,37.69049383,18.11032202,21.5277542,55.2974652
EPS8,0,2.635587111,1.331233873,0.299359115
EPS8L1,0.19821379,0.003801172,0.560086852,0
EPS8L2,0.180305728,3.214961378,7.878165834,0
EPS8L3,0,0,0.008884095,0
EPSTI1,49.12363704,63.03458949,66.80831082,45.52777643
EPT1,6.32179181,6.02957983,6.483128302,7.744609244
EPX,0,1.238443086,0.08751575,0
EPYC,0,0,57.14808376,5.383009581
EQTN,0,0,0,0
ERAL1,67.59375899,17.54740265,42.37255075,62.2658824
ERAP1,60.50486905,57.87628215,63.67221482,65.47649848
ERAP2,54.74337412,71.63532649,44.50641808,48.62858454
ERAS,0,0.571532679,0,0
ERBB2,5.325258353,0.616894885,1.416720647,27.83581555
ERBB2IP,19.66433684,23.53683793,33.4008741,22.58221757
ERBB3,5.553364863,3.223612909,7.68980264,10.29353633
ERBB4,1.412507778,0.122727194,0.504927954,0
ERC1,7.404782224,5.084809204,6.821734203,6.061965506
ERC2,0.046127911,0.285757612,0.436954608,0
ERC2-IT1,0.811399146,1.91049007,2.492810953,0.351301085
ERCC1,60.39212197,64.24233447,76.13091321,75.71259035
ERCC2,6.175160058,14.86851673,19.91732255,11.13285498
ERCC3,41.5073051,52.74194754,44.44961926,20.21724042
ERCC4,6.933135487,9.032223858,7.948852536,3.715900402
ERCC5,43.2958619,50.65444061,51.92368296,22.89005781
ERCC6,11.05183724,6.756831308,4.775514523,4.489579877
ERCC6L,0.058384639,1.660939105,0.452902207,0
ERCC6L2,6.798803781,21.21342253,23.02032198,1.956783658
ERCC8,27.76649624,5.80824303,17.8505066,32.80804671
EREG,1.904892727,2.872519753,3.126484063,1.763249987
ERF,2.985949112,1.626367909,3.475362118,0.267430396
ERG,0,0,0.22828541,0
ERGIC1,43.48704587,12.04549754,10.97787501,84.67530662
ERGIC2,81.21935258,83.8478635,81.04038022,54.54327345
ERGIC3,119.5347536,222.3282072,142.8335785,256.0193181
ERH,152.4431896,163.9951764,132.4904269,165.1349711
ERI1,3.246606281,15.89810462,10.17175593,4.26076567
ERI2,4.276587969,3.208699963,3.839969098,0.1800087
ERI3,11.44273467,11.30977048,24.44842581,12.53987201
ERICH1,45.49613029,41.02445733,35.49670737,29.74827718
ERICH1-AS1,0,0,0.157258826,0
ERLEC1,46.63527029,54.54477569,70.23543495,55.367874
ERLIN1,11.32244451,20.1946269,9.890673564,16.46891293
ERLIN2,22.10820637,7.876852005,13.81734468,3.357878045
ERMAP,0,1.766111537,2.716502552,0
ERMN,5.010501378,2.1496628,4.160941222,4.446420671
ERMP1,4.59146071,5.656540891,16.73562449,13.77134527
ERN1,4.704193008,17.03524728,10.39303308,7.877064731
ERN2,2.321003748,3.272744425,3.31338475,5.995998834
ERO1L,0.417589926,4.265909643,4.872674652,11.50487683
ERO1LB,18.97353319,8.283787864,12.95508106,1.517798982
ERP27,17.58729901,22.68995161,19.06394244,6.84714371
ERP29,413.3120807,248.6825784,201.6349861,177.6575057
ERP44,53.67898367,40.54891694,58.16873572,58.86367482
ERRFI1,0,2.051031237,2.560948062,0
ERV3-1,6.160513204,11.91675785,11.80348038,19.80345666
ERVFRD-1,0.120155094,0.95090786,0.359853423,0.034193366
ERVK13-1,13.71187791,12.81123429,13.59249525,23.6502019
ERVMER34-1,0.053062046,0,0.0030886,0
ERVV-1,10.18346073,12.88523463,16.90012437,12.65777681
ERVV-2,0,0.036000091,0.335510379,0
ESAM,0,3.097191237,0.019846603,0
ESCO1,30.33635346,20.81220769,29.2382755,35.74805381
ESCO2,1.051342592,2.502589428,2.736628633,0.051937703
ESD,129.5609522,119.3417885,93.84640225,30.02448276
ESF1,21.3553809,12.32881468,18.63318401,37.32088317
ESM1,0.050642989,5.367516179,6.073322852,0
ESPL1,0,2.556615824,1.048933485,0
ESPN,0,0.428018851,0.089915303,0
ESPNL,0.577712747,0,0.082831604,0
ESPNP,0,0.834619566,0.265990424,0
ESR1,2.317621082,4.839380549,0.268778941,5.197304092
ESR2,8.133190849,3.747152001,1.725886325,1.840048007
ESRG,40.62537374,55.81684728,32.11711239,16.23203254
ESRP1,2.153012777,2.196207543,3.412420572,2.535964735
ESRP2,0.033708672,0.480734639,1.510786939,5.442835739
ESRRA,3.141062355,19.45552773,11.51153249,3.499105896
ESRRB,0,0.125791913,0.228341939,0
ESRRG,0,0.639649215,0.616553633,1.949742033
ESX1,0,0,0.037286973,1.954306893
ESYT1,76.24068481,136.2595046,132.8600911,56.7738266
ESYT2,15.22764953,22.32268549,37.37413362,19.84364594
ESYT3,0,0.340181802,0.004197939,0
ETAA1,18.41269032,8.737746749,13.25192302,39.58170533
ETF1,11.04621424,43.31381372,42.84456645,32.09364582
ETFA,123.4564766,66.76363572,120.6287354,129.1263054
ETFB,122.1369784,142.6301325,87.04294846,112.5846071
ETFDH,9.436944315,26.67336161,12.81964625,4.497819493
ETHE1,33.01802893,100.1281455,64.76613998,98.61890561
ETNK1,87.59430347,84.93762549,152.6940744,63.06176696
ETNK2,0,1.443260776,4.472417022,0
ETS1,49.05840193,86.3211243,73.12974916,68.79520375
ETS2,0,9.837436922,5.7910284,16.29039102
ETV1,0.717360267,1.783505994,42.27964416,0.02096779
ETV2,0,0.057696366,0.114337903,3.151651051
ETV3,0,16.79697714,16.2437585,23.41793432
ETV3L,0,0,0,0
ETV4,0,0.117088678,0.242246309,0
ETV5,3.885472737,3.871200789,3.347222788,0.41970936
ETV6,13.51821766,20.16190317,8.215253889,10.05383398
ETV7,8.364338384,51.45302431,18.38238872,0
EVA1A,0,0.187204985,0.119168238,0
EVA1B,0.320789958,1.751440549,0,0
EVA1C,0,5.535524588,4.566193885,12.6054586
EVC,1.292650444,2.143432233,2.188493056,0.193552783
EVC2,0.03354569,0.745442791,1.46858867,0
EVI2A,127.8407541,121.5693807,128.2383451,43.61848368
EVI2B,293.8675402,231.7965649,287.2446391,236.9603248
EVI5,12.49737812,9.393994472,8.615684102,5.535645001
EVI5L,0.73042788,0.183151656,0.475890643,0
EVL,53.23318878,101.4029064,124.1519991,152.9736836
EVPL,0,0.009030271,0.376947369,0
EVPLL,0,0,0.007733551,0
EVX1,0,0,0.011331302,0
EVX2,0,0,0,0
EWSR1,211.2303632,220.0912502,295.7335728,239.7231142
EXD1,11.69520188,14.9902733,23.13220499,13.81754074
EXD2,5.837685183,3.032791945,6.778541192,12.3962117
EXD3,2.631367303,3.702087515,2.278066338,0.339350281
EXO1,0,1.889859488,4.377024768,0.26129776
EXO5,19.81633887,14.25856943,24.82718517,44.49308118
EXOC1,37.80627202,25.84263822,36.91289819,16.51442054
EXOC2,30.90748649,30.04737666,53.36871102,21.7517295
EXOC3,5.144576567,17.78036069,20.8583674,32.70729024
EXOC3L1,0,0,0.393785766,0
EXOC3L2,13.34424131,14.45227946,14.18030474,9.128426913
EXOC3L4,0,0,0.007986681,0
EXOC4,67.60797357,127.8753589,110.0320771,102.9832549
EXOC5,20.64091976,15.7141127,18.86294457,17.27427496
EXOC6,48.29016186,8.211134903,11.45373283,7.324718858
EXOC6B,4.254519058,2.492260457,5.274045281,0.089680265
EXOC7,42.96864357,37.87794659,45.93534349,10.10823806
EXOC8,4.175537921,11.20965006,16.43876946,19.17508451
EXOG,2.824233783,15.18698562,16.57269232,14.14840774
EXOSC1,45.87794171,56.03222798,51.59790799,29.29829892
EXOSC10,69.50046995,62.90623284,75.10041542,18.88633057
EXOSC2,25.65170209,34.65343601,31.68349598,20.59918524
EXOSC3,44.14335933,25.24692495,37.49026241,23.87051047
EXOSC4,41.00054981,84.60349142,20.80644745,72.90852568
EXOSC5,22.97010685,42.12955977,48.40893458,0
EXOSC6,38.96008462,43.23745167,41.2591124,31.45702943
EXOSC7,33.54590137,72.39316774,82.7034643,56.84928491
EXOSC8,50.11534989,46.03912116,56.06891929,29.97168713
EXOSC9,56.45787994,58.18922823,78.31513137,50.95052659
EXPH5,6.860448261,10.46613292,11.12587167,9.01725952
EXT1,0.0512831,2.354575471,0.515908403,2.505780937
EXT2,5.993380623,26.97301701,29.1884927,10.88594913
EXTL1,0,0.330126397,0.697229034,0
EXTL2,0,0.012485216,3.065664203,36.46620256
EXTL3,3.274198193,7.568522665,9.253229606,16.91228222
EYA1,0,0.36237346,0.609326616,0
EYA2,20.61111574,0,0.219947722,0
EYA3,34.37431811,22.25105968,34.0472779,29.48175732
EYA4,0,0.095933862,0.201834173,0
EYS,0.314654063,0.588426502,0.809335091,0.187099907
EZH1,27.93494542,26.51890734,26.56112769,33.97461343
EZH2,17.43176392,39.1727251,28.38395514,18.06332474
EZR,518.526182,470.9859206,503.8906718,301.7055105
F10,0,0.024788066,0.26465793,0
F11,0,0,0.078512682,0
F11R,15.96743012,21.9408783,20.97500054,19.8800925
F12,0,0,0.040488933,0.716824612
F13A1,0.009515839,1.517327831,0.203329313,0
F13B,0,0,0.144301075,0
F2,0.387068362,0,0.13110479,0
F2R,6.391527806,49.64424495,118.7618159,150.5463967
F2RL1,1.236380815,2.926921511,3.283237694,1.990056323
F2RL2,1.922639251,24.57785805,12.991134,49.62974407
F2RL3,8.736606333,11.58866126,11.72674198,24.52912943
F3,5.884218655,8.360577804,7.18882078,8.428858536
F5,1.459431422,20.12930995,3.2277005,1.875844467
F7,0.263360951,0.046426167,0.779085744,0
F8,2.775904666,4.271833481,6.764969213,0
F8A1,4.285268035,3.405110636,4.877609709,0
F8A2,0,0,0.00655291,0
F8A3,0,0,0.00655291,0
F9,0,0,0.00107844,0
FA2H,0.984979854,0,0.08220446,0
FAAH,9.231127089,0.901502998,3.044392797,0
FAAH2,1.282189065,46.87468593,29.66800276,0
FABP1,0,0,0.012807692,0
FABP12,0,1.72488869,0.099108051,0
FABP2,0.815603582,0.991044636,1.528732971,0.224197562
FABP3,8.416754228,1.169675207,2.514713282,0
FABP4,0,0.574109124,0.303191489,0
FABP5,44.13438715,68.88807803,359.9416535,5.190172376
FABP5P3,0.342876305,0.109996482,0.188961829,0
FABP6,0,0,0.06163632,0
FABP7,0,0,0.254212679,0
FABP9,2.518517613,0,0.069930373,0
FADD,10.74883267,39.01210965,24.63092899,45.95868119
FADS1,0.557872173,9.73524255,4.118567995,1.212324135
FADS2,2.274504323,4.105538366,2.578558954,0
FADS3,18.13373507,2.705215113,1.789406671,0
FADS6,7.076765966,10.36233443,11.51676015,8.764390197
FAF1,1.296559998,10.23644792,8.461477474,1.271324109
FAF2,2.279474866,29.11229754,25.59670086,9.886323694
FAH,0,5.163341781,4.644628197,0
FAHD1,25.62801782,20.3668674,24.07112877,6.198805652
FAHD2A,11.60594284,27.15670861,22.24971394,6.364501846
FAHD2B,3.248526785,26.69529882,32.46024111,13.93728803
FAHD2CP,0.338532523,13.38235087,23.74734499,6.578272565
FAIM,7.738742592,5.268525179,27.64070011,26.31185384
FAIM2,0,6.151785849,2.39936231,0
FAIM3,544.9122077,183.1048999,205.8410412,132.5204469
FAM101A,0,0,0.070555973,0
FAM101B,2.2371374,19.3550646,6.496595627,22.47695584
FAM102A,54.66062254,106.1710317,48.72750291,8.455442997
FAM102B,1.693111392,1.051797572,4.546396178,1.329090343
FAM103A1,16.40947925,29.07766982,43.58466036,6.040982065
FAM104A,60.43924762,62.99885366,78.86947034,46.22046609
FAM104B,19.25350153,8.590805085,8.489488351,16.1990602
FAM105A,0.41433314,11.2870577,15.90800743,20.156351
FAM105B,8.118655774,16.68778839,27.84985075,9.214779358
FAM106A,9.405515342,10.01667628,11.14352497,11.02482109
FAM106CP,0,0,3.054538267,1.133575045
FAM107A,0,0.101694177,0.001981746,0
FAM107B,11.85493411,61.22602153,59.35614306,108.5169572
FAM108A1,19.35324795,7.446797362,11.7306006,100.2267834
FAM108B1,8.817977825,14.71448619,50.82668369,3.717885039
FAM108C1,0.241598551,1.437279322,1.03511542,0
FAM109A,0.372566587,0.227034132,0.385461752,0.251298134
FAM109B,11.95919758,3.607180664,2.183474782,0
FAM110A,10.61853888,59.92599094,43.86030916,40.79925957
FAM110B,0,0.655273468,0.745329115,0
FAM110C,0.184503693,0.241698058,0.852322219,0.167101554
FAM110D,2.769663473,0.11921217,0.012064517,0
FAM111A,41.48106569,60.89049863,65.05635516,81.84072178
FAM111B,11.32319797,10.60042858,9.882428609,3.27782725
FAM114A1,11.20448135,17.9452642,17.39000065,16.43753439
FAM114A2,7.943544871,22.04947877,21.30559428,80.60127269
FAM115A,11.39741744,8.145547312,20.34913492,11.01854134
FAM115C,13.02659826,29.84953702,37.53943156,10.75152046
FAM117A,12.33828667,4.643860419,10.91409118,37.44394231
FAM117B,41.26055875,7.567613755,7.429328558,35.82624461
FAM118A,20.07118795,31.74510553,35.76405504,24.96400481
FAM118B,16.31712226,12.50890574,23.41350281,25.97291497
FAM120A,11.28678258,24.8430687,26.10232503,17.22746941
FAM120AOS,6.815205248,11.05107358,17.58181515,16.94673661
FAM120B,63.60275759,48.98527402,85.87376564,43.01799464
FAM120C,13.99935653,1.803318609,7.435431908,25.55845211
FAM122A,2.576799794,5.578611888,11.18564501,5.67491255
FAM122B,3.94944252,5.288398075,9.139259538,16.93261415
FAM122C,17.6822984,30.57121736,39.18621127,17.12139112
FAM124A,2.039874208,2.329942757,3.718288258,1.667462446
FAM124B,0,1.565431248,0.432519721,0
FAM126A,18.11068308,1.436820539,12.76567114,14.63128837
FAM126B,11.15010595,26.86317594,30.51842399,53.26170992
FAM127A,24.35183973,25.20514696,51.02209137,22.71335399
FAM127B,34.74060435,30.4717818,36.36121916,28.75234081
FAM127C,0,0.003255479,0.04329169,0.309363231
FAM129A,7.166895094,44.96819142,25.9610445,65.36127841
FAM129B,0,0.372723527,0.447040261,2.808469267
FAM129C,85.35491307,0,0.126991037,0
FAM131A,33.04924018,3.248226632,6.186003472,8.668786108
FAM131B,0,0.020000053,0.703098798,0
FAM131C,0,0,0.041602969,0
FAM132A,0,0,0.364581633,0
FAM133A,0,0,0.081431122,0
FAM133B,2.3203509,7.057766959,4.924704325,16.78511108
FAM133CP,0.215303551,1.814814544,1.045171779,0
FAM133DP,22.40594972,23.48384668,23.91367841,40.26246461
FAM134A,14.26499723,12.34979388,15.6350157,26.46154917
FAM134B,1.325308908,4.87869685,1.620979459,0
FAM134C,74.48841374,81.28836645,92.90624357,136.8669814
FAM135A,5.333268396,5.04816221,3.363891352,0.1109694
FAM135B,3.283402183,0.012606108,0.221020817,0
FAM136A,24.7336994,22.60670288,56.0941361,48.00192427
FAM138A,1.28266555,1.111447367,1.495089963,0.620989508
FAM138B,0.10112338,0.913230824,0.834632396,0.414534276
FAM138C,0.773499681,1.562580891,0.692313451,0.31000874
FAM138D,1.227495236,1.751641627,2.111506537,1.971067885
FAM138E,0.237243024,0.166243535,0.278348454,0.31000874
FAM138F,1.227833507,1.125689921,1.524218818,0.620989508
FAM13A,0.051448919,8.053803562,1.740745967,0
FAM13A-AS1,5.352925706,9.464096779,3.634791916,4.383943818
FAM13B,23.02846487,29.84220791,30.70789741,10.76895633
FAM13C,0,0.994604399,0.026620716,0
FAM149A,0,0.011130372,1.082752247,0
FAM149B1,26.0892902,3.673818366,3.631318189,0.921655414
FAM150A,0,1.025268063,0.243939673,0
FAM150B,0,1.129187154,0.98401656,0
FAM151A,0.380443259,1.573000866,0.175785859,0
FAM151B,0,0,0.479380232,0
FAM153A,0,1.369386657,0.842823473,0
FAM153B,0,3.60421606,1.192881512,0
FAM153C,17.44743039,30.76853242,34.37532367,21.54483301
FAM154A,0,0.440299397,0.746635325,0
FAM154B,0.408852653,0.417692054,0.627161683,0.200326444
FAM155A,0,0.453627774,0.596417671,0
FAM155B,0,0,0.135581283,0
FAM156A,30.66916065,28.58589424,46.47037267,16.65757878
FAM156B,3.95733812,0.983657063,2.277851299,1.62106022
FAM157A,0.33353057,1.547044244,1.322824182,1.595498441
FAM157B,2.625894127,1.33100295,1.269584968,0
FAM159A,25.045462,5.448196588,9.911701932,8.425942637
FAM159B,0,0,0,0
FAM160A1,0.087091454,0.083091555,0.200425704,0
FAM160A2,0.823345809,9.023206135,4.736483974,14.19895398
FAM160B1,2.831174286,22.9841558,34.44028617,0.446461696
FAM160B2,29.34737375,28.6165013,26.64607163,26.87294386
FAM161A,8.294434957,8.357300527,9.380237093,10.23795057
FAM161B,0.851064981,3.390118591,5.104141098,1.147787252
FAM162A,30.71763675,85.29951839,66.16058168,48.28014302
FAM162B,0,0,0,0
FAM163A,0,0.188720688,0.418399554,0
FAM163B,0,0.311965556,6.726485966,0
FAM166A,0,0.294430958,0.487083133,1.739987286
FAM166B,0,0.58450218,0.744732676,0
FAM167A,0.017902556,0.02030365,0.07598623,0
FAM167B,5.660895399,5.934881716,4.527271607,4.246377062
FAM168A,0.277230488,7.57197638,2.680574613,0.839056519
FAM168B,17.69177226,20.02411724,18.55419033,23.44749738
FAM169A,7.736969289,1.365100956,2.703301109,0.947798336
FAM169B,1.27846939,2.426488852,1.387152576,2.845329296
FAM170A,0,0,0,0
FAM170B,0,0,0.165627855,0
FAM170B-AS1,0.691553029,0.873826691,0.099457773,0
FAM171A1,1.47161843,9.15086365,0.71109919,0
FAM171A2,0.903507089,0,0.156705816,0
FAM171B,0,0.245942817,0.292849368,0
FAM172A,5.627293994,13.14959525,22.86307888,14.1220556
FAM172BP,3.015522912,7.475881679,7.509095541,4.612066879
FAM173A,1.325278435,25.65192747,31.60609589,48.49456328
FAM173B,6.4413837,4.764718158,7.974027639,2.370667024
FAM174A,5.529224337,13.11604729,20.17674159,4.106383799
FAM174B,0.678407931,5.379415305,6.236566703,0
FAM175A,38.24596425,18.89896203,18.03909086,13.28705221
FAM175B,14.06008217,12.68508816,16.76146837,20.76941436
FAM177A1,20.10332897,43.00786239,38.23592254,41.76446345
FAM177B,29.44066001,0,1.43947618,0
FAM178A,45.60499677,25.77846304,40.50075135,37.0703424
FAM178B,0,0.064784949,0.546216598,0
FAM179A,0,2.093337457,23.29791077,1.442303069
FAM179B,7.781617555,12.76099716,18.17187636,24.05047678
FAM180A,0,0.474618453,0.115956046,0
FAM180B,0.117572505,0.189698366,0.154607248,1.01129981
FAM181A,0,0,1.386695583,0
FAM181A-AS1,0,0.014667312,0.002617288,0
FAM181B,0,0,0.003790753,0
FAM182A,0.261759388,0.415699247,1.895333758,0
FAM182B,0.541128126,0.536315426,1.376700704,0
FAM183A,0,0,0,0
FAM183B,0,0.147331598,0.20764451,0
FAM184A,0,0.76087708,6.631911581,0
FAM184B,3.713357852,3.761953253,2.979959695,2.156862018
FAM185A,6.856674724,10.29202997,7.474726643,6.266821479
FAM186A,0,0.768037647,0.132250486,0
FAM186B,0.190792958,0.589581409,0.298546258,0
FAM187B,0,0,0.019608237,0
FAM188A,1.825019626,13.37001958,24.0423858,27.62241678
FAM188B,0,0,0.517427076,0
FAM189A1,0,0,0.096311962,0
FAM189A2,0.164677575,0.286213249,1.098227105,0
FAM189B,0,0.088118766,0.128766496,0
FAM192A,47.87327547,46.93567015,67.23210619,30.7998114
FAM193A,7.713346052,10.7714859,13.722174,20.93074666
FAM193B,20.2693811,9.700167257,11.52832093,38.41632487
FAM194A,0,0.111338819,0.116694273,0
FAM194B,0,0,0.154911868,0
FAM195A,6.265183544,17.61393115,14.1809445,0
FAM195B,44.40172985,73.43131079,84.32429148,140.8883847
FAM196A,0,0.20030175,0.0437047,0
FAM196B,5.732937146,2.859883809,2.626657795,0.364834391
FAM197Y2,0,0.148176834,0.210018704,0
FAM197Y5,0,0.148176834,0.210018704,0
FAM198A,1.320410464,0.258235672,0.00226496,0
FAM198B,0.066449031,0.079090982,0.21239892,0
FAM199X,3.244134397,3.176993796,6.782492012,8.20750696
FAM19A1,0.0949916,0.306544663,1.455424416,11.89305703
FAM19A2,0,0,0.285513099,0
FAM19A3,0,0,0.110081946,0
FAM19A4,0,0.449437329,0.20751319,0
FAM19A5,0,1.297786422,0.180393961,3.765266636
FAM200A,37.53482898,5.896647414,17.74737625,0.184843699
FAM200B,4.88183362,4.489623013,8.893050569,26.26760517
FAM201A,0,2.501311728,0.43325139,0
FAM203A,1.181041706,14.94115564,7.422508081,31.94972122
FAM204A,24.76128195,25.94426415,22.6096414,53.73996421
FAM205A,0,0,0.175622227,0
FAM205B,0,0.071696256,0.181717657,0
FAM206A,5.874154972,9.080325376,19.65551996,1.583317258
FAM207A,3.23862776,4.038651131,8.367535861,0
FAM208A,16.85837447,28.33134571,27.50042921,14.8312008
FAM208B,7.164276712,10.27436161,10.71027931,11.018359
FAM209A,1.572619313,2.022850649,1.210935628,1.727202652
FAM209B,0.386597178,2.224716367,0.699135022,0
FAM20A,0.035964968,0.445832661,2.085613708,0.354518712
FAM20B,3.742649753,6.643197493,7.725117175,6.737390888
FAM20C,0.013225275,0.020969865,0.298575396,0
FAM210A,7.617901774,10.13233697,19.73682182,6.981547519
FAM210B,28.84307817,28.76502824,42.60245418,20.2240362
FAM211A,0,3.678812016,5.348544329,0.265819158
FAM211B,15.78308519,0,2.443985664,0.161936806
FAM212A,11.91609644,0,0,0
FAM212B,0.735128045,1.464641026,1.198524562,0.966473308
FAM213A,14.64618841,18.25775968,15.48088,10.42030369
FAM213B,23.76811531,10.35086091,20.61851734,3.41465185
FAM214A,49.4932277,16.41435863,17.21952234,0.106777854
FAM214B,3.051400034,5.280276115,6.625225097,11.30330584
FAM215A,25.07620311,23.89438098,43.99520817,17.79297528
FAM216A,9.831024117,5.862210277,13.56202464,0
FAM216B,0,0.012605949,0.116327132,0
FAM217A,0,1.453746008,0.3307154,0
FAM217B,33.80712602,20.78607808,25.94613099,38.6437143
FAM218A,0.799618148,0,2.997643569,0
FAM219A,2.293385573,1.818656604,0.757749621,6.789051705
FAM219B,15.94362138,13.70568229,28.37713348,33.90162542
FAM21A,0.345611228,9.687313093,22.22743739,32.64214908
FAM21B,10.55151788,7.152189353,10.71291593,11.22992873
FAM21C,16.61008676,19.70531284,25.1852589,2.628107389
FAM220A,32.85948461,4.637470744,13.61717447,0
FAM221A,11.94267603,13.63756344,14.27333765,12.86563653
FAM221B,0,0,0.13698587,0
FAM222A,0,0,0.185582489,0
FAM222A-AS1,0,0.441396029,0.720323084,0
FAM222B,13.50814231,16.00902867,14.29457307,44.67878671
FAM223A,0.515467438,8.263961352,6.961059735,0.830996178
FAM223B,0.515467438,8.263961352,6.961059735,0.830996178
FAM224A,0,4.099190612,1.619000235,16.62000965
FAM224B,0,0,0.105361,0.293879216
FAM225A,0,1.579723451,1.182645069,0.141617964
FAM225B,0,0.006424214,0.156491668,0.000645177
FAM226A,0,1.263860117,0.638480809,0
FAM226B,0,1.263860117,0.638480809,0
FAM227A,7.732796923,10.97064237,10.97883963,7.514633507
FAM227B,0.960099049,1.738129417,1.560527382,0
FAM228A,0,0,0.097013577,0
FAM228B,6.650746222,0.393875441,3.419147092,0
FAM229A,20.30870785,2.88692688,0.562386267,0
