Symbol,Blood,Breast
MFSD6L,99.36332963,56.6614702
CDH23,22.98691023,18.72961117
LOC100653137,22.98691023,18.72961117
ANKAR,28.57052038,29.34865631
MEGF11,9.509074689,7.807947202
GPR182,79.39683784,44.74449288
ESX1,27.63931971,25.95952431
C8orf12,16.3926567,13.84693379
LOC653486,47.80017648,24.90914666
SCGB1C1,47.80017648,24.90914666
DNAJC5G,47.00254811,36.33952688
WDR88,22.90265113,17.65338209
WDR88,27.047395,22.12371031
PRUNE2,11.31217035,10.83435081
MBD3L2,61.0749906,45.11488956
ADAMTSL1,15.5430652,16.22824342
MBD3L1,15.96733365,11.87205815
MBD3L1,48.08293898,41.00102419
FAM46D,8.780484322,8.391518192
SERPINB11,11.7332856,9.074376821
LINC00161,15.75596044,10.47776381
DSCR10,182.4181436,111.4451533
DSCR10,62.3159343,46.71686125
ABHD11,15.49225912,32.41922653
ACAP2,153.2519401,73.29766971
GAMT,325.3160196,136.1855102
GAMT,236.4847469,367.4801165
PLCD3,77.24317466,99.87692077
IRF6,18.90946578,237.0011238
IRF6,28.02432097,85.41059028
PTPRC,37.1245188,11.01496498
MAN1A2,55.05110463,35.62229077
RAPH1,23.90825673,24.98269573
SMCR8,91.15746073,64.35414625
LACTB,27.82296606,61.01314836
LACTB,43.86301572,64.04722494
BNC1,7.328069596,8.157670929
MPP4,12.06458573,10.95256152
LACE1,17.9273071,19.30319161
IDI2,86.45268588,59.29013261
CYP11B1,46.81099142,40.86709984
TAF8,32.58593868,26.46894735
COBL,32.4796727,49.02061773
SLAMF6,454.524925,153.9636963
ZSCAN20,37.2240586,31.95872289
ZSCAN20,27.72197673,22.20350888
GPBAR1,201.8886896,64.14977064
RHBDL2,15.14847627,25.19106148
FRAS1,67.35413722,54.64514574
BRSK1,153.7043505,99.57811438
CRB2,18.82869423,14.09317523
KCNE4,32.38377753,132.0630551
KCNE4,40.69188735,127.9763077
CD300LG,15.23467602,15.41867727
SLC34A3,561.4497855,379.678087
CPA6,9.885439681,12.7611746
WBP2NL,9.506282875,12.62554314
HIPK1,25.58633149,20.55581832
HIPK1,208.9558899,43.033401
MTBP,24.22035862,26.11098017
ACVR1C,50.47195125,33.44554197
TMEM74,18.572586,17.33972226
TMEM74,7.727820794,7.597846136
TIGD4,7.616061296,9.506227729
TIGD4,55.52035546,47.40155609
ART5,152.494127,96.61693902
FAM71C,60.07526942,40.07340068
C21orf67,115.5100085,105.1583772
NLRP11,20.44627408,17.35860403
ATP6V1C2,11.61492873,14.0471391
CLDN19,70.04849074,52.93335851
VTI1A,119.5404945,48.37482435
KIF6,28.52657519,16.42867603
IQCD,57.03732017,52.90682122
TAGAP,413.689648,83.93233232
TAGAP,310.4856208,23.56159826
STON2,37.48057396,28.36077819
SERPINA12,47.62930719,46.57372604
LETM2,25.85907061,23.42202613
BSND,32.16694994,18.52314512
BSND,106.105969,59.96546434
CLEC4C,18.60421761,11.15527711
NLRC4,255.9575593,34.72611281
NLRC4,51.68310875,20.20056635
PRSS36,85.04616705,48.68775306
ZDHHC15,10.41544305,10.28173888
RAI1,194.6721824,113.6498874
CDK15,41.04494864,32.93500288
ZNF570,39.78237159,31.73922219
AF131215.4,20.44132175,9.470172772
NUDT9P1,23.90484261,15.28031096
BTBD16,26.00663325,16.80545557
RTP3,74.40820996,36.32665882
RTP3,25.6872613,18.31888888
TSPEAR,29.76626361,26.61099075
MIPOL1,7.471332122,13.66472403
MIPOL1,32.68422184,43.40247332
C6orf141,50.53457561,540.6962493
ALMS1P,37.20893957,35.3647731
MYO3B,12.003859,9.511341307
ADAM21,29.10247616,18.61051686
TRIML2,67.09027365,38.39344056
ABCC13,19.66181779,29.89453374
ABCC13,238.1501534,60.37163744
IL12RB1,309.112423,67.84856015
GTF2A1L,11.15583358,8.816109387
TRPV3,101.983026,61.31411677
CNBD1,12.45000121,10.38667001
CNBD1,9.961616654,9.696720681
ABCC12,16.44679892,15.60717932
MMP21,9.325699818,8.651897374
TMEM190,87.07605215,58.44199318
GAS2L2,133.0961202,100.2044879
KCNG4,37.20867703,35.9335739
PXT1,18.76715575,14.57021301
CACNG5,53.2746838,56.05877846
LINC00308,65.82291854,38.57958445
LINC00308,21.36583996,16.52193596
FAM223A,73.04323545,33.49623341
FAM223B,73.04323545,33.49623341
WFDC11,36.26314343,22.04180523
IFNL2,25.34769237,18.16004716
IFNL3,25.34769237,18.16004716
JAK1,1133.811972,361.8662978
JAK1,313.539693,114.3221721
CDC42SE2,543.7414974,152.9967232
CDC42SE2,392.4200836,99.40531296
ACACB,451.9651609,237.5874054
ACACB,58.31202356,49.20980302
RFWD2,707.0511118,346.6132344
STX6,290.9643801,334.2650959
ANLN,15.03894237,234.7773308
SPRR4,226.8169578,116.7410607
POLR2J,292.2185897,383.0434729
POLR2J2,292.2185897,383.0434729
POLR2J3,292.2185897,383.0434729
UPK3BL,292.2185897,383.0434729
LOC441259,137.9688994,232.2656652
POLR2J,137.9688994,232.2656652
POLR2J2,137.9688994,232.2656652
POLR2J3,137.9688994,232.2656652
UPK3BL,137.9688994,232.2656652
HSH2D,127.4705795,77.05291842
TRNT1,50.17646059,82.95029754
TMEM163,22.87915871,24.48490576
ARHGAP5,19.09737568,53.29343881
HERPUD2,384.0995037,314.4168068
JMJD6,39.13542479,20.80636134
SRCAP,69.39558874,91.17034467
MAP3K6,65.71416039,47.70239039
ARSG,105.6782104,189.8380469
ZNF101,58.85392375,74.89474193
ZNF101,88.27269476,140.1795758
PTPN11,15.52495689,13.3655473
KLHDC7B,77.23445675,84.27705999
ATAD3A,129.8492009,202.1388504
ATAD3B,129.8492009,202.1388504
ZNF626,58.79676662,132.0411236
PHC3,36.41927822,47.55141984
IL11RA,99.18423496,84.08758414
TNFRSF10A,98.53828071,80.91373244
RAD51L3-RFFL,97.21779556,28.16087489
RFFL,97.21779556,28.16087489
RAD51L3-RFFL,127.7378974,55.41446054
RFFL,127.7378974,55.41446054
HPS4,86.22688343,67.09746335
UHMK1,116.0745828,71.31263679
TXNDC2,67.84588358,60.280791
NAV3,30.29423436,107.5423502
C5orf22,48.54337148,100.0642102
PCDHGB7,6.593134843,6.426554056
PCDHGB7,16.83571278,16.34199534
ERC1,134.257988,97.87740673
FLCN,76.17187415,101.1849526
JMJD1C-AS1,50.88944501,45.26147541
LRRC7,11.76373577,9.296948245
SH2D3C,270.2475547,67.71688749
PPP1R3B,81.97502039,34.66159
PPP1R3B,268.6234992,99.24685098
SLC9A7,103.4481056,55.87596832
IGSF3,58.37884401,55.49252664
RFX6,16.21037561,9.918292763
DIRC1,9.074886415,8.563902004
DNAJB7,9.494314486,8.527522036
UCN3,107.596556,71.87574977
DIP2A,89.36836288,82.68075739
USP28,98.22975465,102.199364
CASC5,31.42429648,42.41764189
CASC5,15.712903,21.69583296
SENP8,24.76877622,21.67975871
GRHL1,56.53035859,113.3679391
CNBD2,50.83566672,42.36088757
CNBD2,34.34750226,25.75980248
CASKIN1,78.40506928,102.1550165
CACNA2D4,59.54735259,48.63483119
ARL11,186.5852053,16.93398315
ARL11,16.09411818,11.1524918
SLC2A13,8.943696874,7.754132226
SLC2A13,30.17817275,31.78245223
NIPA1,19.96991403,19.37068837
TUBA3FP,79.50353259,66.7053954
CARD16,353.3219286,76.36717149
CARD16,573.0257343,90.69256473
CASP1,573.0257343,90.69256473
DUSP19,7.790773888,9.256393446
DUSP19,12.56150652,12.11292176
CYB5D1,202.2343121,265.1364383
NMNAT2,71.67609654,44.15061448
SLC4A1,735.2833976,35.74708245
CREG2,12.08475823,9.722764665
RXFP1,9.765309787,9.549044698
SPEF2,35.14842349,76.4740753
CEP170,51.44439621,34.34022822
CEP170P1,51.44439621,34.34022822
DTD1,73.37335924,62.45074995
CASC4,61.30627306,62.30624001
FGF1,10.75029736,15.22657559
ARPP21,8.846072734,8.697165919
RHOXF1,68.59508965,53.46937532
ADAMTS17,26.35408878,26.83347788
ADAMTS17,19.83579884,26.28944544
ADAMTS17,20.23227074,19.48981024
SNHG7,102.9219266,90.67801198
SNORA17,102.9219266,90.67801198
SNORA43,102.9219266,90.67801198
DHH,30.2569988,19.873543
ABRA,14.62630514,10.18037173
ABRA,10.34698599,9.873406236
KLHDC1,39.33915219,66.03772271
RICTOR,28.48041235,15.11813517
PCDHGA4,30.99609846,126.9545122
NETO1,37.51643574,26.06090969
WWP2,94.30745014,49.68740496
ST7L,12.48329227,13.05578749
ST7L,22.95430474,49.98570736
C2orf15,10.16662843,16.76212868
KCNH8,11.88096785,10.54974663
MCF2L,32.51354641,27.38622293
SLCO6A1,19.83533404,15.80193066
PP2D1,9.012385239,8.097920076
KLC3,283.1569628,207.6345367
CIB3,12.06489716,14.78551144
CIB3,114.3717828,113.0376278
CADM2,15.8680673,13.70318551
CADM2,9.593599588,10.50859999
C9orf66,31.27615381,26.79203232
C9orf66,19.85667826,14.91657109
HDAC9,16.27163366,14.91591024
HDAC9,10.69576325,10.12805674
SLC16A11,360.918714,195.331801
TMEM67,8.01302793,9.094017018
TMEM67,16.96469139,15.29872726
HS6ST2,11.47564142,10.63596481
HS6ST2,26.60427607,115.7363843
CAMKK1,132.1410198,77.57220989
ZNF625,16.44743657,22.24390455
ZNF563,40.04610858,43.94030647
LIN9,17.99197278,13.47680523
CLEC4D,182.2426552,27.98615102
CLEC4D,122.8519659,25.41011299
SLC25A27,23.55998555,23.94232615
GPRC6A,32.16093949,24.19434977
RAET1E,48.63989287,36.34856469
SLC44A5,12.21204315,8.744888436
SLC44A5,16.4948357,15.55033498
ZNF417,8.497136232,9.568791817
ZNF781,15.12773131,12.97446628
HELB,44.71098812,34.29016027
HELB,83.27510063,99.5057292
SEC62,21.51763716,20.2151889
SEC62,133.9761469,162.8854676
TRDN,9.723383376,8.152128923
SOCS4,14.0871122,12.98475598
C8orf31,23.52620428,17.75803154
ZNF547,8.412409124,13.34346333
SIM1,28.87654575,22.71750816
PROM2,46.57087862,1259.39058
TLR4,487.7652629,45.3163104
TSNARE1,50.60538323,26.99926927
ABHD11,169.2841156,175.9668353
CAPN13,44.67290193,43.45588199
STMN1,15.32237942,15.6565895
TIRAP,41.75611894,50.02496916
SIGLEC10,211.9762437,39.70004618
SIGLEC10,624.073836,111.0819479
ADAMTSL1,10.09482728,9.020125039
RFX4,14.58740959,12.20850515
WFIKKN1,110.0891424,81.58618269
SENP1,39.26962786,43.08604867
KLF14,43.27549723,32.34201487
KLF14,28.25134382,20.22634044
NXNL2,14.33916257,10.41743012
BRS3,11.9336562,10.49074671
LINC00205,33.35708829,23.52560741
LOC102723489,33.35708829,23.52560741
LOC102725097,33.35708829,23.52560741
TMX3,12.20720362,11.48642901
ZNF396,10.18037173,9.527355642
SLC26A7,7.744568197,7.168965316
SLC26A7,19.09737568,17.23513548
SNX18,55.30477821,30.10923663
FBXO39,111.0579149,62.5433121
B3GNT6,58.87134847,34.96010171
B3GNT6,84.1887375,65.95329654
DENND1B,18.93474352,26.06090969
ZNF619,96.71576639,87.50053351
ICK,7.828496044,7.66687951
FAM71D,24.77705709,17.25486678
BCL2L14,17.25030916,11.97497319
HS6ST3,33.62774035,28.7679415
SLC26A1,34.18998406,18.42066413
CLDN15,56.3731305,53.37886444
RAB42,116.5174979,139.24347
PTCHD1,19.29542681,12.28519892
M1AP,9.587003645,9.780158914
ZSCAN4,12.62196017,10.72756494
ZSCAN4,14.6528225,10.81159357
VWA5B1,40.58926384,23.07536424
VWA5B1,33.54262989,23.08628638
LINC00311,25.56612993,18.70037164
HTR6,39.54471916,27.61405431
MAGEB6,8.284546581,7.442776142
LOC101060464,22.25593681,18.26406178
LOC101929858,22.25593681,18.26406178
LOC101930165,22.25593681,18.26406178
LOC101930171,22.25593681,18.26406178
TCEB3C,22.25593681,18.26406178
TCEB3CL,22.25593681,18.26406178
TCEB3CL2,22.25593681,18.26406178
RUSC1-AS1,34.54187832,67.84709725
CACNG6,226.7524936,160.4492316
LMNTD1,74.32068111,46.83268176
CIRBP-AS1,122.5649038,82.12068996
AXDND1,9.743678724,8.979252536
ASMTL-AS1,113.2853307,96.35684869
ASMTL-AS1,170.6655559,132.0881818
CD200R1,30.86785161,15.75804926
LINC00334,26.84688261,12.09291513
LINC00334,75.57182989,54.14338223
ATOH7,7.872681998,7.280789882
ATOH7,40.49873922,33.30721713
SEC16B,12.58600697,13.96675111
AMER1,114.5862474,62.29878806
NKX6-3,78.37127551,56.64757196
NKX6-3,115.2140223,78.23794064
TBATA,48.61666692,30.33806374
EXOC3L2,253.0830353,232.8451987
CABP4,66.44800066,41.66513605
TNFRSF13C,186.0314489,97.48687771
CAMK2N2,54.14743974,39.51920209
ANKRD30BP2,15.38699721,12.8061177
KCNG3,20.21165031,64.02670819
KCNG3,19.69497979,14.39795509
LINC01312,14.80641446,10.88223255
LINC01312,14.0071841,12.06714261
FOXP2,32.66083216,21.96125715
B4GALNT2,60.35171658,34.13215658
NETO1,8.11766024,7.286752359
FMR1NB,9.261054416,8.213021333
GCSAML,19.75752383,11.88925424
SIGLEC11,26.44025966,24.89945782
SIGLEC11,67.28550482,52.43792239
IL23R,13.85063832,10.93458604
MAGEB18,7.36630183,6.647051551
CD276,89.31396317,62.42857742
IFNL2,14.12678877,18.00395581
IFNL1,53.93245238,39.3957436
C4orf36,12.6366769,16.16779504
FIGNL1,40.18491368,116.787782
RIMS1,12.66106925,16.06579393
PITPNM2,58.40900988,54.47003252
PITPNM2,56.99962493,32.95704674
PCDH10,43.94560822,38.70723039
TAB3,21.52038492,21.98780161
TAB3,16.88346091,21.39602002
GRK7,15.32557621,10.54930204
MMEL1,105.7182479,248.8855184
PDE8A,62.94923138,79.60167718
NLRP6,56.43771597,25.26696046
AKNAD1,14.14111249,12.34249168
ZCCHC5,104.4681526,80.93513701
ATRIP,67.11852177,117.9399219
TREX1,67.11852177,117.9399219
ZIC5,49.79088035,36.32665882
ANGPT1,7.240181018,7.606721052
TEDDM1,14.98198436,13.53925868
LOC149373,58.16598581,40.47942882
GABRG1,8.998700589,8.125831033
PANX2,447.0115502,277.1481804
ZNF114,12.84060265,18.74934287
ZNF114,25.68524867,20.64904015
CCDC27,59.90942197,32.02163609
C15orf26,25.32839846,17.91159597
LOC100652931,12.56060671,11.95991969
RBMY2FP,12.56060671,11.95991969
NEUROD2,69.12455734,43.93719528
C5orf17,19.56020343,14.51824815
LINC00208,38.59245041,26.86778018
DNAH6,15.09019855,13.64607959
LRRC15,70.716654,47.46624114
TTC40,100.4237837,79.87879743
B3GNT7,31.47321104,21.96291114
ZNF645,33.83706117,28.11211509
ZMYM6,14.67085307,11.96543374
ZMYM6,18.54181917,12.31507165
SGCZ,17.3507102,17.34001414
LOC100507431,7.817458994,6.986704878
WNT9B,47.45674521,42.76220071
CNPY3,728.0394169,225.1243222
SCAMP1,121.2092388,241.923823
LINC00471,12.20016602,11.6018266
HAS3,65.42895511,68.53869725
FGF4,23.34278623,19.82326066
SLC30A8,19.67839952,21.95774632
LOC142937,39.63450375,32.91350813
LOC439933,7.406730516,7.66687951
C11orf65,10.40862409,8.53029353
FAM71E2,25.56568085,14.39882764
OR5P2,53.98590442,24.90649063
DYDC1,14.79551931,11.36868445
IL27,76.94324392,70.20119502
IQCF1,46.07880231,32.33557479
DEFB125,29.06774742,26.25187842
WFDC10B,42.71012404,26.41315818
DEFB105A,21.1176086,11.66375906
DEFB105B,21.1176086,11.66375906
PKHD1,40.74881451,31.84778483
PKD1L1,16.88630989,14.13677774
GPR112,44.96161465,23.30531378
TENM1,28.58169456,28.74082402
REXO1L1P,37.85417448,40.34410535
TAF1L,68.79607611,67.14855444
CNTNAP5,56.39361185,36.65515388
RECQL4,134.7175716,258.2364465
GPR113,75.65678044,42.21239887
TMC2,222.2844527,116.9640116
SMCR5,38.37239966,31.62186298
BICD2,97.38537593,50.94005377
ZIM3,8.840685013,8.646759931
NOX5,29.69934547,23.46238728
DAOA-AS1,10.02519572,8.520307247
GPR126,21.83782068,17.80245593
KLHL4,61.16121797,30.10306389
GPR156,49.68611473,37.93741679
SUOX,54.90896413,88.87339177
GPR115,62.3218412,34.29016027
IL31RA,22.16475392,16.39750489
SYTL5,19.20794728,31.44552206
SDCCAG8,35.68418015,32.59596306
GPR111,10.68034305,12.18940691
SYN2,24.26679548,17.24587566
ASB10,192.410773,125.9327249
HTR3C,89.1862623,45.75458836
NFKBID,86.20480273,51.21438302
CD300LF,740.2821497,77.67322764
GJA10,29.64906768,31.27132963
WNT9A,44.33136051,32.99781487
GAL3ST2,93.05347577,67.29978692
PIP4K2B,173.5643329,148.8273682
PIP4K2B,31.40775964,32.95967946
ODF3,51.78938677,28.062679
WFDC13,20.48605401,21.07526382
LINC00521,26.00663325,21.41034427
SLFN5,61.03176903,19.45491654
SERPINB12,55.02491194,37.2177966
GIPC3,44.80388856,34.24308511
PGLYRP3,28.73760578,16.24498011
PSKH2,40.37997686,32.27963498
OR6W1P,36.12909781,31.86148786
MOGAT1,36.75999607,24.47099034
GPR78,74.04237588,42.00288999
H1FOO,84.34747972,39.42105051
TAAR9,21.98780161,11.95408251
GNRHR2,33.66281393,26.08202416
MYOZ3,16.059396,15.23558059
MYOZ3,47.82785013,27.61296781
BNIPL,39.01687301,42.72167797
ASB11,20.65653808,11.79371781
OFCC1,8.336966222,8.171818407
OFCC1,16.33715971,13.66489377
SDR9C7,27.01993873,24.46651893
OR5P3,30.35820018,21.25483527
TRIM40,54.8736353,32.25180507
CSN1S2AP,13.0982991,14.01675261
WFDC12,89.99505203,122.8613981
CRYGN,20.46488999,14.11953261
STARD6,10.7718438,9.513817383
C11orf40,10.39403831,8.716658391
C18orf12,23.87121109,12.4934606
BCL2L11,154.7748363,114.437193
WFDC2,40.96377937,23.62434182
DEFB119,20.85658057,12.58414479
FLJ45513,111.6861436,54.16421283
TAC4,111.6861436,54.16421283
BCL2L11,251.0544897,173.7916661
TIGD1,21.20813841,54.04721618
ALKBH5,399.6159487,490.5530795
CCDC69,255.8902008,24.23012887
NFX1,119.3159627,231.4110202
DSG2,15.96938379,236.4519449
C5orf24,11.8545927,86.23148943
C5orf24,88.62350109,172.4176312
C5orf24,21.77577159,36.57664037
KBTBD6,39.58693765,50.21912259
CDK8,84.36440304,104.9480602
CDK8,34.85278942,81.98062397
PTK6,183.2751906,189.7139298
NKD1,118.9317063,81.23538633
STK38,501.8346136,190.5908064
THEM4,186.9621218,233.0336256
CLSPN,17.33367552,13.98942419
RBAK,23.66551466,47.64270903
WDR62,137.4798854,63.29958596
WDR62,125.0439223,61.50843764
SLC39A12,10.83155641,8.579897333
RNF168,42.2013694,30.37984245
SVEP1,8.211098127,8.250975946
LOC652276,113.0455791,97.47040384
GATA4,69.47369638,55.78998411
TC2N,73.85543443,208.3029263
C9orf72,81.80763044,37.75522101
C9orf72,9.647817763,8.983591917
KCTD18,115.9195491,106.7551708
KLF11,25.61303536,16.9288915
ANKLE1,32.33240794,27.11674362
PLXNA3,32.76916167,69.66567159
PELO,21.0584024,17.64994953
LACC1,26.98198753,30.70134897
LACC1,9.262501057,13.01913531
TAPT1-AS1,73.4247925,100.216975
C3orf30,12.65847544,10.54930204
RANBP3L,12.63259034,13.02311873
SNX13,64.74196744,56.17272892
KDM1B,16.54926876,16.97551117
ATP6V0D2,14.65378731,23.31426394
ATP6V0D2,657.8364369,224.1177751
ATP6V0D2,247.7364254,85.52940076
LHX4,46.96529499,37.55688887
LHX4,31.82396747,24.67309621
CEP19,234.1377643,42.76575074
DNAH11,68.06284118,47.6268452
PROSER3,68.41799807,79.04656631
ADPRHL1,51.19305303,41.63540537
SYNRG,68.58162151,49.1242596
CDH24,72.13071322,61.57508104
SEPSECS,16.21037561,41.99646616
GRIK5,29.72470153,30.6069817
LRRN4,66.14935972,35.88078859
LRRN4,31.66824876,16.49245718
ZNF777,99.07933612,150.5046177
JPH2,72.63159971,41.31341865
PDE5A,39.341408,31.36847174
SH2D1B,21.70254103,10.36498095
SH2D1B,109.2489414,20.35671197
SSTR3,72.1820754,70.09201353
ADAMTS19,30.32703713,18.73607092
ADAMTS19,7.281047793,6.923743261
DDX31,40.01061353,32.44618784
UMODL1,10.75226675,9.508179887
RASEF,456.1328185,1188.042121
RASEF,206.3234462,798.8642734
PARD3B,29.4867037,22.75696684
PARD3B,98.89378416,80.62595178
DST,10.76133025,9.866726119
ZNF441,9.983947486,11.95514919
ZNF441,7.68263728,8.173916326
NEGR1,35.3140814,20.0434531
FCRL3,96.50303547,65.28755959
DCAF4L2,10.9929995,10.16236577
DCAF4L2,19.85500588,12.62886844
STOX1,24.17400976,26.25153189
C20orf166-AS1,72.73659824,64.03828759
C20orf166-AS1,117.6261428,105.4911111
ARL10,79.67851789,62.95857007
RNFT2,69.80054903,50.68133494
ANKFN1,22.2111572,19.16188103
KRT78,160.6100526,122.3050848
KRT78,18.18436303,11.20709318
CCDC7,8.448117063,8.025964306
CCDC7,57.51331564,40.40079275
ZNF41,21.16634131,25.04838579
ZNF41,22.59275704,21.67468213
ZNF512,254.8734375,350.7343735
AMMECR1,27.9149168,31.72958894
FAM117B,57.75260164,46.3786182
ZNF583,22.36785555,26.22795854
OXER1,455.1560345,365.5531813
LUZP1,20.8320052,18.46164671
ZNF75D,37.01766156,44.09672985
LINC00052,24.91586359,29.98188158
BRWD1,38.2388925,146.8387324
CCDC89,7.64877845,9.634225303
ZNF572,17.94169291,19.62415989
RMDN2,51.0900438,39.48333074
ADAMTS18,71.17057544,51.34302675
PCDHAC1,59.75862827,31.05127928
PCDHAC1,47.89323116,28.94602422
HIPK4,152.5115594,107.8294719
FAM124A,83.85848293,65.86927189
NKAIN3,19.26515413,17.82587899
ITIH5,16.30422314,17.25632215
FANCB,10.35664902,12.32363527
POMK,75.80104708,79.64203771
ZNF709,7.350055859,12.65455574
CCDC57,62.38206183,84.3195523
SMC1B,19.69191254,15.84339816
BRWD3,144.1751322,80.48064711
ASB16,167.6044204,130.4774562
MAGEE2,15.34027659,11.79001202
ERVV-1,14.94704881,12.14547347
GAL3ST3,52.70351742,40.14950736
FLJ30679,23.04806701,20.10624569
ALS2CR11,11.0208499,9.296197716
ALS2CR11,10.54930204,9.352103653
UTS2R,228.2555075,200.1801164
USH1G,214.4981243,178.2996562
SYN1,91.8384937,63.5446704
SLC23A3,22.9321403,21.81354513
CNOT6L,7.829402674,6.870082687
CNOT6L,24.76739302,15.15313834
RHBDL3,37.45692219,30.02001583
ZNF718,9.662377896,22.9361762
DIP2B,16.66113502,12.16066143
SLC36A1,118.4124377,83.4772048
SNRNP48,35.14975123,95.29190342
ZNF560,9.382563873,7.984650462
RTTN,8.990910544,8.008483028
BTNL9,113.8504064,94.9235525
PUS10,39.77221219,44.00248166
PLCXD2,67.15307072,52.4789106
C21orf128,26.86882749,16.6587717
LMLN,46.42237327,34.6661843
RAD9B,9.438193048,10.28041868
ZNF555,88.13933771,97.43977926
NYAP1,86.36445255,51.91225128
