GeneSymbol,naive.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,monocytes,NK.cells ,myeloid.dendritic.cells
HM13,0.697849248,0.697849248,0.697849248,0.697849248,0.697849248,2.24314427
HMGA1,0.687729227,0.687729227,0.687729227,0.687729227,0.687729227,2.016624528
HMGB1,1.113876478,1.027513007,1.34595619,1.124295399,1.518647586,1.135696081
HMGB2,0.581889748,0.581889748,0.581889748,1.322792279,0.581889748,0.581889748
HMGN1,1.220243171,1.195581792,1.394994033,0.886601919,1.304899764,1.713792922
HMGN2,1.109750737,1.025676896,1.309902394,1.356360229,1.237845146,1.658625904
HMGN3,0.587254467,0.587254467,0.587254467,1.517190829,1.446883746,2.14097133
HMHA1,1.410315355,1.369606697,0.506352146,0.506352146,1.4281017,0.506352146
HMOX1,0.852432463,0.852432463,0.852432463,0.852432463,0.852432463,0.852432463
HN1,0.697646571,0.697646571,0.697646571,0.697646571,0.697646571,0.697646571
HNRNPA0,1.248835163,1.238908397,1.308917333,0.876349804,1.377775226,1.17334478
HNRNPA1,1.311564481,1.387084272,1.08081452,0.833950877,1.111802579,1.071787835
HNRNPA2B1,1.012602678,1.049108102,1.195414141,1.07293169,1.612421322,1.483316397
HNRNPA3,0.926052481,0.969400854,0.486088952,1.277406086,1.613602846,1.635261443
HNRNPDL,1.242930906,1.164452305,1.25451259,0.916321078,1.201598057,0.787955887
HNRNPF,0.525614214,0.525614214,0.525614214,1.149436844,1.839738628,1.118210703
HNRNPK,1.122794724,1.018608188,1.254927194,1.082399585,1.418081784,1.124805949
HNRNPM,0.529913857,1.124864852,0.529913857,0.529913857,1.34786268,1.226590399
HOPX,0.754841639,0.754841639,0.754841639,0.754841639,7.661680405,0.754841639
HSBP1,0.698686861,0.698686861,0.698686861,2.210031739,0.698686861,0.698686861
HSD17B10,0.692206101,0.692206101,0.692206101,0.692206101,0.692206101,0.692206101
HSD17B11,0.567494063,0.567494063,0.567494063,1.697499926,0.567494063,0.567494063
HSP90AA1,1.041821213,1.049735419,1.139276261,1.001128121,1.673045404,1.414031422
HSP90AB1,1.185787697,1.471747502,1.268673968,0.871647674,1.18766084,1.201390761
HSP90B1,0.559042611,0.559042611,0.559042611,1.407170381,1.646505467,3.906275072
HSPA5,0.587143941,0.587143941,0.587143941,0.587143941,1.809690699,1.969231715
HSPA8,1.395791602,1.493445926,0.823342004,0.709209908,1.468500436,0.687579612
HSPB1,0.65375534,1.381177773,0.65375534,0.65375534,0.65375534,0.65375534
HSPE1,0.565003761,1.517933557,0.565003761,0.565003761,0.565003761,1.364961074
HVCN1,0.739269572,0.739269572,4.036739272,0.739269572,0.739269572,0.739269572
ICAM2,0.662315856,0.662315856,0.662315856,0.662315856,0.662315856,0.662315856
ICAM3,0.475789909,1.184900646,0.475789909,1.106824893,1.595601556,0.475789909
ID2,0.566850522,1.276655094,0.566850522,1.466427938,2.553244669,0.566850522
IDH2,0.684718259,0.684718259,0.684718259,0.684718259,0.684718259,0.684718259
IDH3A,0.817543435,0.817543435,0.817543435,0.817543435,0.817543435,6.101754279
IDS,0.597620207,0.597620207,0.597620207,0.597620207,0.597620207,1.410960205
IER2,1.014486563,0.899485254,0.963552076,1.289407053,1.508194098,0.715412599
IER5,0.748210291,0.748210291,0.748210291,0.748210291,0.748210291,0.748210291
IFI16,0.605448159,0.605448159,0.605448159,1.297726587,1.463332912,1.284344902
IFI27L2,0.687900122,0.687900122,0.687900122,0.687900122,0.687900122,0.687900122
IFI30,0.759974793,0.759974793,0.759974793,3.537099287,0.759974793,0.759974793
IFITM1,1.495748625,1.471047234,0.555856415,0.555856415,2.705915994,0.555856415
IFITM2,1.0980779,1.042983887,0.434575279,1.068780147,2.890584445,0.434575279
IFITM3,0.727458377,0.727458377,0.727458377,2.215342119,0.727458377,0.727458377
IFNGR2,0.738520615,0.738520615,0.738520615,0.738520615,0.738520615,0.738520615
IGFLR1,0.840863501,0.840863501,0.840863501,0.840863501,0.840863501,5.166367052
IGHD,0.749584797,0.749584797,5.938974205,0.749584797,0.749584797,0.749584797
IGHG1,0.879098289,0.879098289,0.879098289,0.879098289,0.879098289,0.879098289
IGHM,0.711365059,0.711365059,4.62409062,0.711365059,0.711365059,1.37347119
IGKC,0.678165968,0.678165968,5.334040539,0.678165968,0.678165968,2.584073251
IGSF6,0.779751211,0.779751211,0.779751211,3.485859974,0.779751211,0.779751211
IKZF1,0.587665905,0.587665905,0.587665905,0.587665905,0.587665905,1.330899067
IL10RA,0.636134494,0.636134494,0.636134494,0.636134494,0.636134494,0.636134494
IL13RA1,0.862338081,0.862338081,0.862338081,0.862338081,0.862338081,0.862338081
IL1B,0.771532138,0.771532138,0.771532138,3.475486186,0.771532138,0.771532138
IL2RB,0.785289514,0.785289514,0.785289514,0.785289514,8.214498323,0.785289514
IL2RG,1.295100812,1.268853481,0.494756696,0.494756696,1.880078162,1.025999603
IL32,1.29192434,1.362878486,0.426732804,0.426732804,0.426732804,0.426732804
IL3RA,0.915345423,0.915345423,0.915345423,0.915345423,0.915345423,370.1191937
IL4R,0.733634476,0.733634476,3.699965488,0.733634476,0.733634476,0.733634476
IL6R,0.77567998,0.77567998,0.77567998,0.77567998,0.77567998,0.77567998
IL7R,1.421816631,1.315416394,0.55999891,0.55999891,0.55999891,0.55999891
ILF2,0.690974677,0.690974677,0.690974677,0.690974677,0.690974677,1.978132683
INSIG1,0.780375163,0.780375163,0.780375163,0.780375163,0.780375163,0.780375163
IQGAP1,0.615035226,0.615035226,0.615035226,1.949998917,0.615035226,0.615035226
IRF1,0.568547403,0.568547403,0.568547403,0.568547403,1.868842944,0.568547403
IRF2BP2,0.701000855,0.701000855,0.701000855,0.701000855,0.701000855,2.181587172
IRF7,0.77919416,0.77919416,0.77919416,0.77919416,0.77919416,42.83090489
IRF8,0.730940529,0.730940529,3.009513069,0.730940529,0.730940529,19.66071395
ISCU,0.5190077,1.308131676,1.24059471,0.5190077,0.5190077,1.12408894
ISG15,0.665296373,0.665296373,0.665296373,0.665296373,0.665296373,0.665296373
ISG20,0.553947814,1.386004654,1.869795494,0.553947814,0.553947814,1.156078975
ITGA2B,0.956000189,0.956000189,0.956000189,0.956000189,0.956000189,0.956000189
ITGAE,0.752929233,0.752929233,0.752929233,0.752929233,0.752929233,2.651992753
ITGAL,0.742859151,0.742859151,0.742859151,0.742859151,0.742859151,0.742859151
ITGB1,0.6718307,0.6718307,0.6718307,0.6718307,0.6718307,0.6718307
ITGB2,0.9394692,0.908022621,0.395160731,1.72502702,2.575759968,0.744498227
ITM2B,1.135765597,1.01055864,0.739273999,1.636590827,1.215129318,0.668215013
ITM2C,0.78344117,0.78344117,0.78344117,0.78344117,0.78344117,48.99023228
ITSN2,0.678803611,0.678803611,0.678803611,0.678803611,0.678803611,0.678803611
JAK1,0.533526508,0.533526508,0.533526508,0.533526508,2.799093988,1.137680407
JAML,0.658833223,0.658833223,0.658833223,2.255557588,0.658833223,3.306273149
JCHAIN,0.843389775,0.843389775,0.843389775,0.843389775,0.843389775,80.92598975
JMJD1C,0.667449596,0.667449596,0.667449596,0.667449596,0.667449596,1.778745083
JTB,0.500174952,1.14250977,0.500174952,1.290304332,1.672178883,1.889970597
JUN,1.343434998,1.354809101,1.202806711,0.816809007,1.230008459,0.875415396
JUNB,1.756250108,1.697447393,0.788763475,0.851837181,0.879262537,0.419445862
JUND,0.547903591,0.547903591,0.547903591,1.907891245,0.547903591,1.186903814
KCTD12,0.781642022,0.781642022,0.781642022,3.332876105,0.781642022,0.781642022
KDELR1,0.726344697,0.726344697,0.726344697,0.726344697,0.726344697,2.24791534
KDELR2,0.694539966,0.694539966,0.694539966,0.694539966,0.694539966,2.288191493
KIF2A,0.727583481,0.727583481,0.727583481,0.727583481,0.727583481,0.727583481
KIF5B,0.665644105,0.665644105,0.665644105,0.665644105,0.665644105,1.888353437
KLF2,1.374767485,1.317370075,1.286551267,0.896352114,1.219511033,0.369170194
KLF3,0.685495018,0.685495018,0.685495018,0.685495018,0.685495018,0.685495018
KLF4,0.714176255,0.714176255,0.714176255,3.132366766,0.714176255,0.714176255
KLF6,0.902629316,0.811697949,1.04666881,1.455502149,1.246746106,1.661399114
KLRB1,0.702133042,0.702133042,0.702133042,0.702133042,4.123418855,0.702133042
KLRC1,0.860428118,0.860428118,0.860428118,0.860428118,0.860428118,0.860428118
KLRD1,0.765481203,0.765481203,0.765481203,0.765481203,8.148288036,0.765481203
KLRF1,0.832842865,0.832842865,0.832842865,0.832842865,15.54257899,0.832842865
KLRG1,0.740055482,0.740055482,0.740055482,0.740055482,0.740055482,0.740055482
KRTCAP2,0.555585899,0.555585899,0.555585899,1.186102658,0.555585899,1.836040561
KTN1,0.628257801,0.628257801,0.628257801,0.628257801,0.628257801,1.740046681
LAIR1,0.750104417,0.750104417,0.750104417,0.750104417,0.750104417,2.692586435
LAMP1,0.609165649,0.609165649,0.609165649,0.609165649,1.962453254,1.327216114
LAMP5,0.942618345,0.942618345,0.942618345,0.942618345,0.942618345,192.0646492
LAMTOR1,0.56183573,0.56183573,0.56183573,1.649996361,0.56183573,2.098018439
LAMTOR2,0.655706666,0.655706666,0.655706666,1.884335101,0.655706666,1.604543153
LAMTOR4,1.110133374,1.026892877,0.433277743,1.96399121,1.292292832,0.958119101
LAMTOR5,0.567950778,0.567950778,0.567950778,1.471850662,0.567950778,2.002536894
LAP3,0.759802852,0.759802852,0.759802852,0.759802852,0.759802852,0.759802852
LAPTM4A,0.627903241,0.627903241,0.627903241,1.675519146,0.627903241,1.634229405
LAPTM5,1.080332237,1.058828955,1.758403101,1.16063944,1.052828101,0.896340372
LAT,1.640828992,1.58241854,0.576794673,0.576794673,1.307982744,0.576794673
LBH,1.549858406,1.506007311,1.210163033,0.548034457,0.548034457,0.548034457
LCK,1.462877713,1.607476591,0.496399245,0.496399245,1.547672697,0.496399245
LCP1,0.472148782,0.472148782,0.472148782,1.836382005,1.701946553,1.356144242
LDHA,0.510825997,1.140215996,0.510825997,1.254454886,1.613971903,1.108070099
LDHB,1.776602518,1.771824145,0.359331269,0.667472863,0.829977539,1.085744402
LDLRAP1,0.668330473,2.097457568,0.668330473,0.668330473,0.668330473,0.668330473
LEF1,2.084685369,1.958785639,0.643450543,0.643450543,0.643450543,0.643450543
LENG8,0.734879277,0.734879277,0.734879277,0.734879277,0.734879277,2.289588659
LEPROTL1,1.675236002,1.639296104,0.538531962,0.538531962,0.538531962,0.538531962
LGALS1,0.576315879,0.576315879,0.576315879,2.994500513,0.95560555,1.469304855
LGALS2,0.709441932,0.709441932,0.709441932,4.899852802,0.709441932,0.709441932
LGALS3,0.733684033,0.733684033,0.733684033,3.524408246,0.733684033,0.733684033
LGALS9,0.727260379,0.727260379,0.727260379,2.109964013,0.727260379,0.727260379
LGMN,0.905641405,0.905641405,0.905641405,0.905641405,0.905641405,24.08164588
LILRA2,0.823785338,0.823785338,0.823785338,0.823785338,0.823785338,0.823785338
LILRA4,0.901591115,0.901591115,0.901591115,0.901591115,0.901591115,675.9049932
LILRA5,0.831703879,0.831703879,0.831703879,0.831703879,0.831703879,0.831703879
LILRB1,0.830865705,0.830865705,0.830865705,0.830865705,0.830865705,0.830865705
LILRB2,0.818047564,0.818047564,0.818047564,0.818047564,0.818047564,0.818047564
LILRB3,0.828665475,0.828665475,0.828665475,0.828665475,0.828665475,0.828665475
LILRB4,0.867245686,0.867245686,0.867245686,0.867245686,0.867245686,50.42951559
LIMD2,1.192642543,1.152832227,1.478603892,0.950450696,1.389825028,0.562593182
LIMS1,0.734902654,0.734902654,0.734902654,0.734902654,0.734902654,0.734902654
LINC00657,0.746607124,0.746607124,0.746607124,0.746607124,0.746607124,0.746607124
LINC00861,0.65669853,0.65669853,0.65669853,0.65669853,0.65669853,0.65669853
LINC00926,0.778274735,0.778274735,4.625810604,0.778274735,0.778274735,0.778274735
LINC00936,0.669903877,0.669903877,0.669903877,2.196181057,0.669903877,0.669903877
LINC00996,0.925686325,0.925686325,0.925686325,0.925686325,0.925686325,374.0040696
LINC01272,0.789950215,0.789950215,0.789950215,0.789950215,0.789950215,0.789950215
LINC01420,0.670298093,0.670298093,0.670298093,0.670298093,0.670298093,1.985707924
LITAF,0.523664928,1.367051028,0.523664928,0.523664928,2.100105475,1.132716055
LMAN2,0.618052476,0.618052476,0.618052476,0.618052476,1.329579878,1.668847824
LMO2,0.839849822,0.839849822,0.839849822,0.839849822,0.839849822,0.839849822
LPXN,0.724190608,0.724190608,0.724190608,0.724190608,0.724190608,2.438359858
LRRC25,0.816563221,0.816563221,0.816563221,0.816563221,0.816563221,0.816563221
LRRC26,0.938827543,0.938827543,0.938827543,0.938827543,0.938827543,1024
LRRFIP1,0.525885315,0.525885315,0.525885315,1.587482352,0.525885315,1.165305962
LSM10,0.682824376,0.682824376,0.682824376,0.682824376,0.682824376,0.682824376
LSM4,0.647609153,0.647609153,0.647609153,0.647609153,0.647609153,1.861154873
LSM6,0.62305838,0.62305838,0.62305838,1.596109641,0.62305838,0.62305838
LSP1,1.001594507,0.97305619,1.180605361,1.207684012,1.813323384,1.899283462
LST1,0.618168048,0.618168048,0.618168048,3.319890591,0.618168048,0.618168048
LTA4H,0.636290998,0.636290998,0.636290998,1.997295743,0.636290998,0.636290998
LTB,1.49047317,1.176082455,1.579022565,0.303042664,0.303042664,0.724409051
LUC7L3,0.624542123,0.624542123,0.624542123,0.624542123,0.624542123,1.515118823
LY6E,0.484979594,1.170889817,0.484979594,0.984313234,1.912985309,0.484979594
LY86,0.690255141,0.690255141,1.722862065,2.43526972,0.690255141,0.690255141
LY96,0.757705677,0.757705677,0.757705677,2.783351954,0.757705677,0.757705677
LYAR,0.682611586,0.682611586,0.682611586,0.682611586,0.682611586,0.682611586
LYL1,0.758714501,0.758714501,0.758714501,0.758714501,0.758714501,0.758714501
LYN,0.71127276,0.71127276,0.71127276,2.079649897,0.71127276,2.025510094
LYSMD2,0.70272883,0.70272883,0.70272883,0.70272883,0.70272883,2.200285264
LYST,0.69681387,0.69681387,0.69681387,2.223797564,0.69681387,0.69681387
LYZ,0.817335712,0.815625941,0.787928976,3.739294023,0.838540894,0.769932537
M6PR,0.610151672,0.610151672,0.610151672,0.610151672,0.610151672,1.531226396
MAF1,0.601033091,0.601033091,0.601033091,0.601033091,0.601033091,1.43673395
MAFB,0.82765935,0.82765935,0.82765935,0.82765935,0.82765935,0.82765935
MALAT1,1.397219124,1.248063725,1.039340357,0.41331831,1.266930958,0.641112374
MANF,0.725282621,0.725282621,0.725282621,0.725282621,0.725282621,2.545908999
MAP1A,0.943352,0.943352,0.943352,0.943352,0.943352,174.650586
MAP1LC3B,0.607261852,0.607261852,0.607261852,0.607261852,0.607261852,1.343879132
MAP2K3,0.733953133,0.733953133,0.733953133,0.733953133,0.733953133,0.733953133
MAP3K7CL,0.87896207,0.87896207,0.87896207,0.87896207,0.87896207,0.87896207
MAPKAPK2,0.848080266,0.848080266,0.848080266,0.848080266,0.848080266,18.20744681
MAPKAPK3,0.75213082,0.75213082,0.75213082,0.75213082,0.75213082,1.344502495
March1,0.729949338,0.729949338,2.201856562,0.729949338,0.729949338,1.851100181
March2,0.814450377,0.814450377,0.814450377,0.814450377,0.814450377,3.822067845
MARCKS,0.777872073,0.777872073,0.777872073,2.962139441,0.777872073,0.777872073
MARCKSL1,0.674065678,0.674065678,0.674065678,0.674065678,0.674065678,0.674065678
MAT2A,0.768589091,0.768589091,0.768589091,0.768589091,0.768589091,0.768589091
MATK,0.770597195,0.770597195,0.770597195,0.770597195,5.622484258,0.770597195
MAX,0.680265269,0.680265269,0.680265269,0.680265269,0.680265269,0.680265269
MBNL1,0.521758368,0.521758368,0.521758368,1.289334797,1.179225113,1.071842153
MCL1,0.505518631,0.505518631,0.505518631,1.767123207,1.081516519,1.415946433
MDFIC,0.785998417,0.785998417,0.785998417,0.785998417,0.785998417,3.773651921
MDH2,0.601208061,0.601208061,0.601208061,0.601208061,0.601208061,1.512086387
MDM4,0.63582149,0.63582149,0.63582149,0.63582149,0.63582149,1.59414279
MEF2C,0.694781126,0.694781126,3.913419117,1.597795332,0.694781126,2.226104985
METTL9,0.604840813,0.604840813,0.604840813,1.626922729,0.604840813,0.876870943
MFSD1,0.761810123,0.761810123,0.761810123,0.761810123,0.761810123,0.761810123
MGAT1,0.69200554,0.69200554,0.69200554,0.69200554,0.69200554,2.017516835
MGST1,0.798985509,0.798985509,0.798985509,0.798985509,0.798985509,0.798985509
MGST2,0.797363461,0.797363461,0.797363461,0.797363461,0.797363461,4.606916108
MGST3,0.619676742,0.619676742,0.619676742,0.619676742,0.619676742,1.455221727
MIDN,0.713000927,0.713000927,0.713000927,0.713000927,0.713000927,0.713000927
MIEN1,0.690704279,0.690704279,0.690704279,0.690704279,0.690704279,1.098549905
MIF,1.234420312,1.198705466,0.894672518,1.042665663,1.384214511,1.229962541
MIF4GD,0.757432012,0.757432012,0.757432012,0.757432012,0.757432012,3.354457369
MIIP,0.798130529,0.798130529,0.798130529,0.798130529,0.798130529,1.605608028
MINOS1,0.518294132,1.208490278,0.518294132,1.60169494,0.518294132,1.197634703
MIS18BP1,0.737716833,0.737716833,0.737716833,0.737716833,0.737716833,0.737716833
MKKS,0.728830388,0.728830388,0.728830388,0.728830388,0.728830388,2.353996888
MKRN1,0.651536538,0.651536538,0.651536538,0.651536538,0.651536538,0.651536538
MLEC,0.790959975,0.790959975,0.790959975,0.790959975,0.790959975,3.752206959
MLF2,0.693223483,0.693223483,0.693223483,0.693223483,0.693223483,2.017932077
MMD,0.880772462,0.880772462,0.880772462,0.880772462,0.880772462,0.880772462
MMP24-AS1,0.702973477,0.702973477,0.702973477,0.702973477,0.702973477,0.702973477
MNDA,0.69161589,0.69161589,0.69161589,3.56633043,0.69161589,0.69161589
MOB1A,0.616956847,0.616956847,0.616956847,1.808497215,0.616956847,1.571116258
MORF4L1,1.26017969,1.166167605,0.438092472,1.241813373,1.426066079,1.319953571
MORF4L2,0.744931478,0.744931478,0.744931478,0.744931478,0.744931478,2.484449369
MPC1,0.736103496,0.736103496,0.736103496,0.736103496,0.736103496,0.736103496
MPEG1,0.738719873,0.738719873,0.738719873,3.01272959,0.738719873,5.015956202
MPP1,0.836632235,0.836632235,0.836632235,0.836632235,0.836632235,0.836632235
MRPL20,0.639619023,0.639619023,0.639619023,0.639619023,0.639619023,1.619652359
MRPL23,0.639932939,0.639932939,0.639932939,1.850699636,0.639932939,1.627438535
MRPL33,0.60571432,0.60571432,0.60571432,1.528502598,0.60571432,0.60571432
MRPL36,0.785296214,0.785296214,0.785296214,0.785296214,0.785296214,3.259454891
MRPL41,0.665284534,0.665284534,0.665284534,0.665284534,0.665284534,1.769459011
MRPL51,0.664684492,0.664684492,0.664684492,0.664684492,0.664684492,1.864590881
MRPL52,0.635046974,0.635046974,0.635046974,1.451993849,0.635046974,0.635046974
MRPS15,0.722162944,0.722162944,0.722162944,0.722162944,0.722162944,0.722162944
MRPS21,0.570199766,0.570199766,0.570199766,0.570199766,0.570199766,1.37003731
MS4A1,0.721645725,0.721645725,4.39655669,0.721645725,0.721645725,0.721645725
MS4A6A,0.73025912,0.73025912,0.73025912,3.985281264,0.73025912,4.359081321
MS4A7,0.782960238,0.782960238,0.782960238,2.578192158,0.782960238,0.782960238
MSN,0.556440043,0.556440043,0.556440043,1.526803087,1.986388795,0.556440043
MT2A,0.665905355,0.665905355,0.665905355,0.665905355,0.665905355,0.665905355
MTDH,0.546144503,0.546144503,0.546144503,1.250561495,0.546144503,2.420744992
MTMR11,0.849617691,0.849617691,0.849617691,0.849617691,0.849617691,0.849617691
MTMR14,0.744388543,0.744388543,0.744388543,0.744388543,0.744388543,0.744388543
MTPN,0.657057058,0.657057058,0.657057058,1.37630455,0.657057058,1.764792753
MTSS1,0.805724917,0.805724917,0.805724917,0.805724917,0.805724917,0.805724917
MYADM,0.618425725,0.618425725,0.618425725,1.442078132,0.618425725,0.618425725
MYBL2,0.947167483,0.947167483,0.947167483,0.947167483,0.947167483,219.4968659
MYD88,0.786536811,0.786536811,0.786536811,0.786536811,0.786536811,0.786536811
MYDGF,0.653606581,0.653606581,0.653606581,0.653606581,0.653606581,3.416821399
MYEOV2,0.559040388,0.559040388,0.559040388,1.309090077,0.559040388,1.334661174
MYH9,0.616115047,0.616115047,0.616115047,0.616115047,0.616115047,0.616115047
MYL12A,1.098421749,1.12423287,0.813240117,0.808382044,2.310934287,1.938862268
MYL12B,1.029645082,0.99106467,1.034771802,1.131965729,1.795943069,1.755133077
MYL6,0.876290973,0.845496156,0.970030448,1.483452426,1.698570782,2.057353648
MYO1F,0.590007258,0.590007258,0.590007258,1.474096073,2.899203296,0.590007258
MYO1G,0.600659364,0.600659364,0.600659364,0.600659364,1.863186845,0.600659364
MZB1,0.841932691,0.841932691,0.841932691,0.841932691,0.841932691,46.38568465
MZT2A,0.601596784,0.601596784,0.601596784,0.601596784,0.601596784,1.304891952
MZT2B,1.373640154,1.278319215,0.466542337,0.945593638,1.334516491,1.464366818
N4BP2L1,0.721936451,0.721936451,0.721936451,0.721936451,0.721936451,2.21973483
N4BP2L2,1.276801516,1.203484577,1.417706172,0.986027757,1.456182187,1.032606332
NAA38,0.6282101,0.6282101,0.6282101,1.513652472,0.6282101,1.602485101
NAAA,0.708397421,0.708397421,0.708397421,0.708397421,0.708397421,0.708397421
NACA,1.288345593,1.318790577,1.053174119,1.101523169,0.719582427,1.702774563
NADK,0.800066813,0.800066813,0.800066813,0.800066813,0.800066813,3.54602574
NAGK,0.739400717,0.739400717,0.739400717,0.739400717,0.739400717,0.739400717
NAIP,0.785155562,0.785155562,0.785155562,0.785155562,0.785155562,0.785155562
NAMPT,0.709897364,0.709897364,0.709897364,2.755657642,0.709897364,0.709897364
NANS,0.742609844,0.742609844,0.742609844,0.742609844,0.742609844,1.266347405
NAP1L1,1.244450929,1.274408654,1.165511673,1.184951862,0.295489152,1.093169996
NAPA,0.724308938,0.724308938,0.724308938,0.724308938,0.724308938,2.370458163
NAPRT,0.769508984,0.769508984,0.769508984,0.769508984,0.769508984,0.769508984
NBEAL1,1.227660113,1.397436307,1.318381681,1.079116934,0.818591621,0.89535984
NCF1,0.596835905,0.596835905,2.266800994,1.481988017,0.596835905,2.449734625
NCF2,0.767175214,0.767175214,0.767175214,3.092845249,0.767175214,0.767175214
NCKAP1L,0.693443295,0.693443295,0.693443295,0.693443295,0.693443295,1.873357496
NCL,0.555784106,0.555784106,0.555784106,0.555784106,0.555784106,1.318672222
NCOA4,0.683603636,0.683603636,0.683603636,0.683603636,0.683603636,0.683603636
NCR3,0.767996657,0.767996657,0.767996657,0.767996657,3.492107217,0.767996657
NDFIP1,0.577732461,1.568498888,0.577732461,0.577732461,0.577732461,0.577732461
NDUFA1,1.198149851,1.156819978,0.433399143,1.187450678,1.471635695,1.83066378
NDUFA11,0.479981603,1.109697594,0.479981603,1.520738365,1.443051562,1.544221646
NDUFA12,0.576096217,0.576096217,0.576096217,0.576096217,1.265718103,1.289022844
NDUFA13,0.486539737,0.952158373,0.486539737,1.569960764,1.37704463,1.104239014
NDUFA2,0.583511044,0.583511044,0.583511044,1.563881193,0.583511044,1.418567859
NDUFA3,1.19887317,1.193647995,0.448222585,1.448489727,1.415826237,1.475569375
NDUFA4,1.146765817,1.144702145,1.071035017,1.155344558,1.245719073,1.680645374
NDUFA6,0.669845224,0.669845224,0.669845224,0.669845224,0.669845224,0.669845224
NDUFAB1,0.65053315,0.65053315,0.65053315,0.65053315,0.65053315,1.662769589
NDUFAF3,0.646471079,0.646471079,0.646471079,0.646471079,0.646471079,1.739100983
NDUFB1,1.139249898,1.151732367,0.469030055,1.938371622,1.353727081,1.726421524
NDUFB10,0.545672262,0.545672262,0.545672262,1.469655796,0.545672262,1.519184855
NDUFB11,0.915007935,1.209453346,0.476847762,1.511557821,1.23604702,1.574288838
NDUFB2,0.490703132,1.202445212,0.490703132,1.41106206,1.768072861,1.482562697
NDUFB3,0.649981073,0.649981073,0.649981073,0.649981073,0.649981073,1.705720648
NDUFB4,0.55461243,1.110937029,0.55461243,0.55461243,0.55461243,1.899678337
NDUFB5,0.624130907,0.624130907,0.624130907,1.745054168,0.624130907,1.466943582
NDUFB6,0.693117737,0.693117737,0.693117737,0.693117737,0.693117737,1.993340196
NDUFB7,0.552904098,0.552904098,0.552904098,1.603998617,2.036772126,1.372361158
NDUFB8,0.502507199,1.341017445,0.502507199,1.226385912,1.426552579,1.512089964
NDUFC2,0.594930503,0.594930503,0.594930503,1.479123465,0.594930503,1.77234278
NDUFS4,0.709275043,0.709275043,0.709275043,0.709275043,0.709275043,0.709275043
NDUFS5,1.377534005,1.306784814,0.471093019,1.16909884,0.656339811,1.18421752
NDUFS6,0.587580648,0.587580648,0.587580648,1.780562831,0.587580648,1.823584145
NDUFS7,0.593356956,0.593356956,0.593356956,1.646440662,0.593356956,1.412733735
NDUFS8,0.629308181,0.629308181,0.629308181,0.629308181,0.629308181,1.604628585
NDUFV2,0.620107635,0.620107635,0.620107635,0.620107635,0.620107635,1.801415071
NEAT1,0.437997958,0.827104803,0.437997958,2.701957865,1.239705593,0.739639914
NEDD8,1.007217014,1.134526108,0.851440957,1.347730539,1.560023297,1.912848941
NENF,0.712485823,0.712485823,0.712485823,0.712485823,0.712485823,2.25854907
NFKBIA,0.545145421,0.545145421,0.545145421,2.515669903,1.044011125,0.545145421
NFKBIZ,0.674122019,0.674122019,0.674122019,1.803600011,0.674122019,1.695881744
NGFRAP1,0.781576002,0.781576002,0.781576002,0.781576002,0.781576002,0.781576002
NGLY1,0.766258525,0.766258525,0.766258525,0.766258525,0.766258525,2.58052275
NHP2,0.615542407,0.615542407,0.615542407,0.615542407,0.615542407,2.188072797
NKG7,0.655591222,0.655591222,0.655591222,0.655591222,6.071203176,0.655591222
NME3,0.667155784,0.667155784,0.667155784,0.667155784,0.667155784,1.748138052
NMT1,0.736650527,0.736650527,0.736650527,0.736650527,0.736650527,2.285715441
NOP10,0.549520224,0.549520224,0.549520224,1.527574105,1.505427014,1.311456914
NOSIP,1.791087415,1.491506294,0.506580283,0.506580283,0.506580283,0.955508356
NPC2,0.563954924,0.563954924,0.563954924,3.046033702,0.563954924,5.169669776
NPM1,1.554967832,1.686486039,0.966054968,0.73643935,0.801777107,0.91198446
NR3C1,0.698572495,0.698572495,0.698572495,0.698572495,0.698572495,1.869448402
NR4A1,0.781322533,0.781322533,0.781322533,0.781322533,0.781322533,0.781322533
NR4A2,0.605572281,0.605572281,0.605572281,1.432118896,0.605572281,0.605572281
NRDC,0.745982074,0.745982074,0.745982074,0.745982074,0.745982074,2.279856863
NRGN,0.852420189,0.852420189,0.852420189,0.852420189,0.852420189,0.852420189
NT5C3A,0.748371796,0.748371796,0.748371796,0.748371796,0.748371796,0.748371796
NUCB1,0.688022846,0.688022846,0.688022846,0.688022846,0.688022846,1.904376583
NUCB2,0.681780467,0.681780467,0.681780467,0.681780467,0.681780467,2.88929637
NUCKS1,0.613142625,0.613142625,0.613142625,0.613142625,0.613142625,1.470718801
NUDC,0.658673667,0.658673667,0.658673667,0.658673667,0.658673667,1.675800302
NUDT1,0.763624058,0.763624058,0.763624058,0.763624058,0.763624058,3.103151539
NUDT5,0.748870893,0.748870893,0.748870893,0.748870893,0.748870893,2.515024294
NUMB,0.742784469,0.742784469,0.742784469,0.742784469,0.742784469,0.742784469
NUP214,0.740321646,0.740321646,0.740321646,2.769258499,0.740321646,0.740321646
OAS1,0.830559322,0.830559322,0.830559322,0.830559322,0.830559322,0.830559322
OAZ1,0.754454783,0.741515486,1.281308391,2.060908468,0.966693476,1.650256949
OAZ2,0.710591746,0.710591746,0.710591746,0.710591746,0.710591746,0.710591746
