,0,1,2,3,4,5
1,112101.csv,RNASeq,CD4.T.cells,0.9881727514120668,0.9864661654135337,1.3775681209191945e-15
2,112101.csv,RNASeq,endothelial.cells,0.9934057792178953,0.9774436090225563,1.322934226421056e-13
3,112101.csv,RNASeq,fibroblasts,0.9967324655592895,0.9954887218045112,7.230721163595917e-20
4,112101.csv,RNASeq,monocytic.lineage,0.9948964151490992,0.993984962406015,9.57798144168789e-19
5,112101.csv,RNASeq,neutrophils,0.9946285365836357,0.9849624060150375,3.53643200208412e-15
0,115978.csv,RNASeq,endothelial.cells,0.9999389012939673,0.9988475390156061,5.7184724599133306e-65
1,115978.csv,RNASeq,fibroblasts,0.99998960290825,0.9995198079231692,4.319512346476316e-74
2,115978.csv,RNASeq,NK.cells,0.9999957782866693,0.9997118847539016,2.0510952385802693e-79
0,121922.csv,RNASeq,memory.B.cells,0.9997787287760531,1.0,0.0
1,121922.csv,RNASeq,naive.B.cells,0.9902676678000978,0.9525283797729618,1.1169590316176146e-09
2,121922.csv,RNASeq,naive.CD4.T.cells,0.9970227977046024,0.9896800825593396,6.262894222146963e-15
3,121922.csv,RNASeq,memory.CD4.T.cells,0.9939251875042884,0.9917440660474718,1.0575341096645975e-15
4,121922.csv,RNASeq,monocytes,0.9999961356189841,1.0,0.0
5,121922.csv,RNASeq,naive.CD8.T.cells,0.9998205999338038,0.9958720330237358,4.184524393267239e-18
6,121922.csv,RNASeq,endothelial.cells,0.9999548405228175,1.0,0.0
0,89134.csv,RNASeq,memory.CD8.T.cells,0.9999999999999996,1.0,0.0
1,89134.csv,RNASeq,naive.CD8.T.cells,0.9999999999999998,1.0,0.0
0,109348.csv,Microarray,naive.B.cells,0.9873079274764195,0.993984962406015,9.57798144168789e-19
1,109348.csv,Microarray,monocytes,0.9894114224194385,0.9819548872180449,1.804935413691644e-14
2,109348.csv,Microarray,naive.CD4.T.cells,0.9652894615375429,0.9669172932330825,3.998251637026956e-12
3,109348.csv,Microarray,naive.CD8.T.cells,0.8814953318845746,0.7864661654135338,3.9190215391205776e-05
4,109348.csv,Microarray,neutrophils,0.9913095439097973,0.9954887218045112,7.230721163595917e-20
5,109348.csv,Microarray,NK.cells,0.9684229155287413,0.9278195488721804,3.879148683992122e-09
6,109348.csv,Microarray,memory.CD4.T.cells,0.9012910048236735,0.8330827067669173,5.123854828137097e-06
7,109348.csv,Microarray,myeloid.dendritic.cells,0.9671641642913414,0.9729323308270676,6.714944202233509e-13
0,15659.csv,Microarray,naive.CD4.T.cells,0.9714548022393418,0.9789473684210527,7.14894440783183e-14
1,15659.csv,Microarray,memory.CD4.T.cells,0.9811061209173054,0.9804511278195487,3.6893592442965844e-14
2,15659.csv,Microarray,regulatory.T.cells,0.9886650685284185,0.9684210526315788,2.6449829899729473e-12
0,22886.csv,Microarray,B.cells,0.9831910449591196,0.9714285714285714,1.0864095402975106e-12
1,22886.csv,Microarray,CD4.T.cells,0.38063616019734187,0.3233082706766917,0.16438973703865012
2,22886.csv,Microarray,monocytic.lineage,0.9370840017315226,0.8225563909774435,8.529183271703473e-06
3,22886.csv,Microarray,neutrophils,0.9657213040745243,0.9203007518796992,9.20256433443776e-09
4,22886.csv,Microarray,NK.cells,0.8636152348810385,0.8466165413533834,2.5220574871575744e-06
0,25638.csv,Microarray,memory.B.cells,0.96294362431489,0.9278195488721804,3.879148683992122e-09
1,25638.csv,Microarray,naive.B.cells,0.9690461520176704,0.9819548872180449,1.804935413691644e-14
0,28490.csv,Microarray,B.cells,0.9869758126588399,0.9834586466165413,8.293403515243347e-15
1,28490.csv,Microarray,CD4.T.cells,0.8536898200231994,0.8285714285714285,6.401019922542658e-06
2,28490.csv,Microarray,CD8.T.cells,0.9370027086783712,0.9157894736842105,1.4853059816575538e-08
3,28490.csv,Microarray,NK.cells,0.9556318649028469,0.8045112781954886,1.9005924425704478e-05
4,28490.csv,Microarray,neutrophils,0.9921855977075041,0.9984962406015038,3.713627835952669e-24
5,28490.csv,Microarray,monocytic.lineage,0.9860785003295164,0.9894736842105262,1.450570213696417e-16
0,28492.csv,Microarray,B.cells,0.9895150606775901,0.9759398496240601,2.3519202099227064e-13
1,28492.csv,Microarray,CD4.T.cells,0.9386831484525107,0.8842105263157894,2.3175269783488693e-07
2,28492.csv,Microarray,CD8.T.cells,0.9964082398056527,0.993984962406015,9.57798144168789e-19
3,28492.csv,Microarray,NK.cells,0.9916827630413954,0.9879699248120299,4.798484273727158e-16
4,28492.csv,Microarray,neutrophils,0.9898688681121409,0.9879699248120299,4.798484273727158e-16
5,28492.csv,Microarray,monocytic.lineage,0.9880397817501402,0.9879699248120299,4.798484273727158e-16
0,3982.csv,Microarray,neutrophils,0.9891189422971279,0.9879699248120299,4.798484273727158e-16
1,3982.csv,Microarray,NK.cells,0.9961139873280859,0.9864661654135337,1.3775681209191945e-15
2,3982.csv,Microarray,memory.CD4.T.cells,0.9949329094405118,0.993984962406015,9.57798144168789e-19
3,3982.csv,Microarray,myeloid.dendritic.cells,0.9881878375080911,0.9909774436090225,3.6423222015869136e-17
4,3982.csv,Microarray,macrophages,0.9868561479447454,0.9864661654135337,1.3775681209191945e-15
0,44621.csv,Microarray,B.cells,0.9807871031336782,0.9670588235294117,3.551074592797576e-30
1,44621.csv,Microarray,monocytic.lineage,0.9874733628490525,0.9963505402160864,5.751100850680335e-53
2,44621.csv,Microarray,CD4.T.cells,0.7992549977317693,0.7876590636254501,1.1513151144601335e-11
3,44621.csv,Microarray,CD8.T.cells,0.8434593233573215,0.8241536614645858,1.9395908522545207e-13
0,58173.csv,Microarray,CD4.T.cells,0.9919212649942674,0.9684210526315788,2.6449829899729473e-12
1,58173.csv,Microarray,CD8.T.cells,0.9891064656003226,0.9864661654135337,1.3775681209191945e-15
2,58173.csv,Microarray,monocytic.lineage,0.9838326015563428,0.9954887218045112,7.230721163595917e-20
3,58173.csv,Microarray,neutrophils,0.9925433866211052,0.9909774436090225,3.6423222015869136e-17
4,58173.csv,Microarray,B.cells,0.9933413224206888,1.0,0.0
5,58173.csv,Microarray,NK.cells,0.9783926767936572,0.9774436090225563,1.322934226421056e-13
0,6244.csv,Microarray,memory.CD8.T.cells,0.9161438682286728,0.8731332533013205,1.3718424124621627e-16
1,6244.csv,Microarray,naive.CD8.T.cells,0.9293677712737318,0.857094837935174,1.9774760964309908e-15
2,6244.csv,Microarray,naive.CD4.T.cells,0.9915961765378212,0.9964465786314525,3.0356191102742683e-53
3,6244.csv,Microarray,memory.CD4.T.cells,0.9525561516589921,0.9177911164465786,6.918048816299073e-21
4,6244.csv,Microarray,regulatory.T.cells,0.9914184030091718,0.9877070828331332,2.378966714460922e-40
5,6244.csv,Microarray,naive.B.cells,0.9757963509515727,0.9472749099639856,2.27124261011544e-25
6,6244.csv,Microarray,memory.B.cells,0.9417430390610004,0.8901320528211285,5.2974916414522274e-18
0,72642-110085.csv,Microarray,B.cells,0.9731818393979819,0.9702280912364946,3.246389628038388e-31
1,72642-110085.csv,Microarray,CD4.T.cells,0.418129319741558,0.4363505402160864,0.0015357438265357014
2,72642-110085.csv,Microarray,CD8.T.cells,0.7183330250411814,0.6329411764705882,8.137084071331263e-07
3,72642-110085.csv,Microarray,monocytic.lineage,0.9923555925646963,0.9903001200480193,8.30918220059319e-43
4,72642-110085.csv,Microarray,NK.cells,0.8973133837047994,0.8230972388955583,2.211202006981653e-13
5,72642-110085.csv,Microarray,neutrophils,0.9931504833932643,0.9930852340936375,2.542320626793628e-46
6,72642-110085.csv,Microarray,endothelial.cells,0.9915678308641598,0.997406962785114,1.5949514611068529e-56
7,72642-110085.csv,Microarray,fibroblasts,0.9793878036971159,0.9956782713085233,3.302294247403214e-51
0,93683.csv,Microarray,memory.CD8.T.cells,0.9865282122739312,0.9729323308270676,6.714944202233509e-13
1,93683.csv,Microarray,naive.CD8.T.cells,0.9797625077865305,0.9609022556390976,1.759049358343184e-11
0,93777.csv,Microarray,CD4.T.cells,0.9210440435973638,0.9036734693877551,2.637771644949079e-19
1,93777.csv,Microarray,CD8.T.cells,0.970981592334352,0.9694597839135655,5.932462691739443e-31
2,93777.csv,Microarray,monocytic.lineage,0.9784358687424879,0.9831932773109243,4.115983028324063e-37
3,93777.csv,Microarray,neutrophils,0.992612991639903,0.9956782713085233,3.302294247403214e-51
4,93777.csv,Microarray,NK.cells,0.979486031991602,0.9899159663865545,2.101542359916872e-42
5,93777.csv,Microarray,B.cells,0.9801395523087282,0.9532292917166867,1.369125846041777e-26
6,93777.csv,Microarray,fibroblasts,0.9932439265826879,0.98828331332533,7.564204649475385e-41
