,Cell377,Cell622,Cell124
Gene136,531.572772516007,1032.16703727279,847.546055279687
Gene137,27.9267491679648,36.1346484357768,37.4975828894484
Gene138,85.110857640648,26.2117208199909,71.2390908750603
Gene139,136.822725315394,140.019413299541,74.7976487679452
Gene140,81.5621589468934,151.105417583552,70.4021749803652
Gene141,211.072251800961,100.995293983941,172.92768279336
Gene142,52.9582054431878,9.96698964250965,16.2531705362588
Gene143,46.8429682653792,36.0657512034461,4.90103519929926
Gene144,73.4188610354681,29.6095364818415,60.3553408802594
Gene145,99.3227603550658,96.6880472004118,102.484982388402
Gene146,0.0,0.0,0.0
Gene147,4.67975966342933,26.4226000699016,2.69295845806246
Gene148,49.6157613291505,101.160860039652,44.4131207174204
Gene149,0.0,11.8269080315479,3.21435659191
Gene150,36.4033214810854,18.1357428942242,31.2169545003921
Gene151,0.754318473717633,0.0,0.0
Gene152,0.0,4.4362418852759,3.61708993826788
Gene153,97.1553113788353,104.486274910987,95.8419978827714
Gene154,34.863198745321,28.1203805279569,7.64265100193103
Gene155,1.11444773674977,0.0,20.5218159877866
Gene156,0.0,3.19379567182185,0.0
Gene157,2417.45494107162,3060.38123878805,2037.81357113107
Gene158,12.9236677494665,4.86459318340583,9.9158654512644
Gene159,3.24422892555193,32.055425235542,14.9350810354287
Gene160,6.71897311816668,0.0,9.27940755391801
Gene161,21.8056886444899,15.3897590832672,25.0960809496033
Gene162,0.0,0.0,0.0
Gene163,53.9854883581392,67.7355282728415,43.3935580299161
Gene164,37.5114853021551,46.3302159068814,32.3788652251745
Gene165,0.0,0.0,0.0
Gene166,17.0091264690028,24.008997178901,39.1514729672157
Gene167,81.8779906765112,66.0421400660204,148.080516777089
Gene168,109.867817826728,67.0626587866874,82.0193109180744
Gene169,0.0,0.0,0.0
Gene170,38.8688087834831,15.6756369609749,25.5622620198746
Gene171,13.2275336137221,0.0,14.0524764923932
Gene172,0.0,0.0,0.0
Gene173,28.1394219068345,25.0861968871754,20.4540312941854
Gene174,105.313328119763,121.625649409842,154.260518933104
Gene175,51.0885545129967,78.6691008123506,80.1785667800771
Gene176,135.416619287614,114.687273436797,197.410573006674
Gene177,5.9519399037919,0.0,0.0
Gene178,92.132768373765,13.0048734719047,53.0176196431046
Gene179,475.278530902545,772.996335319701,645.634840516046
Gene180,338.636245155601,318.664871647232,259.823411509704
Gene181,0.0,0.0,0.0
Gene182,79.1942964861246,72.3318676913557,16.0843064267912
Gene183,160.524805714644,78.3262213674349,123.164909986368
Gene184,6.32793610739165,0.0,0.0
Gene185,1.01692566112793,11.4834187980984,14.0445087302543
Gene186,2.1216694294274,0.0,0.0
Gene187,34.9008886899105,21.8950518417077,13.3890983228424
Gene188,18.3358512144078,5.75149269791166,4.68947972307052
Gene189,0.0,0.0,0.0
Gene190,61.6682369401476,58.0312978612596,94.6316404861833
Gene191,37.2099147512301,0.0,0.0
Gene192,1924.73230073009,1744.45635818795,1669.9354979649
Gene193,11.6270453934539,4.68914145354539,6.37215267988744
Gene194,9.12267492883668,0.0,0.0
Gene195,11.8449172768913,0.0,4.54408950600963
Gene196,81.2692395203685,37.4068926658628,46.7662234146236
Gene197,1.69359574221841,4.78114328460331,7.79661060662842
Gene198,0.959271469607395,13.540463732559,4.41608698471358
Gene199,10.0901147173519,14.242561852025,5.8063365910123
Gene200,97.9902158995143,0.0,0.0
Gene201,40.5284247742383,36.6126959088513,18.6576016098663
Gene202,26.283999216908,0.0,25.2084590853435
Gene203,4.64107562365832,0.0,3.56093040501128
Gene204,25.5960239828567,102.684449126186,34.1096833838061
Gene205,67.8677304872335,45.9829229521232,93.7304436071839
Gene206,4.44796390716,0.0,0.0
Gene207,37.907907868096,60.1969308395695,54.5350768323612
Gene208,128.730306324176,115.871438534696,146.008024359707
Gene209,45.9876382310075,27.3318798293922,69.6407779387609
Gene210,104.789809362341,39.8231631109711,37.1083623928966
Gene211,180.326527085173,41.2763375412628,123.400430647574
Gene212,0.0,0.0,0.0
Gene213,16.7509778379386,43.3484535911355,17.6720813899237
Gene214,0.0,0.0,4.228376902912
Gene215,47.3536076834136,16.7103324699502,95.3733901434595
Gene216,1534.03019613986,1170.64767426719,1030.61239099704
Gene217,121.99346036698,108.756746170774,59.1165439075381
Gene218,0.0,0.0,2.01021197023685
Gene219,143.248506879314,108.497801537034,144.758757841121
Gene220,17.2785923989334,0.0,31.8173820131772
Gene221,6.6645999253029,18.8146476653815,5.11350782354634
Gene222,0.0,0.0,0.0
Gene223,2.99502013527853,4.22757924163226,0.0
Gene224,5.17360930098834,7.30273664191572,11.9085730275281
Gene225,1.62113699096953,0.0,0.0
Gene226,579.233611306583,591.651742184724,496.948085627127
Gene227,79.6225431434618,54.4921693818285,33.322643807971
Gene228,109.440527047015,133.728316405694,86.4763408677816
Gene229,18.0707092293128,12.7537298196345,36.3956388078945
Gene230,0.0,0.0,3.51644405128598
Gene231,49.6925877281374,32.5663393745198,25.5316977583682
Gene232,1.83198967416679,0.0,0.0
Gene233,6.0909055305254,8.59753344569673,22.7824971461978
Gene234,1.96585811948406,2.77487983470674,2.26249834647958
Gene235,5.90296617995379,4.16612512758769,6.79370046551247
Gene236,12.2396580369151,27.6427519839576,16.9038889198761
Gene237,6.71589807326134,3.15991100794356,7.7293005712269
Gene238,28.0887372721873,52.8643580574874,50.2867816939702
Gene239,43.9931512547604,86.3971117820673,44.0274296076404
Gene240,21.999927401399,70.9798701644145,36.1708993826788
Gene241,21.6086492892686,18.3008339941984,0.0
Gene242,0.0,9.02000725367263,7.35446315239266
Gene243,0.0,6.39835392383517,5.21689804070313
Gene244,0.0,0.0,0.0
Gene245,7.12184470288269,0.0,0.0
Gene246,15.8251578618467,0.0,14.5704893513285
Gene247,4.89141243002534,0.0,2.5020032219453
Gene248,836.16197468644,789.717671479358,873.733976826372
Gene249,108.358372581811,137.129165831529,25.8019082263109
Gene250,4.72558727650437,8.00440482092993,2.17546389401532
Gene251,24.3684496061045,13.7587791804209,5.60911048398063
Gene252,177.939570289111,191.366201136185,58.5114139305318
Gene253,17.6643259127639,49.8676697806458,32.5276846976474
Gene254,7.88937488713765,0.0,18.1597008044417
Gene255,22.3074364553395,37.7853040178724,30.8082486284309
Gene256,1.08217089159853,6.1100934091652,0.0
Gene257,16.8376158057201,15.8446024497754,4.30629900856371
Gene258,0.0,0.0,0.0
Gene259,4.22004209649245,5.95674204517047,0.0
Gene260,77.5060802028276,46.0642675214092,140.844381523456
Gene261,8.27141225676845,7.78359836801676,9.51953570225153
Gene262,5.68018334444748,8.01778422548678,22.880552029666
Gene263,95.0907865630847,102.905131354712,40.1278572709637
Gene264,8.83023031678535,0.0,0.0
Gene265,115.931856341218,92.8465294326693,83.2726622462846
Gene266,40.0718283028481,46.2786831200617,29.3481420583631
Gene267,30.8931311370022,72.6779531827019,47.4063768368583
Gene268,27.5284141410729,7.06497312334172,69.125112271419
Gene269,0.0,0.0,0.0
Gene270,7.57291157357899,32.0683157252316,8.71563402436963
Gene271,6.11774152703567,25.9062402760399,28.1635382572581
Gene272,28.4629602609233,38.6884793882055,26.691629199632
Gene273,123.41712650406,177.264013778815,109.645131134746
Gene274,1171.35747911987,1185.78136039375,994.061423034562
Gene275,2.26597333039708,3.1985033091566,1.30394987877756
Gene276,0.0,0.0,0.0
Gene277,0.0,0.0,0.0
Gene278,1.22675642339897,0.0,3.76498432850866
Gene279,0.0,0.0,0.0
Gene280,43.1925180174256,13.9354974451236,45.4492328390064
Gene281,305.332457569748,220.7498522622,111.421389157218
Gene282,67.4293254381164,25.9578904275443,84.6590665813448
Gene283,3.08105764823127,14.4967476762595,4.72796944020967
Gene284,78.8543880986312,47.3641790308223,88.8222846331377
Gene285,198.473541008882,130.135392609864,103.158509805336
Gene286,15.6022683144967,37.753998877841,20.5218159877866
Gene287,1531.76490085062,1497.0886944458,798.118161966251
Gene288,0.0,0.0,0.0
Gene289,3498.0839142984,3498.12596574227,3204.55533772683
Gene290,5.39313766090332,5.07507257440184,0.0
Gene291,65.803754664018,105.268963578532,60.5866251054019
Gene292,0.0,0.0,0.0
Gene293,105.61004110282,146.457087474233,157.796794111323
Gene294,55.0641457766011,44.4143047227623,108.639613584467
Gene295,370.760841334694,242.524497553369,301.817279420376
Gene296,497.959895220128,237.338940862261,1175.9715864684
Gene297,0.0,0.0,0.0
Gene298,121.071359949006,90.4746723604648,57.3755206091361
Gene299,18.2083034620233,51.403357750202,31.4337968239321
Gene300,3.86904626536041,14.5634632935616,8.90574013563943
Gene301,5.3010381015053,0.0,8.13459175607832
Gene302,0.0,10.1739398628163,4.14766106785976
Gene303,0.0,0.0,0.0
Gene304,136.21654868425,46.6120206066274,38.0051122320805
Gene305,4.43269559771622,14.5994570240688,10.2031437171187
Gene306,19.9034044624952,9.36479174795604,22.9067495967249
Gene307,2518.2455286008,2603.94723688881,3066.74109204153
Gene308,10.6256305564609,0.0,0.0
Gene309,11.1861822724072,157.897008473853,38.6223990081993
Gene310,30.3740933154799,12.2497517864393,49.9391772122147
Gene311,55.9150594268367,69.3593251834918,54.6020542531284
Gene312,1.21156353817336,3.42033150533319,0.0
Gene313,6.4592481068762,0.0,0.0
Gene314,26.7600481085604,50.3637009787291,12.3192134767532
Gene315,16.0973931878171,0.0,46.3160656268857
Gene316,24.9388351009403,140.808270824424,43.0530102501596
Gene317,9.33829132270537,7.18981960327455,3.90814640221812
Gene318,30.0224974477538,14.7401185979473,57.0871914177476
Gene319,5.6307184498722,6.81253948954315,11.1092085052736
Gene320,1.07697231245554,4.56055610944296,4.9579327256322
Gene321,3.77053515979529,0.0,8.67898805089645
Gene322,14.1193374544534,15.3307349769729,7.49994910090588
Gene323,1.20182123587846,1.69641414062818,0.0
Gene324,44.7417285042554,48.8938590617533,49.8320115958794
Gene325,23.2687388556281,3.86407840630494,22.0540350140943
Gene326,97.7347225502195,72.6084713918963,142.083165758653
Gene327,8.94841428158592,10.8265803386919,2.94248418831771
Gene328,113.274814169008,126.580768459873,97.7756522260203
Gene329,24.9503995966978,42.2620696921438,8.61459490978152
Gene330,49.7687390105353,15.6111944657602,76.371526918577
Gene331,0.0,0.0,0.0
Gene332,12.5994231861714,20.3251902968573,15.1911324079975
Gene333,29.0840739082588,0.0,40.1672949685273
Gene334,922.380629661922,976.480213833302,1025.1380007899
Gene335,20.2154856966782,13.6967468126102,27.9191071880731
Gene336,197.678206127316,93.0099791209167,94.7946111644029
Gene337,245.968167909846,111.597738723806,212.312844833644
Gene338,13.1830156497008,12.4055355858468,24.5646448636912
Gene339,5.8204104019773,2.34734851107784,19.1391067047276
Gene340,166.459349302045,511.390911703216,157.769629918844
Gene341,0.0,0.0,0.0
Gene342,34.8820335366475,18.4639694674044,42.6546943125399
Gene343,5.68648665507068,3.21067263056113,2.61782201408354
Gene344,41.3411730543824,40.8481926647303,28.5476356864293
Gene345,67.0091267462348,78.8215049306455,55.9123910295648
Gene346,17.8657011832691,8.40602778925551,17.1346374496807
Gene347,29.8229302893,7.01602411786822,40.0436081479929
Gene348,1.35632812529062,3.82901240614689,0.0
Gene349,4.75944597348773,20.1543903783963,10.9552551513748
Gene350,35.8874470807005,21.7098983542421,5.90038873207682
Gene351,163.830961197964,194.739643784419,178.628595412922
Gene352,17.596287448129,5.51951025261072,4.50033283017051
Gene353,119.386970052056,76.5995573130847,87.4376315082246
Gene354,47.6155192303352,67.2110275008173,6.850064130879
Gene355,53.3314791379415,41.8218397995173,47.7392134583726
Gene356,0.0,5.22161987459082,0.0
Gene357,41.3455049970706,31.8330958054866,47.5843784264483
Gene358,16.2431808997068,3.82130621765653,12.4628085017653
Gene359,6.05918206422058,0.0,0.0
Gene360,0.0,0.0,4.03943768709368
Gene361,7.21012217491173,2.5443370544698,2.07452528452751
Gene362,19.8221219962473,9.10965091726293,24.4048206664216
Gene363,3.39467108708383,0.0,0.0
Gene364,307.460209887307,108.497801537034,287.506977378893
Gene365,41.2105594870493,58.1701951754321,83.0008728007704
Gene366,66.1472143562146,117.94002367015,124.209768491591
Gene367,82.3554133626716,17.2218732598466,56.1674192681598
Gene368,0.0,5.01972644255939,0.0
Gene369,0.0,42.5243343090277,0.0
Gene370,70.7278233552837,44.3710580774626,24.1186289165126
Gene371,60.7180536018771,65.9274835728503,10.7507950942962
Gene372,4.54055162280833,0.0,0.0
Gene373,39.8023472786191,40.8599656091048,49.972761057011
Gene374,58.4842790546508,73.3801556289116,0.0
Gene375,0.0,0.0,0.0
Gene376,2.16260195861249,0.0,9.9557202159399
Gene377,8.31065218693626,6.70330636151134,16.3966230564377
Gene378,0.0,18.8457719791373,0.0
Gene379,26.3179255745929,20.6381687706314,26.923730323107
Gene380,79.0645938031938,70.4858107433165,57.4706076502517
Gene381,68.108274342125,128.183056668225,104.514058638221
Gene382,210.657892581842,297.351234228738,255.914522048891
Gene383,0.0,0.0,0.0
Gene384,17.8607590805905,100.84442964438,0.0
Gene385,221.744030161149,460.293703490445,420.336541286811
Gene386,0.0,8.94563734698746,0.0
Gene387,11.3957637258655,15.6730830937607,26.9032604510247
Gene388,1.86113928503213,0.0,0.0
Gene389,9.59100476475557,16.2456601231922,0.0
Gene390,24.4848858840859,34.5613019685659,0.0
Gene391,1.92989730022521,0.0,8.88444472641983
Gene392,1.59093840125011,8.98266837089574,0.0
Gene393,2.69296980632026,0.0,6.19865663094556
Gene394,0.0,2.71050896059684,0.0
Gene395,161.98001895241,198.817960931737,64.84249187764
Gene396,19.4712436900888,54.9687293673753,22.4093774703786
Gene397,67.564030140761,80.9192127140737,65.9774822225302
Gene398,24.15125085681,14.6101560261475,19.8539851693319
Gene399,0.0,0.0,3.3912694273355
Gene400,4.98430168877061,42.2131326035703,5.7364131304443
Gene401,5.21877174881462,29.4659402816386,0.0
Gene402,206.141484078178,125.230246196964,174.181650101963
Gene403,97.4032163835604,142.987689208835,197.297719674036
Gene404,0.0,0.0,1.93272720796336
Gene405,15.6502433770444,0.0,12.0078688662296
Gene406,40.6197431761686,92.6200744828335,17.9804238510877
Gene407,0.0,0.0,0.0
Gene408,0.0,0.0,0.0
Gene409,0.0,0.0,0.0
Gene410,0.0,0.0,0.0
Gene411,2.58307905570229,0.0,0.0
Gene412,6.58473755304008,6.97094640439867,7.57834844646121
Gene413,0.0,0.0,0.0
Gene414,63.1149990971012,0.0,24.2129344059223
Gene415,11.6085300388951,16.3858599948055,46.7607398276185
Gene416,1.08457038359764,0.0,0.0
Gene417,0.0,0.0,12.6441204171815
Gene418,105.962763801424,191.117571635256,128.727244542645
Gene419,4.08901049953264,3.29816354688627,4.03373660252825
Gene420,50.9127659383283,32.6660047638381,26.6342278465145
Gene421,2.06151481725206,0.0,0.0
Gene422,155.042635188637,48.6329526633448,66.0881320631229
Gene423,0.0,0.0,0.0
Gene424,19.3197618421109,54.5410851532664,0.0
Gene425,0.0,0.0,0.0
Gene426,11.3116054793859,10.6444934934721,52.0739283053787
Gene427,3.00925820639143,0.0,0.0
Gene428,14.7665280906425,31.2652326899171,12.7460541495327
Gene429,138.380351651246,229.798671939254,149.893082585528
Gene430,0.0,0.0,1.67092767790465
Gene431,0.0,0.0,0.0
Gene432,20.0020582640441,12.5482794012265,10.2312399410403
Gene433,121.915868724197,45.8903088072045,56.124996746054
Gene434,0.0,0.0,0.0
Gene435,3.82413196377248,0.0,0.0
Gene436,2.47438660520942,17.4634309211137,11.3910470900246
Gene437,294.942537691257,177.846316516266,197.736816635911
Gene438,1133.07401860081,996.331940466661,969.130361918053
Gene439,7.02880950101617,0.0,2.02235727443325
Gene440,9.38195932524477,0.0,0.0
Gene441,195.279253189171,106.81194480452,184.010886840244
Gene442,94.4528187153804,32.1815513033574,59.9753798965096
Gene443,983.509529659201,1110.60741730822,1748.37677340042
Gene444,78.8937488713765,16.7042069815081,40.8593268099938
Gene445,77.8715555710444,146.55802275161,76.8189135338823
Gene446,17.7030719665317,26.6544281029782,2.71658608217356
Gene447,4.55593029045544,38.5851622739662,3.49560145318353
Gene448,3.95047993614381,0.0,0.0
Gene449,145.338534780719,196.602656696257,97.5739016774391
Gene450,13.4044685426703,22.7050705757619,15.4271499110977
Gene451,33.2240883287389,24.6826327838555,12.0749911751341
Gene452,58.9502892463214,49.1698204176796,101.768482645609
Gene453,0.0,0.0,0.0
Gene454,27.6967416250577,0.0,12.7504282243952
Gene455,29.1421094035147,0.0,0.0
Gene456,7.99487915754513,0.0,18.4025497007864
Gene457,8.14310052671642,3.8314269681384,0.0
Gene458,59.7286254175157,70.2575958149154,80.1983456432976
Gene459,384.735428060691,243.164763316724,317.22303390299
Gene460,0.0,0.0,0.0
Gene461,1785.77290320111,2014.67231725152,1275.92903357254
Gene462,18.4455045355772,13.0182483846286,10.6144291640635
Gene463,369.25368344309,81.228300615961,209.726740663062
Gene464,2.15093091066475,3.03611677297316,2.47549789099125
Gene465,123.733986905868,169.362421911467,189.873275867487
Gene466,5.30626594973163,7.48998629940074,0.0
Gene467,5.3010381015053,9.97680933673872,12.2018876341175
Gene468,22.5836460567802,7.96940829757854,6.49785726580757
Gene469,19.9156829353283,9.37056891744892,38.201468071034
Gene470,45.6947233378164,169.31185590174,105.179753279229
Gene471,14.9321563543789,28.1030383259661,57.2845326023554
Gene472,3.90107208484892,5.50650433756922,7.85702479974666
Gene473,0.0,0.0,0.0
Gene474,105.501052412311,61.621469432798,66.990755638292
Gene475,0.9205395505608,0.0,2.11889066700244
Gene476,13.9986022713592,14.3705697400044,64.4437442927728
Gene477,61.0126568167583,37.6781876351144,83.3853306250728
Gene478,11.5282606940605,11.8345868447095,12.0616633703051
Gene479,77.3562029668544,60.6617101245395,138.489475463905
Gene480,13.281673904896,0.0,10.1905506982687
Gene481,22.8204444190626,25.053686500069,43.7732656054285
Gene482,1.5843797623757,0.0,0.0
Gene483,117.160264947692,206.275380117235,75.3940095210396
Gene484,19.6155802881075,44.3009616192044,9.03019755641942
Gene485,0.0,3.43114800433357,0.0
Gene486,0.0,4.83286421100372,0.0
Gene487,270.819873994001,179.89272793705,110.00665535422
Gene488,7.6428319219146,0.0,0.0
Gene489,1.23634045795677,3.49027854209207,8.53739610429405
Gene490,424.359143854877,745.922385567106,497.608230078853
Gene491,60.2300784294165,56.6779560268086,11.5530932356616
Gene492,14.1967115383321,10.0195858939213,24.5084088693191
Gene493,10.8844646116545,0.0,0.0
Gene494,74.4345369786465,101.31464669219,67.3093258077676
Gene495,30.2908567914413,12.6686340410214,33.5704560742661
Gene496,1.2881382985463,0.0,0.0
Gene497,4.64641940675982,0.0,0.0
Gene498,4.93327048260502,9.28465294326693,7.57024202238951
Gene499,4.61058583807016,0.0,0.0
Gene500,49.6988428719152,51.6907367556115,30.1043168415878
Gene501,0.0,8.47875646954212,6.91315431126388
Gene502,0.0,0.0,0.0
Gene503,0.0,0.0,0.0
Gene504,52.0440459444661,56.5092716338716,27.6449016710474
Gene505,34.7552921955777,30.6614699539457,29.9997964036235
Gene506,17.7883543976048,0.0,5.8492990941259
Gene507,1.6346813528871,0.0,0.0
Gene508,0.0,0.0,0.0
Gene509,3.58703578201858,15.1896922151847,8.25661063241949
Gene510,3.19320692761298,9.01465413364077,7.35009848583338
Gene511,133.645148361348,22.6373952536285,55.3722024528878
Gene512,23.8439324583408,21.1555601882795,23.5216180336083
Gene513,0.0,0.0,0.0
Gene514,44.3965777884466,8.79542108580469,8.96418351811612
Gene515,13.535984083089,6.36884369609421,0.0
Gene516,16.9436609717463,21.2591913438554,17.3336822234139
Gene517,145.175141262135,192.112464778896,177.524090326051
Gene518,88.3556378923037,68.8094777584811,108.701130919453
Gene519,435.456384420748,248.666854341276,425.49054100663
Gene520,611.385199234821,559.917636609784,762.277545705283
Gene521,0.0,0.0,0.0
Gene522,8.39836681534008,0.0,6.44376480157609
Gene523,29.0840739082588,22.8073456684455,18.5959698928367
Gene524,112.68175231472,222.676116243545,116.716485379752
Gene525,80.623438318241,95.834020285077,68.3709870981109
Gene526,56.637407084504,15.2277616192328,0.0
Gene527,33.8612565955184,76.4742213476889,38.9707864966307
Gene528,165.501323712245,288.286043351019,113.47436078587
Gene529,4.46518977014761,0.0,0.0
Gene530,4.83428002967464,20.4712833088743,0.0
Gene531,1202.56122187959,952.747665740049,889.904639421156
Gene532,2.57565996794058,0.0,5.9286337714836
Gene533,6.97324218899414,7.87438684042753,19.2611445546333
Gene534,14.4638539597524,20.4162529773988,0.0
Gene535,3.20509526315882,4.52410788240795,3.68873148134899
Gene536,33.3876838899104,43.5026984683094,17.7349631722614
Gene537,11.1464562625614,8.99064351298295,18.3263035641155
Gene538,12.3690889035124,0.0,34.1652853755289
Gene539,9.97137448670844,0.0,4.59040620779438
Gene540,44.0690344348329,19.4390737332796,22.1895089942167
Gene541,37.4249319151217,32.5087045803846,53.0119462755666
Gene542,10.1711789660262,14.356986970874,0.0
Gene543,1.44134842567047,0.0,0.0
Gene544,26.6209000120704,17.6829944297843,21.626744962682
Gene545,47.3593966330082,37.1386117730677,66.6181297970277
